LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 14' 1.9818"" W"	"31ø 23' 5.1057"" S"	Menendez Pidal esq Jose Maturana	LINEA 80	paradas regreso	
"64ø 13' 55.0786"" W"	"31ø 23' 8.6175"" S"	Menendez Pidal y Marcos Orma	LINEA 80	paradas regreso	
"64ø 13' 44.5174"" W"	"31ø 23' 12.4566"" S"	menendez Pidal esq Pastor Gimenez	LINEA 80	paradas regreso	
"64ø 13' 36.2898"" W"	"31ø 23' 11.5306"" S"	Sagrada Familia esq Juan Lafinur	LINEA 80	paradas regreso	
"64ø 13' 25.0125"" W"	"31ø 22' 59.4817"" S"	Sagrada Familia esq Octavio Pinto	LINEA 80	paradas regreso	
"64ø 13' 13.4644"" W"	"31ø 23' 5.3911"" S"	Octavio Pinto esq Temistocles Castellanos	LINEA 80	paradas regreso	
"64ø 13' 0.2923"" W"	"31ø 23' 17.1417"" S"	Octavio Pinto esq Rufino Cuervo	LINEA 80	paradas regreso	
"64ø 12' 48.3102"" W"	"31ø 23' 28.6043"" S"	Octavio Pinto esq Costanera Mestre	LINEA 80	paradas regreso	
"64ø 12' 47.1822"" W"	"31ø 23' 38.5927"" S"	Monse¤or de Andrea esq Miguel Gorman	LINEA 80	paradas regreso	
"64ø 12' 49.3073"" W"	"31ø 23' 43.2016"" S"	Monse¤or de Andrea esq Pedro Arata	LINEA 80	paradas regreso	
"64ø 12' 54.1687"" W"	"31ø 23' 49.2088"" S"	Monse¤or de Andrea esq 12 de Octubre	LINEA 80	paradas regreso	
"64ø 12' 58.8392"" W"	"31ø 24' 4.5460"" S"	Monse¤or de Andrea esq La Rioja	LINEA 80	paradas regreso	
"64ø 12' 58.1951"" W"	"31ø 24' 14.1919"" S"	Av Colon esq Mariano Castex	LINEA 80	paradas regreso	
"64ø 12' 47.1766"" W"	"31ø 24' 17.7603"" S"	Av Colon esq Pedro Zanni	LINEA 80	paradas regreso	
"64ø 12' 34.5863"" W"	"31ø 24' 21.4497"" S"	Av Colon esq Francisco Mu¤iz	LINEA 80	paradas regreso	
"64ø 12' 23.9513"" W"	"31ø 24' 24.4160"" S"	Av Colon esq Paseo de la Reforma	LINEA 80	paradas regreso	
"64ø 12' 9.9385"" W"	"31ø 24' 29.6776"" S"	Av Colon esq El Chaco	LINEA 80	paradas regreso	
"64ø 11' 49.6129"" W"	"31ø 24' 35.0085"" S"	Av Colon esq Rodriguez Pe¤a	LINEA 80	paradas regreso	
"64ø 11' 31.7625"" W"	"31ø 24' 39.9804"" S"	Av Colon esq Figueroa Alcorta	LINEA 80	paradas regreso	
"64ø 11' 19.6374"" W"	"31ø 24' 42.5734"" S"	Av Colon esq Sucre	LINEA 80	paradas regreso	
"64ø 11' 11.1779"" W"	"31ø 24' 52.4470"" S"	Av Gral Paz esq 9 de Julio	LINEA 80	paradas regreso	
"64ø 11' 17.1214"" W"	"31ø 25' 5.8690"" S"	Av Velez Sarsfield esq Duarte Quiroz	LINEA 80	paradas regreso	
"64ø 11' 15.6808"" W"	"31ø 25' 13.4665"" S"	Bv Illia esq Obispo Trejo	LINEA 80	paradas regreso	
"64ø 10' 37.5261"" W"	"31ø 25' 24.1937"" S"	Bv Illia esq Caseres deAllende	LINEA 80	paradas regreso	
"64ø 10' 23.9687"" W"	"31ø 25' 35.0653"" S"	Av Sabattini 986	LINEA 80	paradas regreso	
"64ø 10' 16.8511"" W"	"31ø 25' 42.4909"" S"	Av Sabattini esq Revolucion de Mayo	LINEA 80	paradas regreso	
"64ø 10' 11.1274"" W"	"31ø 25' 59.5428"" S"	Revolucion de Mayo esq La Coru¤a	LINEA 80	paradas regreso	
"64ø 10' 5.4120"" W"	"31ø 26' 6.7581"" S"	Revolucion de Mayo esq Valladolid	LINEA 80	paradas regreso	
"64ø 09' 56.6540"" W"	"31ø 26' 12.7264"" S"	Revolucion de Mayo esq Mancha	LINEA 80	paradas regreso	
"64ø 09' 47.3789"" W"	"31ø 26' 19.0289"" S"	Revolucion de Mayo esq Extremadura	LINEA 80	paradas regreso	
"64ø 09' 38.3375"" W"	"31ø 26' 28.3686"" S"	Huascha esq Pergamino	LINEA 80	paradas regreso	
"64ø 09' 38.2461"" W"	"31ø 26' 36.8396"" S"	Huascha esq Baradero	LINEA 80	paradas regreso	
"64ø 09' 22.7694"" W"	"31ø 26' 38.4314"" S"	Tapalque esq Patagonia	LINEA 80	paradas regreso	
"64ø 09' 10.1834"" W"	"31ø 26' 38.5109"" S"	Tapalque esq Lujan	LINEA 80	paradas regreso	
"64ø 09' 3.2426"" W"	"31ø 26' 31.7238"" S"	Av Pilar esq Pergamino	LINEA 80	paradas regreso	
"64ø 08' 54.5381"" W"	"31ø 26' 32.5486"" S"	11 de Septiembre esq Villegas	LINEA 80	paradas regreso	
"64ø 08' 54.7750"" W"	"31ø 26' 38.0411"" S"	11 de Septiembre esq Apache	LINEA 80	paradas regreso	
"64ø 08' 54.3826"" W"	"31ø 26' 44.0472"" S"	11 de Septiembre esq Trenque Lauquen	LINEA 80	paradas regreso	
"64ø 08' 54.0605"" W"	"31ø 26' 53.9936"" S"	11 de Septiembre esq Pigue	LINEA 80	paradas regreso	
"64ø 08' 53.9844"" W"	"31ø 27' 2.4795"" S"	11 de Septiembre esq Publica	LINEA 80	paradas regreso	
"64ø 08' 53.3909"" W"	"31ø 27' 17.7724"" S"	11 de Septiembre esq Publica	LINEA 80	paradas regreso	
"64ø 08' 52.9177"" W"	"31ø 27' 47.8399"" S"	11 de Septiembre esq De Las Colonia Rurales	LINEA 80	paradas regreso	
"64ø 08' 53.2559"" W"	"31ø 27' 56.9372"" S"	11 de Septiembre esq De Las Altas Cumbres	LINEA 80	paradas regreso	
"64ø 08' 52.7104"" W"	"31ø 28' 5.8620"" S"	11 de Septiembre esq Publica	LINEA 80	paradas regreso	
"64ø 08' 52.6605"" W"	"31ø 28' 23.8391"" S"	11 de Septiembre esq Publica	LINEA 80	paradas regreso	
"64ø 08' 52.3300"" W"	"31ø 28' 31.4679"" S"	11 de Septiembre esq San Andres	LINEA 80	paradas regreso	
"64ø 08' 52.8487"" W"	"31ø 28' 42.8464"" S"	11 de Septiembre esq Publica	LINEA 80	paradas regreso	
"64ø 08' 49.6803"" W"	"31ø 28' 51.1055"" S"	Mu¤ecas esq Jose Bogado	LINEA 80	paradas regreso	
"64ø 08' 41.5384"" W"	"31ø 28' 51.5263"" S"	Mu¤ecas esq Maria Andonaegui	LINEA 80	paradas regreso	
"64ø 08' 35.8614"" W"	"31ø 28' 51.3068"" S"	Mu¤ecas esq Ruiz Huidobro	LINEA 80	paradas regreso	
"64ø 08' 27.4302"" W"	"31ø 28' 51.3279"" S"	Mu¤ecas esq Juan Estomba	LINEA 80	paradas regreso	
"64ø 08' 19.1080"" W"	"31ø 28' 51.5240"" S"	Mu¤ecas esq Juan Charlone	LINEA 80	paradas regreso	
"64ø 08' 13.4969"" W"	"31ø 28' 51.5083"" S"	Mu¤ecas esq Angel Salvadores	LINEA 80	paradas regreso	
"64ø 08' 7.9687"" W"	"31ø 28' 51.4323"" S"	Mu¤ecas esq Carlos Forest	LINEA 80	paradas regreso	
"64ø 08' 7.3908"" W"	"31ø 28' 51.0004"" S"	L81(PP)	LINEA 81	LINEA 81	
"64ø 11' 3.3975"" W"	"31ø 24' 33.8381"" S"	L81	LINEA 81	LINEA 81	
"64ø 08' 7.0390"" W"	"31ø 28' 51.6894"" S"	Carlos Forest esq Mu¤ecas	LINEA 81	paradas ida	
"64ø 08' 12.6901"" W"	"31ø 28' 45.3377"" S"	Angel Salvadores esq Hermanos Wagnes	LINEA 81	paradas ida	
"64ø 08' 14.7413"" W"	"31ø 28' 37.1241"" S"	El Quebracho esq Rafael Ortiguera	LINEA 81	paradas ida	
"64ø 08' 23.4132"" W"	"31ø 28' 36.9755"" S"	El Quebracho esq Mariano Larrazabal	LINEA 81	paradas ida	
"64ø 08' 36.8875"" W"	"31ø 28' 37.0589"" S"	El Quebracho esq Prudencio Murgiondo	LINEA 81	paradas ida	
"64ø 08' 48.1477"" W"	"31ø 28' 36.7714"" S"	El Quebracho esq Jose Bogado	LINEA 81	paradas ida	
"64ø 08' 51.1375"" W"	"31ø 28' 32.5235"" S"	11 de Septiembre es San Andres	LINEA 81	paradas ida	
"64ø 08' 51.1586"" W"	"31ø 28' 15.2285"" S"	11 de Septiembre esq Publica	LINEA 81	paradas ida	
"64ø 08' 51.8308"" W"	"31ø 28' 2.6607"" S"	11 de Septiembre esq De Las Exposiciones	LINEA 81	paradas ida	
"64ø 08' 46.3989"" W"	"31ø 27' 57.9912"" S"	De Las Altas Cumbres esq Bonorino	LINEA 81	paradas ida	
"64ø 08' 38.1180"" W"	"31ø 27' 57.8129"" S"	De Las Altas Cumbres esq Prudencio Murgiondo	LINEA 81	paradas ida	
"64ø 08' 42.2679"" W"	"31ø 27' 52.5391"" S"	De Las Leyes Agrarias esq Juan Baldrich	LINEA 81	paradas ida	
"64ø 08' 51.0998"" W"	"31ø 27' 52.5691"" S"	De Las Leyes Agrarias esq 11 de Septiembre	LINEA 81	paradas ida	
"64ø 08' 51.2187"" W"	"31ø 27' 46.6267"" S"	11 de Septiembre esq Publica	LINEA 81	paradas ida	
"64ø 08' 52.3906"" W"	"31ø 27' 18.4504"" S"	11 de Septiembre esq Publica	LINEA 81	paradas ida	
"64ø 08' 46.9251"" W"	"31ø 27' 13.0550"" S"	Juan Jufre esq Publica	LINEA 81	paradas ida	
"64ø 08' 43.6592"" W"	"31ø 27' 8.3352"" S"	Publica esq Publica	LINEA 81	paradas ida	
"64ø 08' 45.9626"" W"	"31ø 27' 3.6811"" S"	Publica esq Publica	LINEA 81	paradas ida	
"64ø 08' 46.2041"" W"	"31ø 26' 59.5086"" S"	Publica esq Publica	LINEA 81	paradas ida	
"64ø 08' 53.2721"" W"	"31ø 26' 59.1623"" S"	Publica esq 11 de Septiembre	LINEA 81	paradas ida	
"64ø 08' 53.5852"" W"	"31ø 26' 44.1234"" S"	11 de Spetiembre esq Trenque Lauquen	LINEA 81	paradas ida	
"64ø 08' 53.9263"" W"	"31ø 26' 38.9523"" S"	11 de Septiembre esq Octubia	LINEA 81	paradas ida	
"64ø 08' 53.8444"" W"	"31ø 26' 32.9686"" S"	11 de Septiembre esq Villegas	LINEA 81	paradas ida	
"64ø 08' 53.9426"" W"	"31ø 26' 21.7409"" S"	Tristan Narvaja esq Miguel de Marmol	LINEA 81	paradas ida	
"64ø 08' 53.7672"" W"	"31ø 26' 14.7937"" S"	Tristan Narvaja esq Vicente Dupuy	LINEA 81	paradas ida	
"64ø 08' 54.3820"" W"	"31ø 26' 8.5567"" S"	Tristan Narvaja esq Asturias	LINEA 81	paradas ida	
"64ø 09' 3.8033"" W"	"31ø 26' 7.0515"" S"	Asturias esq Juan Rodriguez	LINEA 81	paradas ida	
"64ø 09' 13.5056"" W"	"31ø 26' 6.1995"" S"	Castilla esq Catalu¤a	LINEA 81	paradas ida	
"64ø 09' 23.5746"" W"	"31ø 26' 11.8084"" S"	Catilla esq Granada	LINEA 81	paradas ida	
"64ø 09' 32.2151"" W"	"31ø 26' 14.3054"" S"	Salamanca esq Navarra	LINEA 81	paradas ida	
"64ø 09' 36.8190"" W"	"31ø 26' 8.2022"" S"	Salamanca esq Leon	LINEA 81	paradas ida	
"64ø 09' 45.8104"" W"	"31ø 26' 6.4984"" S"	Vallalodid esq Extremadura	LINEA 81	paradas ida	
"64ø 09' 53.6569"" W"	"31ø 26' 6.6123"" S"	Valladolid esq Cartagena	LINEA 81	paradas ida	
"64ø 10' 3.0772"" W"	"31ø 26' 6.7092"" S"	Valladolid esq Monserrat	LINEA 81	paradas ida	
"64ø 10' 6.7663"" W"	"31ø 25' 57.8237"" S"	Av Madrid esq Tarragona	LINEA 81	paradas ida	
"64ø 10' 9.4159"" W"	"31ø 25' 53.5826"" S"	Revolucion de Mayo esq Deodoro Roca	LINEA 81	paradas ida	
"64ø 10' 15.4041"" W"	"31ø 25' 41.3406"" S"	Av Sabattini fte Hotel ACA	LINEA 81	paradas ida	
"64ø 10' 22.5280"" W"	"31ø 25' 34.1590"" S"	Av Sabattini fte Colegio Taborin	LINEA 81	paradas ida	
"64ø 10' 39.5337"" W"	"31ø 25' 22.2255"" S"	Bv Illia esq Balcarse	LINEA 81	paradas ida	
"64ø 10' 49.4022"" W"	"31ø 25' 19.7754"" S"	Bv Illia esq Obispo Salguero	LINEA 81	paradas ida	
"64ø 10' 53.0258"" W"	"31ø 25' 14.9334"" S"	Chacabuco esq Corrrientes	LINEA 81	paradas ida	
"64ø 10' 49.3855"" W"	"31ø 25' 7.4434"" S"	Chacabuco esq San Jeronimo	LINEA 81	paradas ida	
"64ø 10' 44.4054"" W"	"31ø 24' 55.4600"" S"	Av Maipu esq Emilio Olmos	LINEA 81	paradas ida	
"64ø 10' 40.5566"" W"	"31ø 24' 46.1846"" S"	Av Maipu esq Catamarca	LINEA 81	paradas ida	
"64ø 10' 47.4713"" W"	"31ø 24' 37.9860"" S"	Sarmiento esq Rivadavia	LINEA 81	paradas ida	
"64ø 10' 57.5750"" W"	"31ø 24' 35.1165"" S"	Humberto I esq Rivera Indarte	LINEA 81	paradas ida	
"64ø 11' 6.8704"" W"	"31ø 24' 41.5477"" S"	Gral Paz esq Santa Rosa	LINEA 81	paradas regreso	
"64ø 10' 59.8052"" W"	"31ø 24' 49.5154"" S"	Av Colon esq San Martin	LINEA 81	paradas regreso	
"64ø 10' 47.9886"" W"	"31ø 24' 52.0781"" S"	Av Olmos esq Av Maipu	LINEA 81	paradas regreso	
"64ø 10' 43.9580"" W"	"31ø 25' 3.9398"" S"	Salta esq Rosario de Santa Fe	LINEA 81	paradas regreso	
"64ø 10' 48.9189"" W"	"31ø 25' 14.9244"" S"	Obispo Salguero esq Corrientes	LINEA 81	paradas regreso	
"64ø 10' 37.7254"" W"	"31ø 25' 24.6787"" S"	Bv Illia esq Caseres de Allende	LINEA 81	paradas regreso	
"64ø 10' 23.8706"" W"	"31ø 25' 35.8345"" S"	Av Sabattini 986	LINEA 81	paradas regreso	
"64ø 10' 16.2228"" W"	"31ø 25' 43.0758"" S"	Av Sabattini esq Revolucion de mayo	LINEA 81	paradas regreso	
"64ø 10' 4.9906"" W"	"31ø 25' 50.9490"" S"	Av Sabattini esq Deodoro Roca	LINEA 81	paradas regreso	
"64ø 10' 4.5702"" W"	"31ø 25' 59.9410"" S"	Monserrat esq La Coru¤a	LINEA 81	paradas regreso	
"64ø 10' 1.9001"" W"	"31ø 26' 3.8337"" S"	Valencia esq Vigo	LINEA 81	paradas regreso	
"64ø 09' 51.5996"" W"	"31ø 26' 4.2448"" S"	Valencia esq Ignacio Tolosa	LINEA 81	paradas regreso	
"64ø 09' 43.3787"" W"	"31ø 26' 5.8099"" S"	Valladolid esq Escorial	LINEA 81	paradas regreso	
"64ø 09' 40.3025"" W"	"31ø 26' 11.3674"" S"	Santander esq Murcia	LINEA 81	paradas regreso	
"64ø 09' 35.4110"" W"	"31ø 26' 18.1529"" S"	Santander esq Castilla	LINEA 81	paradas regreso	
"64ø 09' 29.7229"" W"	"31ø 26' 19.7705"" S"	Asturias esq Bilbao	LINEA 81	paradas regreso	
"64ø 09' 18.9746"" W"	"31ø 26' 14.5000"" S"	Asturias esq Cadiz	LINEA 81	paradas regreso	
"64ø 09' 8.0272"" W"	"31ø 26' 8.3010"" S"	Asturias esq Provincias Vascongadas	LINEA 81	paradas regreso	
"64ø 09' 0.9099"" W"	"31ø 26' 7.4644"" S"	Asturias esq Mataderos	LINEA 81	paradas regreso	
"64ø 08' 55.0140"" W"	"31ø 26' 13.9042"" S"	Tristan Narvaja y Vicente Dupuy	LINEA 81	paradas regreso	
"64ø 08' 55.3107"" W"	"31ø 26' 20.7627"" S"	Tristan Narvaja y Miguel de Marmol	LINEA 81	paradas regreso	
"64ø 08' 56.7955"" W"	"31ø 26' 27.8662"" S"	11 de Sepiembre esq Malague¤o	LINEA 81	paradas regreso	
"64ø 08' 54.6012"" W"	"31ø 26' 35.2452"" S"	11 de Septiembre esq Apache	LINEA 81	paradas regreso	
"64ø 08' 54.9617"" W"	"31ø 26' 43.0833"" S"	11 de Septiembre esq Trenque Lauquen	LINEA 81	paradas regreso	
"64ø 08' 54.3995"" W"	"31ø 26' 53.0686"" S"	11 de Septiembre esq Pigue	LINEA 81	paradas regreso	
"64ø 08' 47.2607"" W"	"31ø 26' 59.7090"" S"	Publica esq Publica	LINEA 81	paradas regreso	
"64ø 08' 46.4749"" W"	"31ø 27' 6.6643"" S"	Publica esq Publica	LINEA 81	paradas regreso	
"64ø 08' 43.7618"" W"	"31ø 27' 12.4826"" S"	Publica esq Juan Jufre	LINEA 81	paradas regreso	
"64ø 08' 50.9402"" W"	"31ø 27' 12.8457"" S"	Juan Jufre esq Publica	LINEA 81	paradas regreso	
"64ø 08' 53.0611"" W"	"31ø 27' 18.8396"" S"	11 de Septiembre esq Publica	LINEA 81	paradas regreso	
"64ø 08' 52.0863"" W"	"31ø 27' 47.7514"" S"	11 de Septiembre y De Las Colonias Rurales	LINEA 81	paradas regreso	
"64ø 08' 49.4007"" W"	"31ø 27' 52.8827"" S"	De Las Leyes Agrarias esq Jose Bogado	LINEA 81	paradas regreso	
"64ø 08' 40.5025"" W"	"31ø 27' 53.0656"" S"	De Las Leyes Agrarias esq Maria Andonaegui	LINEA 81	paradas regreso	
"64ø 08' 42.2805"" W"	"31ø 27' 57.2781"" S"	De Las Altas Cumbres esq Juan Baldrich	LINEA 81	paradas regreso	
"64ø 08' 51.5558"" W"	"31ø 27' 57.1502"" S"	De Las Altas Cumbres esq 11 de Septiembre	LINEA 81	paradas regreso	
"64ø 08' 52.4072"" W"	"31ø 28' 5.7010"" S"	11 de Septiembre esq Publica	LINEA 81	paradas regreso	
"64ø 08' 52.1893"" W"	"31ø 28' 23.0570"" S"	11 de Septiembre esq Publica	LINEA 81	paradas regreso	
"64ø 08' 52.1234"" W"	"31ø 28' 32.9300"" S"	11 de Septiembre esq San Andres	LINEA 81	paradas regreso	
"64ø 08' 47.0165"" W"	"31ø 28' 37.6065"" S"	El Quebracho esq Esteban Bonorino	LINEA 81	paradas regreso	
"64ø 08' 35.9077"" W"	"31ø 28' 38.3678"" S"	El Quebracho esq Ruiz Huidobro	LINEA 81	paradas regreso	
"64ø 08' 24.3179"" W"	"31ø 28' 38.3445"" S"	El Quebracho esq Mariano Larrazabal	LINEA 81	paradas regreso	
"64ø 08' 16.1685"" W"	"31ø 28' 38.8431"" S"	El Quebracho esq Rafael Ortiguera	LINEA 81	paradas regreso	
"64ø 08' 13.2622"" W"	"31ø 28' 46.2476"" S"	Angel Salvadores esq Hermanos Wagnes	LINEA 81	paradas regreso	
"64ø 08' 8.4520"" W"	"31ø 28' 51.7363"" S"	Mu¤ecas esq Carlos Forest	LINEA 81	paradas regreso	
"64ø 07' 1.3203"" W"	"31ø 28' 13.9814"" S"	L82	LINEA 82	LINEA 82	
"64ø 16' 1.6438"" W"	"31ø 20' 30.7964"" S"	L82	LINEA 82	LINEA 82	
"64ø 07' 1.6549"" W"	"31ø 28' 13.5192"" S"	Publica esq Publica	LINEA 82	paradas ida	
"64ø 07' 0.1496"" W"	"31ø 28' 9.6442"" S"	Cipriano Perello esq Publica	LINEA 82	paradas ida	
"64ø 06' 56.5978"" W"	"31ø 28' 6.9066"" S"	Cipriano Perello esq Publica	LINEA 82	paradas ida	
"64ø 06' 50.2825"" W"	"31ø 28' 2.1516"" S"	Cipriano Perello esq Diez de Medina	LINEA 82	paradas ida	
"64ø 06' 43.8954"" W"	"31ø 27' 57.5242"" S"	Cipriano Perello esq Donovan	LINEA 82	paradas ida	
"64ø 06' 38.5645"" W"	"31ø 27' 53.1860"" S"	Cipriano Perello esq Garcia Sequeira	LINEA 82	paradas ida	
"64ø 06' 39.0220"" W"	"31ø 27' 45.6696"" S"	Agustin Gamarra esq Jose Maria Pena	LINEA 82	paradas ida	
"64ø 06' 43.8103"" W"	"31ø 27' 41.2656"" S"	Agustin Gamarra esq Mota Botello	LINEA 82	paradas ida	
"64ø 06' 52.7059"" W"	"31ø 27' 37.0758"" S"	Gral Savio esq Garcia Sequeira	LINEA 82	paradas ida	
"64ø 07' 15.2375"" W"	"31ø 27' 36.9705"" S"	Gral Savio esq Publica	LINEA 82	paradas ida	
"64ø 07' 40.5655"" W"	"31ø 27' 36.5619"" S"	Gral Savio esq Publica	LINEA 82	paradas ida	
"64ø 07' 54.9164"" W"	"31ø 27' 36.5672"" S"	Gral Savio esq Villalobos	LINEA 82	paradas ida	
"64ø 07' 55.7499"" W"	"31ø 27' 24.0272"" S"	Alvarado esq Diego Pacheco	LINEA 82	paradas ida	
"64ø 07' 55.6048"" W"	"31ø 27' 12.3432"" S"	Alvarado esq Juan Jufre	LINEA 82	paradas ida	
"64ø 08' 0.2225"" W"	"31ø 27' 4.9090"" S"	Alvarado esq Colectora de Circunvalacion	LINEA 82	paradas ida	
"64ø 08' 8.6062"" W"	"31ø 27' 0.2870"" S"	Chirinos de Posadas esq Eusebio de Lima y Melo	LINEA 82	paradas ida	
"64ø 08' 16.1690"" W"	"31ø 26' 56.2140"" S"	Chirinos de Posadas esq Pje Obando	LINEA 82	paradas ida	
"64ø 08' 24.1715"" W"	"31ø 26' 51.5977"" S"	Chirinos de Posadas esq Don Cristobal de Ahumada	LINEA 82	paradas ida	
"64ø 08' 34.0363"" W"	"31ø 26' 46.0921"" S"	Chirinos de Posadas esq Pedro Home Pesoa	LINEA 82	paradas ida	
"64ø 08' 41.2638"" W"	"31ø 26' 42.0030"" S"	Chirinos de Posadas esq Segredo de Molina	LINEA 82	paradas ida	
"64ø 08' 46.4589"" W"	"31ø 26' 39.0477"" S"	Chirinos de Posadas esq Casablanca	LINEA 82	paradas ida	
"64ø 08' 53.5464"" W"	"31ø 26' 37.7452"" S"	Octubia es 11 de Septiembre	LINEA 82	paradas ida	
"64ø 08' 53.6564"" W"	"31ø 26' 32.4045"" S"	11 de Septiembre esq Villegas	LINEA 82	paradas ida	
"64ø 09' 3.6429"" W"	"31ø 26' 30.2752"" S"	Av Pilar esq Pergamino	LINEA 82	paradas ida	
"64ø 09' 4.7261"" W"	"31ø 26' 32.9133"" S"	Av Pilar esq Verges	LINEA 82	paradas ida	
"64ø 09' 12.6614"" W"	"31ø 26' 33.2646"" S"	Verges esq Casta¤ares	LINEA 82	paradas ida	
"64ø 09' 23.8498"" W"	"31ø 26' 33.4109"" S"	Verges esq Matanza	LINEA 82	paradas ida	
"64ø 09' 32.1980"" W"	"31ø 26' 32.3040"" S"	Verges esq Moron	LINEA 82	paradas ida	
"64ø 09' 32.7580"" W"	"31ø 26' 27.1844"" S"	Moron esq Malague¤o	LINEA 82	paradas ida	
"64ø 09' 40.8940"" W"	"31ø 26' 22.6911"" S"	Revolucion de Mayo esq Castilla	LINEA 82	paradas ida	
"64ø 09' 49.5436"" W"	"31ø 26' 16.9333"" S"	Revolucion de Mayo esq Tolosa	LINEA 82	paradas ida	
"64ø 09' 57.0968"" W"	"31ø 26' 11.6354"" S"	Revolucion de Mayo esq Zaragoza	LINEA 82	paradas ida	
"64ø 10' 6.3762"" W"	"31ø 26' 5.5376"" S"	Revolucion de Mayo esq Av Madrid	LINEA 82	paradas ida	
"64ø 10' 7.2056"" W"	"31ø 25' 57.5507"" S"	Av Madrid esq Tarragona	LINEA 82	paradas ida	
"64ø 10' 9.6010"" W"	"31ø 25' 53.7696"" S"	Revolucion de Mayo esq Deodoro Roca	LINEA 82	paradas ida	
"64ø 10' 15.1991"" W"	"31ø 25' 41.9253"" S"	Av Sabattini fte hotel ACA	LINEA 82	paradas ida	
"64ø 10' 22.6786"" W"	"31ø 25' 34.2309"" S"	Av Sabattini fte Colegio Taborin	LINEA 82	paradas ida	
"64ø 10' 39.4700"" W"	"31ø 25' 22.0474"" S"	Bv Illia esq Balcarse	LINEA 82	paradas ida	
"64ø 10' 49.5210"" W"	"31ø 25' 19.8056"" S"	Bv Illia esq Obispo Salguero	LINEA 82	paradas ida	
"64ø 10' 51.9740"" W"	"31ø 25' 13.0822"" S"	Chacabuco esq Corrientes	LINEA 82	paradas ida	
"64ø 11' 7.1995"" W"	"31ø 25' 0.4576"" S"	San Jeronimo esq Obispo Trejo	LINEA 82	paradas ida	
"64ø 11' 25.4731"" W"	"31ø 24' 55.2968"" S"	27 de Abirl esq Ca¤ada	LINEA 82	paradas ida	
"64ø 11' 42.2681"" W"	"31ø 24' 50.3124"" S"	27 de Abril esq Artigas	LINEA 82	paradas ida	
"64ø 11' 56.7250"" W"	"31ø 24' 45.7269"" S"	27 de Abril esq Paso de los Andes	LINEA 82	paradas ida	
"64ø 11' 58.9266"" W"	"31ø 24' 36.8291"" S"	Coronel Olmedo esq 9 de Julio	LINEA 82	paradas ida	
"64ø 12' 6.6110"" W"	"31ø 24' 28.3931"" S"	Av Colon esq El Chaco	LINEA 82	paradas ida	
"64ø 12' 27.9792"" W"	"31ø 24' 22.0581"" S"	Av Colon esq Arturo Orgaz	LINEA 82	paradas ida	
"64ø 12' 44.1718"" W"	"31ø 24' 17.4348"" S"	Av Colon esq Pedro Zanni	LINEA 82	paradas ida	
"64ø 12' 38.5857"" W"	"31ø 24' 4.1324"" S"	Pedro Zanni esq La Tablada	LINEA 82	paradas ida	
"64ø 12' 34.5332"" W"	"31ø 23' 53.8738"" S"	Pedro Zanni esq Enrique Tornu	LINEA 82	paradas ida	
"64ø 12' 35.2328"" W"	"31ø 23' 42.9405"" S"	Octavio Pinto esq Pedro Chutro	LINEA 82	paradas ida	
"64ø 12' 39.8445"" W"	"31ø 23' 37.3118"" S"	Octavio Pinto esq Armengol Tecera	LINEA 82	paradas ida	
"64ø 12' 48.2542"" W"	"31ø 23' 27.2866"" S"	Octavio Pinto esq Costanera Mestre	LINEA 82	paradas ida	
"64ø 12' 57.3841"" W"	"31ø 23' 18.5692"" S"	Octavio Pinto esq Claudio Cuenca	LINEA 82	paradas ida	
"64ø 13' 4.0678"" W"	"31ø 23' 17.9931"" S"	Gato y Mancha esq Andres Lamas	LINEA 82	paradas ida	
"64ø 13' 8.7210"" W"	"31ø 23' 21.9300"" S"	Gato y Mancha esq Mariano Larra	LINEA 82	paradas ida	
"64ø 13' 19.6277"" W"	"31ø 23' 16.5341"" S"	Mariano Larra esq Temistocles Castellano	LINEA 82	paradas ida	
"64ø 13' 29.8311"" W"	"31ø 23' 10.4329"" S"	Mariano Larra esq Jose Correa	LINEA 82	paradas ida	
"64ø 13' 46.7481"" W"	"31ø 23' 0.9579"" S"	Mariano Larra esq Adolfo Orma	LINEA 82	paradas ida	
"64ø 13' 57.3824"" W"	"31ø 22' 55.1286"" S"	Mariano Larra esq Perez de Herrara	LINEA 82	paradas ida	
"64ø 14' 6.5255"" W"	"31ø 22' 50.1450"" S"	Mariano Plaza esq Nicolas Berrotaran	LINEA 82	paradas ida	
"64ø 14' 15.3183"" W"	"31ø 22' 44.6869"" S"	Mariano Larra esq Victorino Rodriguez	LINEA 82	paradas ida	
"64ø 14' 24.4287"" W"	"31ø 22' 39.1671"" S"	Mariano Larra esq Donancio de Campillo	LINEA 82	paradas ida	
"64ø 14' 26.5014"" W"	"31ø 22' 31.0850"" S"	Jose Roque Funes esq Saturnino Navarro	LINEA 82	paradas ida	
"64ø 14' 19.8103"" W"	"31ø 22' 24.8119"" S"	Santiago Albarracin esq Jose Roque Funes	LINEA 82	paradas ida	
"64ø 14' 10.6579"" W"	"31ø 22' 17.7862"" S"	Jose Gigena esq Fernando Fader	LINEA 82	paradas ida	
"64ø 14' 6.6999"" W"	"31ø 22' 7.3020"" S"	Luis de Tejeda esq Gregorio Gavier	LINEA 82	paradas ida	
