stop_id,30.ida,30.reg,31.ida ,31.reg,32.ida,32.reg,33.ida,33.reg,34.ida,34.reg,35.ida,35.reg,36.ida,36.reg,b30.ida,b30.reg,d30.ida,d30.reg,80.ida,80.reg,81.ida,81.reg,82.ida,82.reg,83.ida,83.reg,84.ida,84.reg,b80.ida,b80.reg,d80.ida,d80.reg
8870,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,
8871,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8872,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8873,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8128,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
8874,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
8103,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
8875,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
8104,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
8876,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8877,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8878,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8879,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8880,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7927,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7928,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7929,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7930,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7931,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,
7932,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,
8881,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8882,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7178,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7179,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7187,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,
7188,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X
7189,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,
7190,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7191,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7193,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,
7047,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,
7048,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,
7358,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8881,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8882,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8883,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8884,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8885,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8886,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8887,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8888,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8889,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8890,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8891,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8892,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8893,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8894,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8895,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8896,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8897,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8898,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8899,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8900,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8901,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8902,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8903,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8904,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8905,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8906,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8907,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8908,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
8909,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8910,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8911,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8912,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8913,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8914,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8915,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8916,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8917,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8918,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8919,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8920,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8921,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8922,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8923,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8924,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8179,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8925,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8926,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8927,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8928,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8929,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8930,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8931,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8932,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8933,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8934,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8935,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8936,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7175,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X
7176,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X
7177,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8937,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8938,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8005,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X
8006,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X
7947,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7948,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7949,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8939,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7950,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7951,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8940,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8941,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,
8942,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,
8943,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8944,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8945,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8946,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8127,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,
8947,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,
8948,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,,,,,,
8949,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8950,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8951,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8952,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8953,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,
8954,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8955,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8956,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8957,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8958,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8959,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8960,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,
8961,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8962,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8963,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8964,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
8965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8986,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,
8987,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,
8988,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,
8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
8999,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,
9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,
9001,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,
9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,
9003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
9018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
7820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
7180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
9021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
8003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
7870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
9022,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9023,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9024,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9025,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9026,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9027,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9028,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9029,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9030,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9031,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9032,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9033,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9034,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9035,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9036,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9037,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9038,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9039,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9040,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
9041,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
7575,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9042,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9043,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9044,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9045,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9046,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
8126,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9047,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9048,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9049,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9050,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9051,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9052,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9053,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9054,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9055,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9056,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9057,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9058,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9059,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9060,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9061,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9062,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9063,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9064,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9065,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
9066,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9067,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9068,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9069,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9070,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9071,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9072,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9073,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9074,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
9075,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
9076,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9077,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9078,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9079,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9080,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9081,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9082,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9083,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9084,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9085,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9086,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9087,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9088,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9089,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9090,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9091,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9092,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9093,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9094,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9095,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9096,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9097,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9098,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9099,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9100,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9101,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
9102,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9103,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9104,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9105,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9107,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9111,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9115,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9117,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9118,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9122,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9123,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9125,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9129,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9130,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9131,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9134,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9135,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9137,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
