stop_id,stop_lat,stop_lon,stop_calle,stop_esquina
8561,-31.45887680395756,-64.21119784176841,Esquel 4313,Esq. Las Vegas
8562,-31.47609980335654,-64.23522110086317,Av Armada Argentina 2206,Esq. Jose Benito Cottolengo Regreso
8563,-31.48157905849012,-64.24188381497969,Av Armada Argentina 2824,Esq. Usuahia
8564,-31.48550650244534,-64.24595294449347,Av Armada Argentina 3400,Ingreso Ucc Regreso
8565,-31.48627694537471,-64.24374046066964,Calle Principal S/N,Esq. Calle 2
8566,-31.48798873526272,-64.24228109558646,Calle 3 S/N,Entre Calle 2 Y 1
7641,-31.48833382615119,-64.2344435399585,Gaiman,Esq. Guaman
7642,-31.48637934417481,-64.23445393364806,Rio Colorado 6219,Esq. Tunuyan
7646,-31.47968307933718,-64.23411618052334,Cajamarca 2095,Esq. Colorado
8567,-31.47763959813332,-64.22714481248579,Cumbre De Perchel 5651,Esq. El Arañado
8568,-31.47445013933276,-64.22711949393515,Cumbre De Perchel 5300,Esq. Cachi Yaco
8569,-31.47420107428037,-64.22939578511405,Cachi Yaco 1800,Esq. Alto Del Tala
8570,-31.47203528855749,-64.22950454878412,Alto De Tala 5235,Esq. Armada Argentina
7662,-31.44233082536139,-64.19829066825265,Friuli,Entre Dr. Enrique Finocchiett Y Ernesto Romagosa (Fte. Inst. De Investg. Medicas)
8571,-31.42060305929542,-64.18670962074893,Bv. San Juan 60,Entre Independencia Y Obispo Trejo
8572,-31.41845510260087,-64.18960949973052,Gral. Manuel Belgrano 301,Esq. Av. Duarte Quiros
7308,-31.41534335131746,-64.19044813882353,27 De Abril 448,Esq. Marcelo T. De Alvear
8573,-31.41466493070061,-64.19300437582486,27 De Abril 632,Entre Arturo M. Bas Y Corro
7309,-31.41378055375808,-64.19576855878998,27 De Abril 834,Entre Gral. Artigas Y San Jose De Calazanz
8574,-31.41262873964026,-64.19972453486136,27 De Abril 1116,Entre Paso De Los Andes Y Paraguay
7900,-31.41041864890405,-64.19989340023726,Cnel. Agustin Olmedo 076,Entre Dean Funes Y 9 De Julio
7901,-31.40690311674436,-64.2000272600948,Santa Fe 364,Entre Santa Rosa Y La Rioja
7902,-31.40269441824481,-64.19825226585034,Santa Fe 783,Entre 12 De Octubre Y Mariano Benitez
8575,-31.40032962641702,-64.19615730636963,Palestina 60,Entre Bv. Castro Barros Y Martin Garcia (Fte. Plaza Rafael Nuñez)
8576,-31.39935665612327,-64.1941274063098,Palestina 236,Entre Gral. Tomas Guido Y Paso De Uspallata
8577,-31.39893836339511,-64.19168594308573,Faustino Allende 1005,Esq. Rodriguez Peña
8578,-31.39738354450219,-64.18922844788902,Nicolas Avellaneda 1492,Esq. Bedoya
8579,-31.39525511029339,-64.18830961246255,Nicolas Avellaneda 1650,Entre Jeronimo Luis De Cabrera Y Rodriguez De Arellano
8580,-31.39293693838872,-64.18737778162352,Nicolas Avellaneda 1900,Esq. Antonio Del Viso
8156,-31.38049137085941,-64.18456247985243,Gongora 758,Esq. Mariano Fragueiro
8157,-31.38049581667526,-64.18740635756215,Gongora 952,Esq. Nicolas Avellaneda
8158,-31.38051182297748,-64.18976241451364,Gongora 1168,Entre Rodriguez Peña Y Mendoza
8159,-31.38052141252407,-64.19193305147297,Gongora 1322,Esq. Eduardo Marquina
8160,-31.38052336826291,-64.19462145760428,Gongora 1534,Esq. Francisco Suarez
8161,-31.38053643501021,-64.19738604928719,Gongora 1711,Esq. Gomez Pereyra
8581,-31.37951467195029,-64.19884296428242,Av Luis De Vives 2900,Esq. Anacreonte
8067,-31.37942557116912,-64.19710228735889,Anacreonte 1711,Entre Gomez Pereyra Y Arquimedes
8068,-31.37953216065741,-64.19516900459485,Anacreonte 1561,Esq. Francisco Suarez
8069,-31.37953324338303,-64.19248691340596,Anacreonte 1425,Esq. Huarte
8070,-31.38060928282523,-64.191111429154,Gongora 1300,Esq. Superi
8582,-31.38060946822312,-64.18809899944553,Gongora 1000,Esq. Rodriguez Peña
8583,-31.3827602858389,-64.18796695660471,Rodriguez Peña 2807,Esq. Lope De Vega
8584,-31.3840882389589,-64.18674324862418,Quevedo 900,Esq. Nicolas Avellaneda
8585,-31.38414045724834,-64.18396987200074,Quevedo 717,Esq. Mariano Fragueiro
8586,-31.39719553215491,-64.1889997180394,Bedoya 896,Esq. Nicolas Avellaneda
8587,-31.39609396136941,-64.19263333702935,Bedoya 1150,Entre Mendoza Y Cnel. Agustin Olmedo
7972,-31.39580580872833,-64.19424460866234,Federico Brandsen 400,Esq. Colombres
7973,-31.39720286830655,-64.19711090341421,Federico Brandsen 169,Entre Gral. Tomas Guido Y Martin Garcia
7974,-31.39953035938101,-64.19775924952535,Bv. Castro Barros 651,Entre Neuquen Y El Chaco
7975,-31.40217281303028,-64.19813637698749,Av. Santa Fe 883,Entre Dumesnil Y Mariano Benitez
7976,-31.40582992279266,-64.19978602839713,Av. Santa Fe 425,Entre Intendente Mestre Y La Rioja
7977,-31.40923463434768,-64.19837890227001,Av. Colon 1100,Entre Cnel. Agustin Olmedo Y Mendoza
8588,-31.41070003776461,-64.19327747042288,Av Colon 767,Entre Gral. Justo Jose De Urquiza Y Mariano Fragueiro
7044,-31.41153340841786,-64.19057462307005,Av. Colon 545,Entre Av. Figueroa Alcorta Y Jujuy
8589,-31.41591547453322,-64.17798802096881,Salta 135,Entre Av. Emilio Olmos Y 25 De Mayo
7775,-31.41772739704342,-64.17880729704665,Obispo Salguero  015,Entre Rosario De Santa Fe Y San Jeronimo
8590,-31.42439862793723,-64.18165176169491,Obispo Salguero 188,Esq. Corrientes
8591,-31.42696997898586,-64.18270398831065,Obispo Salguero 524,Entre Rondeau Y San Lorenzo
8592,-31.47089370890976,-64.22421158631653,Congreso 5100,Esq. Carmelo Ibarra
7630,-31.47445218425102,-64.22516610586572,Congreso 5378,Esq. Av. De Mayo
7631,-31.47708666675636,-64.22588625028679,Congreso,Esq. Provincias Unidas
7632,-31.47948009972265,-64.22647537306293,Congreso 1288,Esq.  Cajamarca
7633,-31.47959069194737,-64.22939277679447,Cajamarca 1700,Alto Del Tala
7634,-31.47958639732062,-64.23141354623014,Cajamarca 1914,Altos Del Chipion
7635,-31.47873644004302,-64.23324200026474,Isla Verde,Esq. Cayuqueo 
8593,-31.47944668084885,-64.23435099973548,Cayuqueo,Esq Cajamarca
7636,-31.48147453401389,-64.23456311918325,Rio Colorado,Esq  Usuhaia
7640,-31.48839637914863,-64.23458399655783,Rio Colorado 6394,Esq. Gaiman
8594,-31.46793494051668,-64.22097977569406,Rio Negro 815,Esq  Defensa
8595,-31.3726297320383,-64.1823042791458,Gral. Lavalleja 3600,Esq  Unquillo
8596,-31.37148118457478,-64.18183462168304,6 De Agosto,Esq  4 De Julio
8597,-31.37145494281093,-64.17988541129628,6 De Agosto,Esq  Sucre
8598,-31.36888833827263,-64.1796969424302,Jose Antonio De Sucre 3890,Esq  De Constans
8599,-31.36876231172185,-64.18233608535101,De Constans 566,Manzana 12
8600,-31.3536841778581,-64.18397372208915,Horacio Anasagasti 813,Esq  F. Beltrame
8601,-31.3538904087957,-64.18235571779329,Horacio Anasagasti 715,Esq  Coubat
8602,-31.35418080901776,-64.17996905822984,Horacio Anasagasti 400,Esq  Piloto Origoni
8603,-31.35283217709567,-64.17946057523051,Piloto Origoni 5694,Esq   E. Newbery
8604,-31.36882568849664,-64.18131285292763,De Constans 500,Esq  Jujuy
8605,-31.36992553639122,-64.18048823186294,28 De Julio 3809,Esq  Mosconi
8606,-31.37237213809276,-64.18046857547424,28 De Julio 3635,Esq  Unquillo
8607,-31.37241221204831,-64.18225270600098,Unquillo 594,Esq  Lavalleja
7652,-31.47492040055916,-64.22419437117468,Av. De Mayo 1432,Esq. Forestieri
7504,-31.47553233647946,-64.2210439477898,Av. De Mayo 1211,Esq Neiva Regreso
7505,-31.47612893008186,-64.21806616267028,Av. De Mayo 1003,Esq Pilcomayo Regreso
9139,-31.48074892349095,-64.13603691346142,Muñecas 4589,Entre Carlos Forest Y Manuel De Obarrio
8608,-31.48072784745416,-64.13763601394828,Muñecas 4419,Esq. Rafael Ortiguera
8609,-31.4807227185429,-64.14063384363581,Muñecas 4305,Esq. Mariano Larrazabal
8610,-31.48069961847276,-64.1429130350338,Muñecas 4075,Esq. Ruiz Huidobro
8611,-31.48070212211788,-64.14450553531984,Muñecas 4000,Esq. Maria Andonaegui
8612,-31.48066382737683,-64.1474711017,Muñecas 3889,Esq. Av. 11 De Septiebre
8613,-31.47874085200608,-64.14775209414684,11 De Septiembre 5805,Esq. Hermanos Wagnes (Inst. Biblico)
8614,-31.47731418132634,-64.14765682643308,11 De Septiembre 5600,Esq. Av. El Qubracho
8615,-31.47532109088959,-64.14769671264746,11 De Septiembre 5400,Esq. Justino (Emp. Buglione)
8616,-31.47331800929773,-64.14773150707613,11 De Septiembre 5200,Esq. Las Fabricas
8617,-31.47076009473861,-64.14774873509776,11 De Septiembre 5000,Esq. Los Historiadores
8618,-31.46785892989603,-64.14778436629916,11 De Septiembre 4755,Esq. Las Exposiciones (Inta)
8619,-31.46603124799499,-64.14783949058749,11 De Septiembre 4600,De Las Altas Cumbres (Refugio)
8620,-31.46480262297343,-64.14785780552323,11 De Septiembre 4415,Esq. De Las Leyes Agrarias
8621,-31.45799013713967,-64.14794636857236,11 De Septiembre 4000, Pasando Av. Circunvalacion (Fabrica Montich)
8622,-31.45614070059749,-64.14805407606536,11 De Septiembre 3601,Esq. Calle Publica (Motel Sobremonte)
8623,-31.4537553052664,-64.1481083558175,11 De Septiembre 3476,Esq. Juan Jufre
8624,-31.450674938767,-64.14820523671762,11 De Septiembre 3350,Esq. Calle Publica
8625,-31.44845092668176,-64.14824498932451,11 De Septiembre 3100,Esq. Pigue
8626,-31.44552309444594,-64.14827089297894,11 De Septiembre 2897,Trenque Launquen (Fte. Estacion De Servicio)
8627,-31.44397836610196,-64.14833031938038,11 De Septiembre 2813,Esq. Ortubia
8628,-31.44233699584114,-64.14834788885007,11 De Septiembre 2715,Esq. Villegas
8629,-31.44182887673921,-64.15098564854726,Av Pilar 2690,Esq. Pergamino
8630,-31.44259424113258,-64.15198582928177,Tandil 3593,Esq. Av. Pilar
8631,-31.4426334565065,-64.15431214422041,Tandil 3417,Entre Castañares Y Tres Arroyos
8632,-31.44263406314553,-64.1566528828627,Tandil 3113,Esq. Matanza
8124,-31.44180509169164,-64.15906150792702,Moron 2700,Esq. Peguajo
8633,-31.44084329655475,-64.15906389622842,Moron 2600,Esq. Av. Malagueño
8634,-31.43967005872842,-64.16140220136238,Revolución De Mayo 1881,Esq. Castilla
8635,-31.43808224530356,-64.1637410876,Revolución De Mayo 1635,Esq. Ignacio Tolosa
8636,-31.43655866069806,-64.1659224225888,Revolución De Mayo 1543,Esq. Zaragoza
8637,-31.43540205764971,-64.16760646597479,Revolución De Mayo  1421,Esq. Valladolid
7952,-31.43361022158901,-64.16873989146904,Av. Madrid 2200,Esq. La Coruña
7953,-31.4316081102755,-64.16930229636093,Revolucion De Mayo,Esq. Av. Deodoro Roca
8638,-31.42724145898939,-64.17191497142129,Av Gdor. Amadeo Sabattini 459,Fte. Ypf Aca
8639,-31.42577093026497,-64.17347037712247,Av Gdor. Amadeo Sabattini 359,Fte. Colegio Gabriel Taborin
8640,-31.42298530506113,-64.1776902732002,Bv. Arturo Illia 619,Esq. Balcarce
7192,-31.41988255454085,-64.18097669355284,Bv. Chacabuco 261,Entre Corrientes Y Entre Rios
8641,-31.41566232352445,-64.18923802544029,27 De Abril 350,Entre Gral. Manuel Belgrano Y Ayacucho
8642,-31.41117671876994,-64.19707712103556,Rodriguez Peña 70,Esq. 9 De Julio
8643,-31.40886973305566,-64.19898876047687,Av Colon 1186,Esq. Cnel. Agustin Olmedo
8644,-31.40804004957705,-64.20181436785866,Av Colon 1380,Esq. El Chaco
8645,-31.4073200921056,-64.20430283414304,Av Colon 1580,Esq. Neuquen
8646,-31.40630641048076,-64.20789258782217,Av Colon 1782,Esq. Dr. Arturo Orgaz
8647,-31.40569009126806,-64.20988766501368,Av Colon 2060,Esq. Dr. Santiago Remonda
8648,-31.40491253499312,-64.21237549854713,Av Colon 2250,Esq. Cnel. Pedro Zanni (Fte Super Vea)
8649,-31.40201394097179,-64.21125871094502,Cnel. Pedro Zanni 482,Esq. Humberto Primo
8650,-31.39906015001998,-64.21000438364185,Cnel. Pedro Zanni 786,Esq. 12 De Octubre
8651,-31.39595447803046,-64.20951229103947,Octavio Pinto 2100,Esq. Dr. Angel Roffo
8652,-31.3927880236427,-64.21167886317409,Octavio Pinto 2358,Esq. Dr. Manuel Podesta
8653,-31.39059830107772,-64.21386330040066,Octavio Pinto 2514,Esq. Domingo Zipoli
8654,-31.38881025362493,-64.2157237881775,Octavio Pinto 2690,Esq. Claudio Cuenca
8655,-31.38689431157098,-64.21779734552646,Octavio Pinto 2836,Esq. Padre Luis Galeano
8656,-31.38473437971724,-64.22215645103775,Manuel Quintana 1711,Esq. Ilolay
8657,-31.38669179108403,-64.22378210231345,Manuel Quintana 1413,Esq. Mariano Larra
8049,-31.38590974778428,-64.22561784680003,Mariano Larra 3318,Esq. Av. Sagrada Familia
8658,-31.38660929857198,-64.22733920022081,Av Sagrada Familia 1333,Esq. Jose Barros Pazos
8659,-31.38653343089978,-64.22906839431589,Av Ramon Menendez Pidal 3470,Esq. Pastor Arturo Gimenez (Plaza)
8660,-31.38515898297375,-64.23281678739416,Av Ramon Menendez Pidal 3560,Esq. Jose Otero
8661,-31.38445273159426,-64.23407138747481,Av Ramon Menendez Pidal3700,Esq. Jose Garcia Lagos
8662,-31.38259320845322,-64.23731778184171,Av Ramon Menendez Pidal 3854,Esq. Roque Ferreyra
8663,-31.38212170246123,-64.23839042440993,Av Ramon Menendez Pidal 3930,Esq. Nolasco Rodriguez
8664,-31.38188740258536,-64.23975657016827,Av Ramon Menendez Pidal 3978,Esq. Gdor. Victorino Rodriguez
8665,-31.38055395176516,-64.24233353347165,Av Ramon Menendez Pidal 4200,Esq. Donaciano Del Campillo (Plazoleta)
8666,-31.37865330743608,-64.24335244324119,Jose Roque Funes 1298,Esq. Jose Cortajarena
8667,-31.37571127878753,-64.24108512973524,Jose Roque Funes 1470,Esq. Hilarion Plaza
8668,-31.37436333594689,-64.24058286363828,Jose Roque Funes 1570,Esq. Saturnino Navarro
8669,-31.37483588640234,-64.23894167941361,Nicanor Carranza 4230,Esq. Santiago Albarracin
8670,-31.37516074604713,-64.24058713827765,Saturnino Navarro 4298,Esq. Jose Roque Funes
8671,-31.37661214981013,-64.24195484139234,Jose Roque Funes 1461,Esq. Mariano Larra
8672,-31.37831821452774,-64.24331304105384,Jose Roque Funes 1301,Esq. Jose Cortajarena
8673,-31.37989751510568,-64.24372017616109,Av Ramon Menendez Pidal 4253,Esq. Obispo Luque
8674,-31.38115935655307,-64.2415067442117,Av Ramon Menendez Pidal 4117,Esq. Jose Esteban Bustos
8675,-31.38191627282091,-64.24018671511973,Av Ramon Menendez Pidal 4000,Esq. Gdor. Victorino Rodriguez
8676,-31.38230411715844,-64.23818507846018,Av Ramon Menendez Pidal 3905,Esq. Roque Ferreyra
8677,-31.38403458731404,-64.235062281233,Av Ramon Menendez Pidal 3763,Esq. Jose Araujo
8678,-31.38474546198998,-64.23385271108174,Av Ramon Menendez Pidal 3650,Esq. Jose Maturana
8679,-31.38544703443605,-64.2325900008479,Av Ramon Menendez Pidal 3550,Esq. Saturnino Segurola (Plaza)
8680,-31.38624632813359,-64.22902438525163,Pastor Arturo Gimenez 1250,Entre Av. Ramon Menendez Pidal Y Jose Barros Pazos (Plaza)
8681,-31.38664218865335,-64.22776412043702,Jose Barros Pasos 3400,Esq. Av. Sagrada Familia
8050,-31.3850898181536,-64.22527726300362,Av. Sagrada Familia 1476,Esq. Mariano Larra
8051,-31.38323268226802,-64.22369449362884,Av. Sagrada Familia 1736,Esq. Octavio Pinto
8176,-31.3835724018999,-64.2222483268504,Octavio Lopez 3200,Esq. Javier Lopez
8683,-31.3847503183476,-64.22058938489369,Octavio Pinto 2973,Esq. Democracia
8684,-31.38683435437862,-64.21821298099482,Octavio Pinto 2753,Esq. Padre Luis Galeano
8685,-31.38880075316564,-64.21605488424663,Octavio Pinto 2753,Esq. Claudio Cuenca
8686,-31.39129624232048,-64.21335817330193,Octavio Pinto 2501,Esq. Intendente Mestre (Casona)
8687,-31.3934354954842,-64.21284449915262,Mons. Miguel De Andrea 1201,Esq. Dr. Eliseo Canton
8688,-31.39540253877928,-64.21369729777071,Mons. Miguel De Andrea 1051,Esq. Pedro Arata
8689,-31.39733561633839,-64.21454487160761,Mons. Miguel De Andrea 829,Esq. 12 De Octubre
8690,-31.40219765459552,-64.2166188293865,Mons. Miguel De Andrea 347,Esq. Santa Rosa
8691,-31.40424781323345,-64.21507054555109,Av Colon 2505,Esq. Armengol Tecera
8692,-31.4049540930765,-64.21282071984946,Av Colon 2317,Esq. Cnel. Pedro Zanni
8693,-31.40568370522699,-64.21052291099598,Av Colon 2033,Entre Dr. Silvestre Remonda Y Dr. Francisco Muñiz
8694,-31.40701730768887,-64.20608451149775,Av Colon 1711,Esq. Verna
8695,-31.40809677513416,-64.2022923211648,Av Colon 1471,Esq. El Chaco
8696,-31.40907946057513,-64.19877316797528,Av Colon 1141,Entre Cnel. Agustin Olmedo Y Mendoza
8697,-31.40962809027545,-64.19697354757847,Av Colon 1000,Esq. Rodriguez Peña
8698,-31.41236192825372,-64.18768090289201,Av Colon 353,Entre Jose Antonio Sucre Y Tucuman (Cinerama)
8699,-31.41508052395491,-64.17855391733316,Av Emilio Olmos 338,Entre Av. Maipu Y Salta
8700,-31.42092574232395,-64.180213328373,Obispo Salguero 290,Esq. Corrientes
7299,-31.42306169984555,-64.17812119321243,Bv. Arturo Illia 564,Esq. Balcarce
7300,-31.42586773844161,-64.17376297811644,Av. Gdor. Amadeo Sabattini 300,Fte. Colegio Gabriel Taborin
7301,-31.42804717887625,-64.17157902850175,Av. Gdor. Amadeo Sabattini 500,Fte. Ypf Aca
7925,-31.43314408044609,-64.16978341651574,Revolucion De Mayo 1200,Esq. La Coruña
8701,-31.43460732509546,-64.16899381963002,Revolucion De Mayo 1282,Esq. Los Ranqueles
8702,-31.43554265276378,-64.16769334370346,Revolucion De Mayo 1410,Esq. Monserrat
8703,-31.43719645159564,-64.16525906014657,Revolucion De Mayo 1510,Entre Mancha Y Pje. Aragon
8704,-31.43834297542441,-64.16354846584412,Revolucion De Mayo 1644,Entre Malaga Y Extremadura
8705,-31.43928913858434,-64.16220278752897,Revolucion De Mayo 1750,Esq. Castilla
8706,-31.44013244657559,-64.1611089022902,Revolucion De Mayo 1874,Entre Pje. Oliva Y Av. Malagueño
8106,-31.44124270581167,-64.16067701621868,Huaschas 2658,Esq. Pehuajo
8107,-31.44350620587786,-64.16067872452737,Huaschas 2780,Esq. Baradero
8707,-31.44396272960587,-64.1585845673148,Tapalque 2936,Esq. Mutiloa Y Andueza
8708,-31.4440131207673,-64.15702358077492,Tapalque 3100,Esq. Matanza
8709,-31.44395574121665,-64.1550640879791,Tapalque 3294,Esq. Tres Arroyos
8710,-31.44393189692378,-64.15337616448535,Tapalque 3438,Esq. Lujan
8711,-31.44396107202114,-64.15198742779411,Tapalque 3550,Esq. Av. Pilar
8712,-31.44175884806762,-64.15075950004339,Av Pilar 2615,Esq. Av. Malagueño
8713,-31.44200771910339,-64.14873300637015,Av Malagueño 3722,Esq. Alejandro Danel
8714,-31.4438063349838,-64.14856125028724,11 De Septiembre 2790,Esq. Apache
8715,-31.44532173914958,-64.14850535063711,11 De Septiembre 2894,Esq. Trenque Lauquen
8716,-31.44811594585063,-64.1484122745942,11 De Septiembre 3100,Esq. Pigue Regreso
8717,-31.45025131053972,-64.1483705949863,11 De Septiembre 3390,Esq. Calle Publica (Fte Manzana 15)
8718,-31.45349031461322,-64.14827992761091,11 De Septiembre 3480,Esq. Juan Jufre
8719,-31.45603215155704,-64.1482391947587,11 De Septiembre 3596,Esq. Calle Publica (Fte. Motel Sobremonte)
8720,-31.45784630502157,-64.148167460209,11 De Septiembre 4000,Esq. Celso Barros (Fte Fab. Montich) Regreso
8721,-31.46266133552577,-64.14796818516773,11 De Septiembre 4310,Esq. De Las Colonias Rurales (Fte. Tomaselli)
8722,-31.4646137210855,-64.1480265635876,11 De Septiembre 4450,Esq. De Las Leyes Agrarias
8723,-31.46703393384351,-64.14798599557571,11 De Septiembre 4630,De Las Exposiciones
8724,-31.46829276990636,-64.1479598542901,11 De Septiembre 4756,Esq. Los Historiadores
8725,-31.47053530832567,-64.14790242079779,11 De Septiembre 5000,Esq. Las Fabricas Regreso
8726,-31.47334982022237,-64.14790106313224,11 De Septiembre 5150,Fte. Country
8727,-31.47536853763186,-64.1478785392518,11 De Septiembre 5400,Esq. Justino (Fte Fab. Buglione) Regreso
8728,-31.47704097386596,-64.14787469287839,11 De Septiembre 5600,Esq. Av. El Quebracho Regreso
8729,-31.47896747206335,-64.1478531562389,11 De Septiembre 5800,Esq. Hermanos Wagnes (Fte Inst Biblico)
8730,-31.48086855663001,-64.1472856381164,Muñecas 4000,Esq. Maria Andonaegui
8731,-31.4808708713028,-64.14481005067755,Muñecas (Plaza Fte Policia),Entre Ruiz Huidobro Y Benjamin Victorica
8732,-31.48089243493165,-64.14247221568507,Muñecas 4298,Esq. Mariano Larrazabal
8733,-31.48093941644049,-64.13785935568609,Muñecas 4470,Esq. Rafael Ortiguera
8734,-31.48093630187491,-64.13575634450011,Muñecas 4584,Entre Manuel De Obarrio Y Carlos Forest (Fin Recorrido)
8735,-31.46989958540135,-64.1168284389874,Precinto Policial B° Amp Ferrreyra,"Mza ""5"" Calle ""13"""
8736,-31.46918224352657,-64.11515218281546,Publica Esq Publica,4 Cuadras Desde Precinto
8737,-31.46815264769014,-64.1151671132247,Cipriano Perello Esq Publica,Arco Entrada Barrio Amp Ferreyra
8738,-31.46715905071537,-64.11389128511136,Cipriano Perello 5113,Esq Diez De Medina
8739,-31.46585859563198,-64.11214251658936,Cipriano Perello 4900,Esq  Donovan
8740,-31.4646531806934,-64.11059317677406,Cipriano Perello 4700,Esq  G. Sequeira (Ipem)
8741,-31.46275072735579,-64.11097077651549,Agustin Gamarra 5715,Esq  Jose Peña
8742,-31.46139090860532,-64.11233752633161,Agustin Gamarra 5600,Esq  Mota Botello
8743,-31.46036096319751,-64.11596849123619,Gral. Manuel Savio 1000,Frente Materfer
8744,-31.46026733491544,-64.12169923124908,Gral. Manuel Savio 1300,  Fabrica Iear
8745,-31.46026572270677,-64.12421846401138,Gral. Manuel Savio 1500,Entrada Fiat
8746,-31.46023272784888,-64.12718608332264,Gral. Manuel Savio 5000,Fabrica Tiberna
8747,-31.4601919184707,-64.12968506565753,Gral. Manuel Savio 5200,Esq  Bustos
8748,-31.45992388212772,-64.1323485483157,Alvarado 3700,Pasando Gral Savio
8749,-31.45860810647345,-64.13225824286778,Alvarado 3845,Pasando Arregui
8750,-31.45628824746184,-64.13224141699973,Alvarado 3685,Esq  Diego Pacheco
8751,-31.45339200209141,-64.13219224531586,Alvarado 3517,Esq   J. Jofre
8752,-31.45165527111773,-64.13313653002139,Chirinos De Posadas 3411,Antes Colectora De Circunvalacion
8753,-31.4502046987481,-64.1357245807968,Chirinos De Posadas 4800,Esq  Lima Y Melo
8754,-31.44902812044969,-64.13780139761812,Chirinos De Posadas 4703,Esq  Pje Obando
8755,-31.44809786154932,-64.13942147957383,Chirinos De Posadas 4500,Esq M. De Maguna (1/2 Cuadra Antes)
8756,-31.44652780311013,-64.14219600677247,Chirinos De Posadas 4333,Esq  Home Pessoa (1/2 Cuadra Antes)
8757,-31.4452326150906,-64.14448959892506,Chirinos De Posadas 4145,Esq  S. De Molina (1/2 Cuadra Antes)
8758,-31.44382432452552,-64.14814333902883,Ortubia 3700,Esq  11 De Septiembre
8759,-31.42226720428237,-64.18032639050227,Bv San Juan,Esq  Obispo Salguero
8760,-31.38444722222222,-64.22821595457205,Mariano Larra 3570,Esq. Sastre
8761,-31.38361470345329,-64.22972777155515,Mariano Larra 3700,Esq  A. Orma
8762,-31.38246041716501,-64.23185005099828,Mariano Larra 3780,Esq  Cornejo
8763,-31.38147303962247,-64.23359365681752,Mariano Larra 3892,Esq  Arruabarrena
8764,-31.38005313901133,-64.23609341134099,Mariano Larra 4100,Esq  R. Ferreyra 
8765,-31.37839708885635,-64.23893176459471,Mariano Larra 4268,Esq  J. Bustos
8766,-31.37673429452721,-64.24180124762867,Mariano Larra 4268,Esq. Hilarion Plaza
8767,-31.37314695065683,-64.2385156636864,Roque Funes 1494,Esq  T. Malbran
8768,-31.37195337067103,-64.2375597875684,Roque Funes,Esq  F. Fader
8769,-31.37147698562952,-64.23626235477714,Jose Gigena 1892,Esq  Luis De Tejeda
8770,-31.3702423181829,-64.23436925614003,Jose Gigena 2000,Esq  Gavier
8771,-31.36872272966196,-64.23529660694884,Luis De Tejeda 4370,Esq  Reynafe
8772,-31.36688554169409,-64.23659262306886,Luis De Tejeda 4474,Esq  Wast
8773,-31.36424780075816,-64.23836971792471,Luis De Tejeda 4632,Esq  Nuñez
8774,-31.36210794406289,-64.23807006870838,Av Hugo Wast 4690,Esq  Barranca Yaco
8775,-31.35970983628426,-64.23869913532786,Av Rafael Nuñez 4832,Pasando Mujer Urbana
8776,-31.3572565186879,-64.24199805287658,Av Recta Martinoli 5150,Esq  Torricelli
8777,-31.35550761585466,-64.24494295267017,Av Recta Martinoli 5326,Esq  Papin
8778,-31.35285525229192,-64.24802796332486,Av Recta Martinoli 5610,Esq  Taravella
8779,-31.35054901365286,-64.25072089476164,Av Recta Martinoli 5962, Esq Nepper
8780,-31.34921333136283,-64.25286831836534,Av Recta Martinoli,Esq  Ferreyra (Colegio Lasalle)
8781,-31.34811736504634,-64.25765772697304,Av Recta Martinoli 6700,Esq  Spano
8782,-31.34796782089011,-64.25976619730251,Av Recta Martinoli 6873,Esq  Braun
8783,-31.3478553514116,-64.26176327744045,Av Recta Martinoli 7092,Esq  H. Martinez
8784,-31.34773846757241,-64.26395329194229,Av Recta Martinoli 7256,Esq  T. Garzon
8785,-31.34750249167637,-64.26715215672957,Av Recta Martinoli 7670,Esq  Sabin
8786,-31.34728418655406,-64.27046313900493,Av Recta Martinoli 7894,Esq. Ana Aslan
8787,-31.34616663921382,-64.27336746279643,Pablo Buitrago 6300,Esq. Poincare
8788,-31.34381236912294,-64.27334161978828,Pablo Buitrago 6500,Esq. Divino Niño
8789,-31.34213188250455,-64.27332710550701,Pablo Buitrago 6650,Esq. Sandoval
8790,-31.34119838037648,-64.27337044855128,Pablo Buitrago 6952,Esq. De Santillan
8791,-31.33839512030571,-64.27337134796055,Pablo Buitrago 7160,Esq. Jose Allio
8792,-31.33674332605013,-64.27335288424041,Pablo Buitrago 7340,Esq. Runiñahui
8793,-31.33509165333844,-64.27419687018799,Ricardo Rojas 8150,Esq. Viracocha
8794,-31.33633178037391,-64.27748841743431,Ricardo Rojas 8292,Esq. Yahuar Huacac
8795,-31.33677742802528,-64.2795417289098,Ricardo Rojas 8350,Esq. Pachacutec
8796,-31.33700515206189,-64.28167491273761,Ricardo Rojas 8500,Esq. Tahuantinsuyo
8797,-31.33726637813173,-64.28426192529844,Ricardo Rojas 8626,Fte. Paseo Rivera
8798,-31.33633592361766,-64.28864951745678,Ricardo Rojas,Entre Av. Ricardo Rojas Y Reyna Y Vazquez
8799,-31.33626484863117,-64.2902323939474,Manuel De Falla 7378,Esq. Vintter
8800,-31.33856578674894,-64.29039744929219,Manuel De Falla 7128,Ingreso Villa Warcalde
8801,-31.34015957322594,-64.29035002440287,Manuel De Falla 6886,Esq. Doering
8802,-31.3430170476023,-64.28901456566344,Av Recta Martinoli 8908,Esq. Pedro Nolasco
