"stop_id","stop_calle","stop_esquina","stop_lon","stop_lat","coord"
7096,"CALDERON DE LA BARCA 258","ENTRE GRAL. PAZ Y TUCUMAN",-64.1771991595,-31.3849334202,"-64.17785020696721,-31.38519755048757,0"
7097,"TUCUMAN 2405","ESQ. FRAY LEON TORRES",-64.1783118833,-31.3873433774,"-64.17842185242903,-31.3874755233388,0"
7098,"TUCUMAN 2255","ENTRE CASTELAR Y CERVANTES",-64.1781756119,-31.3896836148,"-64.17836449014814,-31.38932440283472,0"
7099,"TUCUMAN 2100","ESQ. DR. MANUEL LUCERO",-64.1780921794,-31.3912171749,"-64.17835783011509,-31.39141181068305,0"
7100,"TUCUMAN 2045","ESQ. ISABEL LA CATOLICA",-64.1780237023,-31.3935721127,"-64.17838888401958,-31.39359612525894,0"
7101,"JOSE BAIGORRI 133","ESQ. RIVERA INDARTE",-64.1771380831,-31.3944847251,"-64.17703013255741,-31.39480871387562,0"
7102,"GIANELLI 600","ESQ. REPUBLICA DE LIBANO",-64.1747075491,-31.3954612286,"-64.17455161744614,-31.39555590647074,0"
7103,"GIANELLI 758 ","ESQ. GINO GALEOTTI",-64.172692187,-31.3960901672,"-64.17226782305225,-31.39626066521737,0"
7104,"GINO GALEOTTI 213","ESQ. MAGARIÑOS CERVANTES",-64.1732211172,-31.3982659014,"-64.17288494041284,-31.39828925103345,0"
7105,"BV. EDUARDO BULNES 1081","ENTRE GALEOOTTI Y FELIX FRIAS",-64.1738879286,-31.3993646377,"-64.17424836186265,-31.39978122974824,0"
7106,"FELIX FRIAS 1525","ESQ. SUIPACHA",-64.1739904821,-31.4006708048,"-64.17470225989,-31.40093804751398,0"
7107,"COCHABAMBA 917","ESQ. FRAY MAMERTO ESQUIU",-64.1747152767,-31.4033495633,"-64.1747204094881,-31.40354744277173,0"
7108,"FAUSTINO ALLENDE 62","ESQ. TILLARD",-64.1769839229,-31.4030510243,"-64.17732228064318,-31.40332721152029,0"
7109,"FAUSTINO ALLENDE 166","ESQ. PJE. FRANCISCO RAMIREZ",-64.17970721,-31.4026317266,"-64.18016390174874,-31.40245867868176,0"
7110,"FAUSTINO ALLENDE  282","ESQ. ROQUE SAENZ PEÑA",-64.1817719839,-31.4020184392,"-64.1825198070331,-31.4017152426413,0"
7111,"AV. ROQUE SAENZ PEÑA 1211","ESQ. JUAN B. BUSTOS",-64.1826538878,-31.4026452226,"-64.18313322510076,-31.4025940711219,0"
7112,"AV. ROQUE SAENZ PEÑA 851","PARQUE LAS HERAS",-64.1827122975,-31.4048041347,"-64.18284344667022,-31.40513761471929,0"
7113,"AV. GRAL. PAZ 700","ESQ. TABLADA",-64.1837729491,-31.4081482154,"-64.18379860889725,-31.4080775275839,0"
7114,"AV. GRAL. PAZ 250","CORREO CENTRAL",-64.1854092517,-31.4124440472,"-64.18560533444526,-31.41238088623073,0"
7115,"AV. VELEZ SARSFIELD 172","ENTRE CASEROS Y DUARTE QUIROS",-64.187428302,-31.4168381483,"-64.1875055515994,-31.41702465727626,0"
7116,"AV. DUARTE QUIROS 232","ENTRE AV. VELEZ SARSFIELD Y BELGRANO",-64.1889378292,-31.4180621225,"-64.1886122101004,-31.4185510697752,0"
7117,"AV. DUARTE QUIROS 670","ESQ. CORRO",-64.1935915831,-31.4170400347,"-64.19442114101815,-31.4168596858721,0"
7118,"AV. DUARTE QUIROS 950","ENTRE SAN JOSE DE CALAZANS Y M. MORENO",-64.1978110136,-31.4153883581,"-64.19840054450251,-31.41555481572232,0"
7119,"AV. DUARTE QUIROS 1182","ESQ. PARAGUAY",-64.2004848341,-31.4144773008,"-64.20112964597863,-31.41458150331322,0"
7120,"AV. DUARTE QUIROS 1400","FTE. NUEVOCENTRO SHOPPING",-64.2042906128,-31.4130807458,"-64.20475941005203,-31.4130048104083,0"
7121,"AV. DUARTE QUIROS 1684","ESQ. JOSE MIGUEL URRUTIA",-64.2073462992,-31.4121441572,"-64.20801873282926,-31.41195459660629,0"
7122,"AV. DUARTE QUIROS 1984","ESQ. OCAÑA (CLINICA COLOMBO)",-64.2105535687,-31.411110542,"-64.21111609218636,-31.41098336295691,0"
7123,"AV. DUARTE QUIROS 2200","ESQ. HIPOLITO VIEYTES",-64.2135264818,-31.4100675563,"-64.21337829077282,-31.41026383532888,0"
7124,"AV. DUARTE QUIROS 2434","ENTRE OLEGARIO CORREA Y JUAN ECHEVERRIA",-64.2161563377,-31.4093666372,"-64.21654983651631,-31.40922223016782,0"
7125,"AV. DUARTE QUIROS 2650","ENTRE PADRE LOZANO Y ALMIRANTE GUILLERMO BROWN",-64.2188502139,-31.4082737582,"-64.21886373397878,-31.40848674798946,0"
7126,"AV. DUARTE QUIROS 2822","ESQ. LEON PINELO",-64.2213530536,-31.407498762,"-64.2212691924459,-31.40771487505489,0"
7127,"AV. DUARTE QUIROS 3056","ENTRE VELEZ Y MAESTRO VIDAL",-64.2232309508,-31.4068974075,"-64.2232845810982,-31.40709311238214,0"
7128,"AV. DUARTE QUIROS 3290","ESQ. CJAL. PEÑALOZA",-64.2256752356,-31.4062560433,"-64.22587594624996,-31.40628902233902,0"
7129,"JUANA AZURDUY 344","ENTRE GUILLERMO REYNA Y LUIS DE AZPEITIA",-64.2274578036,-31.4073247219,"-64.22757438140863,-31.40752099236038,0"
7130,"LUIS DE AZPEITIA 3576","ESQ. FELIX PAZ",-64.2293031882,-31.4079814281,"-64.22947259128939,-31.40785459924711,0"
7131,"AV. DON BOSCO 3800","FTE. PLAZA",-64.231695601,-31.4079351826,"-64.23217500746397,-31.40772562730894,0"
7132,"AV. DON BOSCO 3900","PASANDO DIEGO CALA",-64.2338944231,-31.4075648869,"-64.23362713236379,-31.40782483065689,0"
7133,"AV. DON BOSCO 4000","FTE. ESCUELA DE OFICIALES",-64.2356931311,-31.4075257456,"-64.23569484038679,-31.40772272547174,0"
7134,"AV. DON BOSCO 4166","ESQ. JOSE CORTEZ Y FERNANDEZ",-64.2379374146,-31.4072293715,"-64.23827579840931,-31.40712396427932,0"
7135,"AV. DON BOSCO 4314","ESQ. JUAN GARCIA MARTINEZ",-64.2404933843,-31.406509308,"-64.240529946881,-31.40656443816501,0"
7136,"AV. DON BOSCO 4456","PLAZA B° LAS PALMAS",-64.2421703042,-31.4058906961,"-64.24223272087922,-31.40610682568438,0"
7137,"AV. DON BOSCO 4638","FTE. EMPRESA CONIFERAL",-64.244437848,-31.4052369276,"-64.24415279443632,-31.40532611227433,0"
7138,"AV. DON BOSCO 4826","ESQ. SAUCE GRANDE",-64.2457237675,-31.4044592221,"-64.24559351771906,-31.40469123225578,0"
7139,"AV. DON BOSCO 4996","ESQ. JUAN ANTONIO BARCENA",-64.2487608778,-31.4028828189,"-64.24896195837381,-31.40306323871533,0"
7140,"AV. DON BOSCO 5122","FTE. COLEGIO SAN BUENAVENTURA",-64.250517712,-31.4016752872,"-64.25120773279586,-31.40198629563425,0"
7141,"AV. DON BOSCO 5282","ESQ. POTRERILLOS",-64.253229911,-31.4008568715,"-64.25346803676185,-31.40090833333333,0"
7142,"AV. DON BOSCO 5454","ESQ. REQUINOA",-64.2557468593,-31.3994481946,"-64.25604020944914,-31.39966619242653,0"
7143,"AV. DON BOSCO 5784","ESQ. PASCO",-64.258976969,-31.3978870737,"-64.2592718161973,-31.39814456798075,0"
7144,"AV. DON BOSCO 6112","ESQ. FRANCISCO DE PAULA RIVERO",-64.2615433947,-31.3968062827,"-64.26155464901493,-31.39709473437541,0"
7145,"AV. DON BOSCO 6280","ESQ. CALANDRIA",-64.2631481756,-31.3959738116,"-64.26342328993644,-31.39617356311394,0"
7146,"AV. COLON 6500","ENTRE RAMON J. CARCANO Y MAHATMA GANDHI (TROPEZON)",-64.2665424667,-31.3949528804,"-64.26708726857893,-31.39456607607606,0"
7147,"JUANA MANSO 6543","ESQ. JULIA FUNES DE BONNET",-64.2679967876,-31.4007529089,"-64.26794864822413,-31.40072242351131,0"
7148,"JUANA MANSO 6339","ESQ. FRANCISCO DE BENGOLEA",-64.2660385757,-31.401137542,"-64.26603857573292,-31.40113754197284,0"
7149,"LUZ VIEYRA MENDEZ 300","ESQ. DOCENTES ARGENTINOS",-64.2650470376,-31.4015943222,"-64.26481696785291,-31.40205858380675,0"
7150,"LUZ VIEYRA MENDEZ 191","ESQ. PUBLICA B",-64.2648310603,-31.4039151155,"-64.26495054073857,-31.40415661005012,0"
7151,"LUZ VIEYRA MENDEZ 700","ESQ. JOSE CORTEZ FUNES",-64.2643505511,-31.4067279454,"-64.26497267773935,-31.40676976193301,0"
7152,"ALTO ALEGRE 664","ENTRE JOSE CORTEZ FUNES Y JUAN ANTONIO FERNANDEZ",-64.2639096055,-31.4073626109,"-64.26393442327266,-31.40791488289881,0"
7153,"ALTO ALEGRE 750","ENTRE FORMOSA Y CLETO AGUIRRE",-64.2639192971,-31.4089710272,"-64.26393376303818,-31.40909338152522,0"
7154,"CLETO AGUIRRE 6276","ESQ. ASIA",-64.2654493934,-31.4091608813,"-64.26599827629867,-31.40921496728442,0"
7155,"CLETO AGUIRRE 6548","ENTRE RIO YUSPE Y DR. JOSE CEBALLOS",-64.2678248647,-31.4091679414,"-64.2687133707509,-31.40925439309591,0"
7156,"DR. JOSE CEBALLOS 659","ESQ. JOSE CORTEZ FUNES",-64.2683141837,-31.4069262105,"-64.2689714034001,-31.40714446129599,0"
7157,"CALLE PUBLICA 3 N° 6453","ESQ. LOS TARTAGOS.",-64.2676694948,-31.4040041285,"-64.26775847245335,-31.40393123182675,0"
7158,"AV. JUAN B. JUSTO 9500","ESQ. DEL KULTRUM",-64.1758966594,-31.3086000035,"-64.17572556602983,-31.3085719119873,0"
7159,"AV. JUAN B. JUSTO 9300","ESQ. EL GUARDAMONTE (PLAZA GUIÑAZU)",-64.1759574117,-31.312362135,"-64.17621929159658,-31.3124382760552,0"
7160,"AV. JUAN B. JUSTO 8863","ESQ. EL CHARANGO",-64.1758340169,-31.3155497041,"-64.17596160007649,-31.31589006775073,0"
7161,"AV. JUAN B. JUSTO 8645","ENTRE DE LA OCARIÑA Y RAUL FELIPE LUCINI",-64.1755944791,-31.3200938254,"-64.17588395674808,-31.32043908638818,0"
7162,"AV. JUAN B. JUSTO 8500","ESQ. AGUSTIN PAOLUCCI (FTE. ESCUELA)",-64.1757014171,-31.3242571675,"-64.17589203363458,-31.32455973959322,0"
7163,"AV. JUAN B. JUSTO 8003","FTE. INGRESO VILLA GRANDE",-64.1755397884,-31.329386879,"-64.17587307760461,-31.32972216129084,0"
7164,"AV. JUAN B. JUSTO 7800",,-64.1753563531,-31.3319282093,"-64.17582871216131,-31.33226876613735,0"
7165,"AV. JUAN B. JUSTO 7209","ESQ. ANA RIGLOS DE YRIGOYEN",-64.175387387,-31.334674553,"-64.17579549448334,-31.33507461048525,0"
7166,"AV. JUAN B. JUSTO 6579","ESQ. BALDOVIN",-64.1759618547,-31.3370314882,"-64.1762216113606,-31.33703707186065,0"
7167,"AV. JUAN B. JUSTO 6595","ESQ. EL CHINGOLO",-64.1758269845,-31.3381232809,"-64.17620348901932,-31.33841377636852,0"
7168,"AV. JUAN B. JUSTO 6500","FTE. CORDOBA RUGBY",-64.1759287948,-31.3423651417,"-64.17623248763175,-31.34228313592195,0"
7169,"AV. JUAN B. JUSTO 6000","FTE. LICEO MILITAR",-64.1760937056,-31.3471515743,"-64.17620857497688,-31.34707872640386,0"
7170,"AV. JUAN B. JUSTO 5671","ESQ. ALBERTO MASCIAS",-64.1760601523,-31.3496592833,"-64.17625705764631,-31.34993122256039,0"
7171,"ANCHORENA 5400","ESQ. HORACIO ANASAGASTI",-64.17604926,-31.3538618874,"-64.17638565330749,-31.35413541356486,0"
7172,"AV. HIPOLITO YRIGOYEN 56","ESQ. MONTEVIDEO",-64.1883635953,-31.4206507864,"-64.18850763417329,-31.42101518143972,0"
7173,"AV. HIPOLITO YRIGOYEN 386","ESQ. BUENOS AIRES",-64.1865014604,-31.4245746726,"-64.18660745531125,-31.42505496311865,0"
7174,"AV. HIPOLITO YRIGOYEN 552","ESQ. LARRAÑAGA",-64.1852872112,-31.4268274493,"-64.18545794565047,-31.42748048393525,0"
7175,"AV. HIPOLITO YRIGOYEN 660","FTE. PLAZA ESPAÑA",-64.1841052859,-31.4293347745,"-64.18457400023969,-31.42969032140191,0"
7176,"AV. HIPOLITO YRIGOYEN 800","FTE. PARQUE DE LAS TEJAS",-64.1838891516,-31.4314183287,"-64.18425962197378,-31.43180107578174,0"
7177,"AV. CIUDAD DE VALPARAISO S/N","FTE. FACULTAD DE CIENCIAS ECONOMICAS",-64.185219528,-31.434851694,"-64.18541581385,-31.43543092614063,0"
7178,"HAYA DE LA TORRE S/N","FTE. ESCUELA DE ENFERMERIA (CIUDAD UNIVERSITARIA)",-64.1867192617,-31.4382915837,"-64.18699298510218,-31.43884615424381,0"
7179,"HAYA DE LA TORRE S/N","ESQ. ENRIQUE BARROS",-64.1889257138,-31.4383032784,"-64.18838539292112,-31.4385038873034,0"
7180,"HAYA DE LA TORRE S/N","ESQ. MEDINA ALLENDE",-64.1909405839,-31.4376661326,"-64.19190002978327,-31.43739285052938,0"
7181,"MAESTRO MARCELO LOPEZ S/N","FTE. INST. HELEN KELLER",-64.1923274907,-31.4397765585,"-64.1926918193456,-31.43984760477514,0"
7182,"MAESTRO MARCELO LOPEZ S/N","FTE. MINISTERIO DE DESARROLLO SOCIAL",-64.1930413225,-31.4415890651,"-64.1938509612348,-31.44208497620286,0"
7183,"MAESTRO MARCELO LOPEZ S/N","FTE. UTN",-64.1932271495,-31.4421313536,"-64.19367991851725,-31.44213392059296,0"
7184,"MAESTRO MARCELO LOPEZ S/N","FTE. ESCUAL DE NIÑOS CANTORES",-64.1924483432,-31.4399856617,"-64.19264812877702,-31.44005195362406,0"
7185,"MEDINA ALLENDE S/N","ESQ HAYA DE LA TORRE (FTE. BAR)",-64.1920256574,-31.4376301912,"-64.19229379537634,-31.43774388103347,0"
7186,"ENRIQUE BARROS S/N","ESQ. BORDILLO (FTE. ESCUELA SALUD PUBLICA)",-64.1888656829,-31.4376359359,"-64.18853151648963,-31.43796339713182,0"
7187,"ENRIQUE BARROS S/N","FRENTE FACULTAD DE FONOAUDIOLOGIA",-64.1880680391,-31.4368040892,"-64.18798099651202,-31.43636376994115,0"
7188,"AV. LOS NOGALES S/N","ENTRE ENRIQUE BARROS Y CIUDAD DE VALPARAISO",-64.1857059011,-31.4335500995,"-64.18580286774102,-31.43368682650847,0"
7189,"AV. CIUDAD DE VALPARAISO S/N","PLAZA ESPAÑA (FTE. PARQUE DEL BICENTENARIO) ESQ C. THAYS",-64.1838628836,-31.4294008216,"-64.1840179037562,-31.42963054613962,0"
7190,"BV. CHACABUCO 745","ESQ. OBISPO ORO",-64.1837152648,-31.4258136346,"-64.18351477474111,-31.42597242561032,0"
7191,"BV. CHACABUCO 451","ESQ. BV. ARTURO ILLIA",-64.1824841079,-31.4224456963,"-64.18206350849128,-31.422463773634,0"
7192,"BV. CHACABUCO 261 ","ENTRE CORRIENTES Y ENTRE RIOS",-64.181472284,-31.4200007551,"-64.18099829556499,-31.41998972072871,0"
7193,"BV. CHACABUCO 53","ENTRE SAN JERONIMO Y ROSARIO DE STA. FE",-64.1802609497,-31.4175205642,"-64.1801374268816,-31.41788725523638,0"
7194,"AV. JUAN B. JUSTO 5400","ESQ. ALFONSINA STORNI",-64.1750229065,-31.3540952766,"-64.17569636914631,-31.35390063928361,0"
7195,"AV. JUAN B. JUSTO 5650","ENTRE CONSTANCIO VIGIL Y EUGENIO MARIA HOSTOS",-64.1751924084,-31.350986238,"-64.1760306949278,-31.350772944975,0"
7196,"AV. JUAN B. JUSTO 6000","FTE. LICEO MILITAR",-64.1752092286,-31.3474641335,"-64.17599980386042,-31.34753190765954,0"
7197,"AV. JUAN B. JUSTO 6350","FTE. CORDOBA RUGBY",-64.1752840483,-31.3443278659,"-64.17605252841514,-31.34444709428545,0"
7198,"AV. JUAN B. JUSTO 6598","ESQ. EL CHINGOLO",-64.1753905022,-31.3418823464,"-64.17598684424222,-31.34171066686499,0"
7199,"AV. JUAN B. JUSTO 6819","ENTRE CALLE 3 Y CALLE 1 (FTE. SECCIONAL DE POLICIA)",-64.1753767109,-31.3367791776,"-64.17594202166993,-31.33673639726679,0"
7200,"AV. JUAN B. JUSTO 7260","ESQ. ANA RIGLOS DE YRIGOYEN",-64.1750778212,-31.3342272998,"-64.17559521623711,-31.3346151513971,0"
7201,"AV. JUAN B. JUSTO 7700","ESQ. BERNARDINO LOPEZ (FTE. ESCUELA)",-64.1747100905,-31.3296862165,"-64.17561375073397,-31.3302387078777,0"
7202,"AV. JUAN B. JUSTO 8000","FTE. INGRESO VILLA GRANDE",-64.1747668817,-31.3260125339,"-64.17564441112158,-31.32675363363941,0"
7203,"AV. JUAN B. JUSTO 8250","FTE. COLEGIO",-64.1746312929,-31.3243772831,"-64.17563234678146,-31.32384975759942,0"
7204,"AV. JUAN B. JUSTO 8500","ESQ. BORDI",-64.1749170547,-31.3208443468,"-64.17571436547971,-31.32105984869653,0"
7205,"AV. JUAN B. JUSTO 8864","ESQ. DEL CHARANGO",-64.1748745816,-31.3166950934,"-64.17576568911584,-31.31635162579694,0"
7206,"AV. JUAN B. JUSTO 9262","FTE. ESCUELA UNESCO",-64.1748256366,-31.3129248974,"-64.17576290295148,-31.31348933727821,0"
7207,"AV. JUAN B. JUSTO 9690","ESQ. EL GUARDAMONTE (PLAZA GUIÑAZU)",-64.175001208,-31.3106946242,"-64.17601295718731,-31.31142258176733,0"
7208,"AV. JUAN B. JUSTO 9922","ESQ. EL PEGUAL.",-64.1751312393,-31.3082516181,"-64.17561570904243,-31.3091159714001,0"
7209,"MARCO DEL PONT 1160","ESQ. PEDRO LACASA",-64.1531248396,-31.3645786539,"-64.15300725484437,-31.36492179978537,0"
7210,"PEDRO NAON 600","ENTRE MARCO DEL PONT Y ALEJANDRA PIZERNICK",-64.1541525606,-31.3637211224,"-64.1544726684002,-31.36382214448516,0"
7211,"PEDRO NAON 440","ESQ. CALLE PUBLICA FTE. COLEGIO",-64.1559549809,-31.3635245781,"-64.1560679101687,-31.36355922129818,0"
7212,"PEDRO NAON 112","ESQ. CALLE PUBLICA",-64.158389569,-31.3631293498,"-64.15872707470183,-31.36311824117859,0"
7213,"PEDRO NAON 00","ESQ. CALLE PUBLICA",-64.1602519165,-31.3628486225,"-64.16059017432684,-31.36279022760194,0"
7214,"CALLE PUBLICA 46","ESQ. CALLE PUBLICA",-64.1614674435,-31.3634846305,"-64.16177509117627,-31.36347178546812,0"
7215,"CALLE PUBLICA S/N","ESQ. CALLE PUBLICA (LINEA 42)",-64.162584459,-31.364426875,"-64.16277466173527,-31.36437962708866,0"
7216,"BAUCHS S/N","ESQ. JOSE PODESTA",-64.163972465,-31.3640301494,"-64.16444468919508,-31.36404432084991,0"
7217,"JOSE PODESTA S/N","ESQ. CALLE PUBLICA",-64.1639134897,-31.363404147,"-64.16373088734326,-31.36314873848441,0"
7218,"CONRADO NALE ROXLO 851","ESQ. JULIO ARBOLEDA",-64.1630129927,-31.3622516531,"-64.1631173855274,-31.36222547902298,0"
7219,"CONRADO NALE ROXLO 650","ENTRE FLORENCIO VARELA Y JUAN MONTALVO",-64.1657908678,-31.3617794539,"-64.16583485947295,-31.36177228102363,0"
7220,"CONRADO NALE ROXLO 505","ESQ. MIGUEL CANE",-64.1682776747,-31.361268976,"-64.16810084141511,-31.36137843518307,0"
7221,"MIGUEL CANE 3650","ENTRE RAFAEL POMBO Y JOSE DE OLMEDO",-64.168675987,-31.3619873593,"-64.16906014398602,-31.36217743027385,0"
7222,"MIGUEL CANE 3511","ESQ. CARLOS SAAVEDRA LAMAS",-64.1696151005,-31.3630619717,"-64.1700105854393,-31.36303113086823,0"
7223,"MIGUEL CANE 3281","ENTRE CARLOS CALVO Y ALBERTO GERCHUNOFF",-64.1720665346,-31.3654321315,"-64.17215707368429,-31.36583344655414,0"
7224,"MIGUEL CANE 3000","ESQ. PABLO NERUDA",-64.1719966439,-31.3673200489,"-64.17212905500091,-31.36734442456308,0"
7225,"PABLO NERUDA 118","ESQ. RICARDO PALMA",-64.1731705186,-31.3682233588,"-64.17365889591034,-31.36795518925349,0"
7226,"AV. DUARTE QUIROS 3546","ESQ. FELIX PAZ",-64.2286190782,-31.4052405394,"-64.22886157152462,-31.40565016127419,0"
7227,"AV. DUARTE QUIROS 3830","ESQ. DIEGO CALA",-64.2313202225,-31.4048032024,"-64.23197069328303,-31.4050079540633,0"
7228,"AV. DUARTE QUIROS 4100","ESQ. AV. AGUSTIN ROQUE ARIAS",-64.2348466389,-31.4036997378,"-64.23491594884902,-31.40419702126109,0"
7229,"AV. DUARTE QUIROS 4299","ESQ. GARCIA MARTINEZ",-64.2373815905,-31.4023020787,"-64.23772169179179,-31.40261997621443,0"
7230,"AV. DUARTE QUIROS 4470","ESQ. ARRECIFES",-64.2399079138,-31.400800666,"-64.24011962413633,-31.40128795492738,0"
7231,"FALUCHO 184","ESQ. YAVI",-64.2417876753,-31.4021350981,"-64.24230688493532,-31.40228975386746,0"
7232,"FALUCHO 286","ESQ. GUILLERMO REYNA",-64.242601863,-31.4037148041,"-64.24282354879622,-31.40335735934915,0"
7233,"FALUCHO 394","ESQ. AV. DON BOSCO",-64.2436987507,-31.4055431008,"-64.2437924657807,-31.40540775507458,0"
7234,"ADOLFO DAVILA 574","ENTRE JOSE DE PRADO Y FELIX ROBIN FERREYRA",-64.2423375867,-31.4086293838,"-64.24220100281437,-31.4089944053397,0"
7235,"ADOLFO DAVILA 700","ESQ. AV. SANTA ANA",-64.2425259523,-31.4116486181,"-64.24293829846293,-31.41157058059807,0"
7236,"AV. SANTA ANA 4680","ESQ. PJE CORDERO",-64.2452493582,-31.4111956099,"-64.245575203724,-31.4114422277663,0"
7237,"AV. SANTA ANA 4732","ENTRE AVIADOR PETTIROSSI Y AVIADOR MIRA",-64.2486896129,-31.4118394716,"-64.24866583858838,-31.41182971783893,0"
7238,"AV. SANTA ANA 5072","ENTRE BARRIENTOS Y ARTEAGA",-64.2522891735,-31.411912043,"-64.25224427628189,-31.41158601172768,0"
7239,"PAINE 5212","ENTRE RAMON PLATERO Y PICHUIN",-64.2541024023,-31.4128679741,"-64.25507482435596,-31.41287649312191,0"
7240,"PAINE 5350","ENTRE PJE. YANQUINAN Y LEUVUCO",-64.2566047953,-31.4143735268,"-64.25688645964451,-31.41445562425209,0"
7241,"SAYHUEQUE 1050","ENTRE MANUEL NAMUNCURA Y NECUÑAN",-64.2574291425,-31.4155559017,"-64.25806247183421,-31.41576690781333,0"
7242,"MANUEL NAMUNCURA 5559","ESQ. SAYHUEQUE (PLAZA PQ. REPUBLICA)",-64.2576557322,-31.4154169253,"-64.25821315417122,-31.41558508322565,0"
7243,"PAINE 5350","ENTRE LEUVUCO Y PICHUIN",-64.2561954613,-31.4138485195,"-64.25635306825143,-31.41414583254531,0"
7244,"PAINE 5245","ESQ. RAMON PLATERO",-64.2544507517,-31.4123119019,"-64.25460467558013,-31.41262452062599,0"
7245,"AV. SANTA ANA 5052","ENTRE AVIADOR VALENTI Y ARTEAGA",-64.2523727347,-31.4113874098,"-64.25236930776917,-31.4116613896157,0"
7246,"AV. SANTA ANA 4749","ENTRE AVIADOR LOCATELLI Y AVIADOR PETTIROSSI",-64.2493465842,-31.4115171524,"-64.24920788250921,-31.4118976244569,0"
7247,"AV. SANTA ANA 4669","ESQ. PJE CORDERO",-64.2452308304,-31.4111132586,"-64.24520618507646,-31.41156741406084,0"
7248,"ARRECIFES 803","ENTRE AV. SANTA ANA Y FELIX ROBIN FERREYRA",-64.2436986228,-31.4093907161,"-64.24363887239545,-31.4096986792281,0"
7249,"ARRECIFES 405","ESQ. AV. DON BOSCO",-64.2428851028,-31.4062200435,"-64.24281127390719,-31.40639381304903,0"
7250,"ARRECIFES 355","ENTRE VENTA Y MEDIA Y GUILLERMO REYNA",-64.2418557355,-31.4039065747,"-64.2417661419498,-31.40407093384973,0"
7251,"ARRECIFES 283","ENTRE YAVI Y AV. DUARTE QUIROS",-64.2408104374,-31.4020317481,"-64.24082887877636,-31.40216415547094,0"
7252,"AV. DUARTE QUIROS 4485","ENTRE ARRECIFES Y EUGENIO GALLI",-64.2398365729,-31.4009513873,"-64.24005166609121,-31.40140946967596,0"
7253,"AV. DUARTE QUIROS 4300","ESQ. JUAN GARCIA MARTINEZ",-64.2381301329,-31.4021248794,"-64.23829116986286,-31.40244350003096,0"
7254,"AV. DUARTE QUIROS 4051","ESQ. AGUSTIN ROQUE ARIAS",-64.2355102269,-31.4036723812,"-64.23551737570354,-31.4039763867052,0"
7255,"AV. DUARTE QUIROS 3837","ESQ. DIEGO CALA",-64.2327997439,-31.4045422909,"-64.23242474683768,-31.40501123198868,0"
7256,"AV. DUARTE QUIROS 3513","ENTRE FELIX PAZ Y GAONA",-64.2288815466,-31.4053452645,"-64.22859683849683,-31.40579098983054,0"
7257,"AV. DUARTE QUIROS 3309","ENTRE JUANA AZURDUY Y CJAL. PEÑALOZA",-64.2265254755,-31.4057568589,"-64.22645159541546,-31.4062604880189,0"
7258,"RICARDO LEVENE 14","ENTRE JUAN B. JUSTO Y EMILIO RAVIGNANI",-64.17528281,-31.3699043563,"-64.17560749995295,-31.37022831068584,0"
7259,"RICARDO LEVENE 200","ENTRE EDUARDO WILDE Y MIGUEL CANE",-64.1727451764,-31.3699329897,"-64.17264907889262,-31.37020693419783,0"
7260,"MIGUEL CANE 3000","ESQ. PABLO NERUDA",-64.1719622354,-31.3677852641,"-64.17206285612571,-31.36790489828386,0"
7261,"MIGUEL CANE 3280","ENTRE CARLOS CALVO Y ALBERTO GERCHUNOFF",-64.1717813948,-31.3654330733,"-64.17208300836823,-31.36573935954019,0"
7262,"MIGUEL CANE 3500","ESQ. BENJAMIN VICUÑA MACKENA",-64.171181604,-31.3643929266,"-64.17154203026657,-31.36457750302236,0"
7263,"MIGUEL CANE 3648","ESQ. CARLOS SAAVEDRA LAMAS",-64.1698099397,-31.3630672312,"-64.17014085045329,-31.36337882481693,0"
7264,"MIGUEL CANE 3800","ESQ. RAFAEL POMBO",-64.168260828,-31.3619031314,"-64.16874247383038,-31.36205978553283,0"
7265,"CONRADO NALE ROXLO 594","ESQ. JOAQUIN CASTELLANOS",-64.1666776614,-31.3613141569,"-64.16713685508384,-31.36161655505632,0"
7266,"CONRADO NALE ROXLO 794","ESQ. FLORENCIO VARELA",-64.1651166094,-31.3618300865,"-64.16578096864768,-31.36181666666667,0"
7267,"CONRADO NALE ROXLO 990","ESQ. JULIO ARBOLEDA",-64.1634451129,-31.3618371,"-64.16379973279649,-31.36216767422619,0"
7268,"JOSE PODESTA S/N","ESQ. CALLE PUBLICA",-64.1633989091,-31.3629437467,"-64.16349179213277,-31.36283967450875,0"
7269,"JOSE PODESTA S/N","ESQ. BAUCHS",-64.1645087358,-31.3637810147,"-64.16460761162942,-31.36380996685071,0"
7270,"BAUCHS S/N","ESQ. CALLE PUBLICA (REGRESO)",-64.1632911733,-31.3640026761,"-64.16320146497495,-31.36445315056923,0"
7271,"CALLE PUBLICA S/N","ESQ. CALLE PUBLICA (LINEA 42)",-64.1611781114,-31.3630893424,"-64.16178182367659,-31.36361373911663,0"
7272,"CALLE PUBLICA S/N","ESQ. PEDRO NAON (LINEA 42)",-64.1607367972,-31.3627969125,"-64.16103064275595,-31.36294698115107,0"
7273,"PEDRO NAON 115","ESQ. CALLE PUBLICA",-64.1592402465,-31.3630796299,"-64.15970719918326,-31.36310698875735,0"
7274,"PEDRO NAON 435","ESQ. CALLE PUBLICA FTE. COLEGIO",-64.1566560405,-31.3635640616,"-64.15663135745666,-31.3636161955727,0"
