"stop_id","stop_calle","stop_esquina","stop_lon","stop_lat","coord"
7056,"AV. JUAN B. JUSTO 3468","ENTRE MAURICIO YADAROLA Y ABAD E ILLANA",-64.1755239194,-31.3846172317,"-64.17590550008893,-31.38508423571104,0"
7057,"AV. JUAN B. JUSTO 3672","ENTRE MARACAIBO Y SANTISO Y MOSCOSO",-64.1755267121,-31.3822255185,"-64.17590044623256,-31.38221172386184,0"
7058,"AV. JUAN B. JUSTO 3840","ENTRE ALVAREZ DE LAS CASA Y MARTINEZ DE TINEO",-64.1755351301,-31.3782038828,"-64.17585897089646,-31.37865017321062,0"
7059,"AV. JUAN B. JUSTO 4096","ESQ. CJAL CABICHE",-64.1755654498,-31.3761014496,"-64.17592384836645,-31.37648279273882,0"
7060,"AV. JUAN B. JUSTO 4350","CPC JUAN B. JUSTO",-64.1755905665,-31.3731532901,"-64.17596968271491,-31.37319971429639,0"
7061,"AV. JUAN B. JUSTO 4628","ESQ. RICARDO LEVENE",-64.1755285911,-31.3698092246,"-64.17602109580366,-31.37037935552311,0"
7062,"AV. JUAN B. JUSTO 4776","ESQ. PABLO NERUDA",-64.1755304762,-31.367683519,"-64.1760276339151,-31.36827350600609,0"
7063,"AV. JUAN B. JUSTO 4988","FTE. AUXILIO MATCH",-64.1754348877,-31.364872433,"-64.17602220656818,-31.3653273317093,0"
7064,"AV. JUAN B. JUSTO 5190","ESQ. CARLOS SAAVEDRA LAMAS",-64.1756329274,-31.3616983272,"-64.17603042274037,-31.36188675479556,0"
7065,"ALFONSINA STORNI 42","ESQ. ESTANISLAO DEL CAMPO",-64.1753115383,-31.35319965,"-64.1754754309913,-31.35396776207836,0"
7066,"ALFONSINA STORNI 244","ENTRE EDUARDO WILDE Y PABLO GROUSACS",-64.1723884234,-31.35321779,"-64.17258630596265,-31.35393920548801,0"
7067,"ALFONSINA STORNI 450","ESQ. JOAQUIN VICTOR GONZALEZ",-64.1688238637,-31.3534967331,"-64.16921469289672,-31.35396198315264,0"
7068,"ALFONSINA STORNI 626","ESQ. MIGUEL CANE",-64.1661006319,-31.3535322268,"-64.16637973036265,-31.35394925906288,0"
7069,"ALFONSINA STORNI 792","ESQ. JUAN MONTALVO",-64.1637846691,-31.353796769,"-64.164266641567,-31.35452058993574,0"
7070,"ALFONSINA STORNI 990","ESQ. RICARDO GUIRALDES",-64.1607801205,-31.3553628748,"-64.16132411404996,-31.35539072934748,0"
7071,"ALFONSINA STORNI 1174","ESQ. RICARDO GUTIERREZ",-64.1575424304,-31.3561476513,"-64.15845569116864,-31.35620597821463,0"
7072,"ALFONSINA STORNI 1310","ESQ. MUNICIPAL ZANICHELLI",-64.1559932495,-31.3575423715,"-64.15662289527084,-31.35707892240152,0"
7073,"ALFONSINA STORNI 1460","ESQ. JOSE SANTOS CHOCANO",-64.1547385481,-31.3579979699,"-64.15490011660113,-31.35853678577348,0"
7074,"BARTOLOME HIDALGO 1500","ENTRE MARCO DEL PONT Y JUAN LUIS ORREGO",-64.1528741307,-31.3598022874,"-64.15226378026289,-31.35999740863628,0"
7075,"JOSE LUIS ORREGO 4648","ESQ. ZORRILLA DE SAN MARTIN",-64.1517801826,-31.3577168036,"-64.15160369292519,-31.35795725221618,0"
7076,"JOSE LUIS ORREGO 4726","ESQ. CUNEO DARDO",-64.1514268539,-31.355907407,"-64.15157798096922,-31.3558456320481,0"
7077,"CONSTANCIO VIGIL 1485","ENTRE MARCO DEL PONT Y VICTORIANO MONTES",-64.1525579234,-31.3544498005,"-64.15298409193271,-31.35472971149512,0"
7078,"CONSTANCIO VIGIL 1398","ESQ. ALFREDO BUFANO",-64.1551518198,-31.3545273734,"-64.15582391648158,-31.35477812073295,0"
7079,"CONSTANCIO VIGIL 1265","ESQ. RICARDO GUTIERREZ",-64.1568790773,-31.3545830452,"-64.15720388422032,-31.354813472183,0"
7080,"ALFONSINA STORNI 1150","ESQ. FLORENTINO AMEGHINO",-64.1587536403,-31.3559835382,"-64.1587675610479,-31.35596989631282,0"
7081,"ALFONSINA STORNI 1007","ESQ. RICARDO GUIRALDES",-64.160787059,-31.3551312459,"-64.16090388105235,-31.35533474729744,0"
7082,"ALFONSINA STORNI 800","ESQ. JUAN MONTALVO",-64.1634706778,-31.3543465662,"-64.16391331126653,-31.35447457524377,0"
7083,"ALFONSINA STORNI 649","ESQ. MIGUEL CANE",-64.1663604199,-31.3538610927,"-64.16603736028844,-31.35386603117998,0"
7084,"ALFONSINA STORNI 500","ESQ. JOSE MARMOL",-64.1684776058,-31.3537901029,"-64.16819169874249,-31.35380255085404,0"
7085,"ALFONSINA STORNI 251","ESQ. PABLO GROUSAC",-64.1715650746,-31.3536845678,"-64.17198543129935,-31.35382220517213,0"
7086,"ALFONSINA STORNI 31","ESQ. ROBERTO PAYRO",-64.175005095,-31.3537159845,"-64.17558226889838,-31.3537682215231,0"
7087,"AV. JUAN B. JUSTO 5229","FTE. PLANTA YPF",-64.1762274858,-31.3621541835,"-64.17624597408937,-31.36237194607865,0"
7088,"AV. JUAN B. JUSTO 5005","FTE. AUXILIO MATCH",-64.1758631176,-31.3650737289,"-64.17619203006152,-31.36504759956482,0"
7089,"AV. JUAN B. JUSTO 4775","ESQ. PABLO NERUDA",-64.1756127613,-31.3680869334,"-64.17621847966953,-31.36831452690216,0"
7090,"AV. JUAN B. JUSTO 4519","ENTRE 6 DE AGOSTO Y UNQUILLO (FERIA LA TOSCANA)",-64.175541254,-31.3708629371,"-64.17613870023519,-31.37150781248419,0"
7091,"AV. JUAN B. JUSTO 4249","CPC JUAN B. JUSTO",-64.1755158145,-31.3727797238,"-64.17618005277716,-31.37314109913942,0"
7092,"AV. JUAN B. JUSTO 4150","ENTRE CJAL. CABICHE Y GARRIDO",-64.1755187809,-31.3758908944,"-64.17617439646826,-31.37639177947632,0"
7093,"AV. JUAN B. JUSTO 3917","ESQ. PJE. ANGEL PACHECO",-64.1756789079,-31.3788306114,"-64.1761267870577,-31.3790675537065,0"
7094,"AV. JUAN B. JUSTO 3717","ESQ. BARTOLOME ARGENSOLA",-64.1755837634,-31.3815528803,"-64.17607935150588,-31.38152495584072,0"
7095,"AV. JUAN B. JUSTO 3453","ESQ. CALDERON DE LA BARCA",-64.1756508502,-31.3845087306,"-64.17606635144219,-31.38488312747021,0"
