LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_FOLDER,open
64ø 10' 34.0184" W,31ø 20' 52.4798" S,Juan B Justo (frente entrada Liceo Militar),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 33.6352" W,31ø 20' 42.8225" S,Juan B Justo (frente entrada club de Liceo Militar),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 34.1048" W,31ø 20' 13.8904" S,Juan B Justo y Av Japon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 32.4783" W,31ø 20' 3.1332" S,Juan B Justo he Irigoyen,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 32.5071" W,31ø 19' 46.1453" S,Juan B Justo y Lopez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 32.4328" W,31ø 19' 13.4390" S,Juan B Justo y Bordi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 33.4379" W,31ø 18' 47.1277" S,Juan B Justo y Risler,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 32.4912" W,31ø 18' 32.7396" S,Juan B Justo y Mangrullo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L41 regreso,
64ø 10' 32.4121" W,31ø 18' 30.8915" S,L41 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",,
64ø 11' 11.8415" W,31ø 26' 32.1244" S,L41,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",,
64ø 10' 32.9310" W,31ø 18' 31.9441" S,Juan  B Justo y Mangrullo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.6541" W,31ø 18' 39.8820" S,Juan B Justo y Guardamonte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.6929" W,31ø 18' 45.6677" S,Juan B Justo y Del Puncullo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 33.6973" W,31ø 19' 2.0492" S,Juan B Justo y De La Ocari¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 33.9505" W,31ø 19' 24.3927" S,Juan B Justo y F Lucini,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.0408" W,31ø 19' 41.0350" S,Juan B Justo y Lopez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 33.3242" W,31ø 20' 3.0970" S,Juan B Justo y R de Irigoyen,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.6109" W,31ø 20' 12.9279" S,Juan B Justo y Calle 10,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.8026" W,31ø 20' 17.7832" S,Juan B Justo y Calle 8,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.7171" W,31ø 20' 29.2048" S,Juan B Justo y Calle 1,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.7152" W,31ø 20' 40.3541" S,Juan B Justo (Frente Liceo Militar),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.8606" W,31ø 20' 53.4719" S,Juan B Justo y Jose Maria Hostos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.6441" W,31ø 21' 44.6998" S,Juan B Justo y O Donel,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 35.0200" W,31ø 21' 16.0720" S,Anchorena y Newery,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.7555" W,31ø 21' 4.7652" S,Anchorena y Candelaria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.5965" W,31ø 22' 5.4629" S,Juan B Justo y Neruda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.2691" W,31ø 22' 18.8702" S,Juan B Justo y Unquillo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.2843" W,31ø 22' 34.2727" S,Juan B Justo y Garrido,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.2101" W,31ø 22' 44.7365" S,Juan B Justo y Anacreonte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 40.9371" W,31ø 23' 6.1389" S,C Barca y Tucuman,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 42.7709" W,31ø 23' 14.2952" S,C Barca y Torres,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 34.0503" W,31ø 23' 3.2647" S,Juan B Justo y C Barca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 42.9586" W,31ø 23' 21.8309" S,Tucuman y Cervantes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 42.2526" W,31ø 23' 30.3099" S,Tucuman y Zarachaga,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 38.1250" W,31ø 23' 40.8063" S,Baigorri y R Indarte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 42.4558" W,31ø 23' 36.9283" S,Tucuman y I La Catolica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 30.2735" W,31ø 23' 43.2025" S,Baigorri y R del Libano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 22.0447" W,31ø 23' 45.8877" S,Baigorri y Gianelli,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 22.6298" W,31ø 23' 53.6800" S,Galleotti y J Cortez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 28.5594" W,31ø 23' 58.8154" S,Bulnes  y F Frias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 28.7092" W,31ø 24' 3.1883" S,F Frias y Suipacha,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 26.8382" W,31ø 24' 9.5845" S,F Frias y Cochabamba,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 29.5016" W,31ø 24' 12.2242" S,Cochabamba y Esquiu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 36.7992" W,31ø 24' 11.9457" S,Allende y Rivadavia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 45.4162" W,31ø 24' 9.6621" S,Allende y R Indarte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 59.3375" W,31ø 24' 9.0312" S,R S Pe¤a y B Bustos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 57.7879" W,31ø 24' 5.7901" S,Allende y R S Pe¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 10' 57.6560" W,31ø 24' 12.8800" S,G Paz y Las Heras,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 2.0516" W,31ø 24' 28.8690" S,G Paz y Tablada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 8.3826" W,31ø 24' 44.8863" S,G Paz y Colon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 14.9064" W,31ø 24' 59.9017" S,V Sarsfield y 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 18.9851" W,31ø 25' 9.2376" S,V Sarsfield y D Quiros,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 13.3817" W,31ø 25' 26.9451" S,Irigoyen y O Oro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 8.2952" W,31ø 25' 38.6096" S,Irigoyen y Ituzaingo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 3.8912" W,31ø 25' 48.2179" S,Valparaiso y Thays,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 3.8707" W,31ø 25' 53.0760" S,Valparaiso Y Chile,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 6.5314" W,31ø 26' 0.2390" S,Los Nogales y Valparaiso,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 16.0309" W,31ø 26' 5.2323" S,E Barros y Los Nogales,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 19.2654" W,31ø 26' 14.5368" S,E Barros y H de la Torre,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 31.4602" W,31ø 26' 14.7508" S,H de La Torre y M Allende,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 34.9565" W,31ø 26' 25.8147" S,M Lopez  y Filloy,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 39.8194" W,31ø 26' 34.4552" S,M Lopez y C Roja Arg,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 11' 22.8021" W,31ø 26' 35.2070" S,C Roja Arg y Altamirano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 41 Ida,
64ø 15' 49.7818" W,31ø 25' 14.4199" S,L42 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 42,
64ø 15' 48.6439" W,31ø 25' 12.5940" S,Alto Alegre y S Gomez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 49.4886" W,31ø 24' 59.6472" S,Alto Alegre y Necu¤an,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 41.7225" W,31ø 24' 56.2557" S,Namuncura y Antofagasta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 29.1876" W,31ø 24' 55.9931" S,Namuncura y Paine,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 21.2326" W,31ø 24' 49.9947" S,Paine y Pichurro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 13.4437" W,31ø 24' 43.1283" S,Paine y S Ana,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 15' 6.0814" W,31ø 24' 42.1622" S,S Ana y Arteaga,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 40.5296" W,31ø 24' 41.7921" S,S Ana y Cordero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 53.9461" W,31ø 24' 42.7616" S,S Ana y Petirrossi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 36.0170" W,31ø 24' 29.3021" S,Arrecifes y J del Prado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 27.2147" W,31ø 24' 7.9329" S,Arrecifes y D Bosco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 22.2610" W,31ø 24' 6.2089" S,D Quiros y Morales,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 14' 7.3732" W,31ø 24' 14.5507" S,D Quiros y R Arias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 56.5247" W,31ø 24' 18.0337" S,D Quiros y Cala,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 45.3646" W,31ø 24' 20.4825" S,D Quiros y F Felix Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 36.1134" W,31ø 24' 22.0682" S,D Quiros y J Azurduy,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 27.8061" W,31ø 24' 24.9015" S,D Quiros y M Vidal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 18.6539" W,31ø 24' 27.8282" S,D Quiros y Velez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 13' 7.1455" W,31ø 24' 31.4677" S,D Quiros y A Brown,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 58.8054" W,31ø 24' 34.0314" S,D Quiros y O Correa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 47.6922" W,31ø 24' 37.5718" S,D Quiros y Vieytes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 41.2562" W,31ø 24' 39.7802" S,D Quiros y Oca¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 28.1535" W,31ø 24' 43.7697" S,D Quiros y Urrutia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 16.9750" W,31ø 24' 46.9402" S,D Quiros y Psje Santa Cruz( N C Shoping),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 12' 0.4371" W,31ø 24' 49.7096" S,Caseros y Mendoza,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 11' 49.7773" W,31ø 24' 53.0536" S,Caseros y  Calasanz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 11' 37.6214" W,31ø 24' 50.9996" S,Corro Y Dean Funes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 11' 34.5333" W,31ø 24' 42.6610" S,Corro y 9 de Julio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 11' 25.2030" W,31ø 24' 41.9530" S,Colon y Jujuy,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,
64ø 11' 4.2886" W,31ø 24' 47.9133" S,Colon y R Indarte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 52.1655" W,31ø 24' 51.8206" S,Colon y Rivadavia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 44.5397" W,31ø 24' 55.0968" S,Maipu y Olmos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 39.6163" W,31ø 24' 43.3073" S,Maipu y Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 36.6276" W,31ø 24' 35.0352" S,Maipu y Oncativo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 27.6640" W,31ø 24' 17.0443" S,Esquiu y Charcas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 32.3566" W,31ø 24' 1.5738" S,Juan B Justo y Reta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 32.7241" W,31ø 23' 52.3552" S,Juan B Justo y Soaje,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 32.9723" W,31ø 23' 41.4326" S,Juan B Justo y Gianelli,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 33.1348" W,31ø 23' 25.9506" S,Juan B Justo y Cervantes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 33.2370" W,31ø 23' 14.1305" S,Juan B Justo y Cortazar,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
64ø 10' 33.0423" W,31ø 23' 3.1073" S,Juan B Justo y C Barca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 42 ida,1
