"Code","stop_calle","stop_numero","stop_entre","lineas","stop_lat","stop_lon"
"C3441","Bajada de Piedras",9999,"Cavero y Olivera","68 Reg -",-31.406557,-64.147513
"C3450","Capdevila",9999,"Circunvalacion y Al Gateado","B60 Ida -",-31.376255,-64.125827
"C3451","Al Gateado",9999,"Capdevilla y De Las Cortaderas","B60 Ida -",-31.373688,-64.123945
"C3452","De Las Cortaderas",9999,"Al Gateado y Las Toscas","B60 Ida -",-31.368953,-64.120915
"C3453","De Las Cortaderas",9999,"Al Gateado y Las Toscas","B60 Ida -",-31.368799,-64.116772
"C3454","Las Toscas",9999,"De Las Cortaderas y De La Pulperia","B60 Ida -",-31.366434,-64.11528
"C3455","Las Toscas",9999,"De Las Cortaderas y De La Pulperia","B60 Ida -",-31.360742,-64.11526
"C3456","De La Pulperia",9999,"Las Toscas y Las Quintas","B60 Ida -",-31.359514,-64.114573
"C3457","De La Pulperia",9999,"Las Toscas y Las Quintas","B60 Ida -",-31.35945,-64.107893
"C3458","Las Quintas",9999,"De la Pulperia y Santa Rosa","B60 Ida -",-31.355995,-64.105616
"C3459","Santa Rosa",9999,,"B60 Ida -",-31.353509,-64.100804
"C3460","Santa Rosa",9999,,"B60 Ida -",-31.349823,-64.095228
"C3461","Santa Rosa",9999,,"B60 Ida -",-31.344227,-64.086053
"C3462","Santa Rosa",9999,,"B60 Ida -",-31.339791,-64.082097
"C3463","Santa Rosa",9999,,"B60 Ida -",-31.336297,-64.078853
"C3464","Santa Rosa",9999,,"B60 Ida -",-31.338201,-64.072869
"C3465","Santa Rosa",9999,,"B60 Ida -",-31.333524,-64.070977
"C3466","Santa Rosa",9999,,"B60 Reg -",-31.333524,-64.070977
"C3467","Santa Rosa",9999,,"B60 Reg -",-31.338201,-64.072869
"C3468","Santa Rosa",9999,,"B60 Reg -",-31.336297,-64.078853
"C3469","Santa Rosa",9999,,"B60 Reg -",-31.339791,-64.082097
"C3470","Santa Rosa",9999,,"B60 Reg -",-31.344227,-64.086053
"C3471","Santa Rosa",9999,,"B60 Reg -",-31.349823,-64.095228
"C3472","Santa Rosa",9999,,"B60 Reg -",-31.353509,-64.100804
"C3473","Las Quintas",9999,"De la Pulperia y Santa Rosa","B60 Reg -",-31.355995,-64.105616
"C3474","De La Pulperia",9999,"Las Toscas y Las Quintas","B60 Reg -",-31.35945,-64.107893
"C3475","De La Pulperia",9999,"Las Toscas y Las Quintas","B60 Reg -",-31.359514,-64.114573
"C3476","Las Toscas",9999,"De Las Cortaderas y De La Pulperia","B60 Reg -",-31.360742,-64.11526
"C3477","Las Toscas",9999,"De Las Cortaderas y De La Pulperia","B60 Reg -",-31.366434,-64.11528
"C3478","De Las Cortaderas",9999,"Al Gateado y Las Toscas","B60 Reg -",-31.368799,-64.116772
"C3479","De Las Cortaderas",9999,"Al Gateado y Las Toscas","B60 Reg -",-31.368953,-64.120915
"C3480","Al Gateado",9999,"Capdevilla y De Las Cortaderas","B60 Reg -",-31.373688,-64.123945
"C3481","Capdevila",9999,"Circunvalacion y Al Gateado","B60 Reg -",-31.376255,-64.125827
