"Code","stop_calle","stop_numero","stop_entre","lineas","stop_lat","stop_lon"
"C1982","Illia",560,"Balcarce y Transito Caceres","10 Reg - 12 Reg - 14 Ida - 15 Ida - 17 Ida - ",-31.42297,-64.17829
"C1989","Sabattini",2330,"Cataluña y Murcia","10 Reg - 11 Ida - 12 Reg - 14 Ida - 16 Ida - 17 Ida - ",-31.43321,-64.15529
"C1994","Sabattini",3300,"Frente Hiper Libertad","10 Reg - 11 Ida - 12 Reg - 14 Ida - 16 Ida - 17 Ida - ",-31.43307,-64.14357
"C2034","Sabattini",5515,"Martin Zapata y Luciano Torrent","10 Ida - 12 Ida - 16 Reg - ",-31.45801,-64.11012
"C2036","Sabattini",5375,"Frente Fiat Auto Argentina","10 Ida - 16 Reg - 17 Reg - ",-31.45509,-64.1131
"C2045","Ramos Mejia",2535,"Fiambala y Andalgala","11 Reg - 14 Reg - ",-31.43859,-64.1234
"C2050","Sabattini",4417,"Simbolar y Totoralejos","10 Ida - 12 Ida - 16 Reg - 17 Reg - ",-31.43673,-64.12935
"C2059","Sabattini",2400,"Guillermo Marconi y Da Vinci","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43296,-64.15376
"C2061","Sabattini",1923,"Barcelona e Issasa","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43299,-64.15948
"C2071","Corro",73,"27 de Abril y Dean Funes","13 Ida - 14 Reg - 17 Reg - 19 Ida - D10 Ida - ",-31.41436,-64.19392
"C2089","Rafael Nuñez",3692,"De Angelis y Perez de Herrera","17 Reg - ",-31.37645,-64.22608
"C2102","Potel Junot",6482,"Belisario Caraffa y Aubone","14 Reg - 17 Reg - ",-31.34812,-64.2446
"C2103","Potel Junot",6582,"Voglino y Carlos Claro","14 Reg - 17 Reg - ",-31.34663,-64.24324
"C2105","Potel Junot",6900,"Elkin y Los Alemanes","14 Reg - 17 Reg - ",-31.34368,-64.24188
"C2106","Los Alemanes",5890,"Lo Celso y Della Paolera","14 Reg - 17 Reg - ",-31.34332,-64.24288
"C2107","Taravella",9999,"Esquina con Toledo","17 Ida - ",-31.34222,-64.243559
"C2108","Toledo",6880,"Frente Hogas San Camilo","17 Reg - ",-31.34217,-64.24506
"C2109","Toledo",7036,"Esquina con S. Funes","17 Reg - ",-31.34058,-64.24365
"C2110","IPV Raul Ferreyra",9999,"Manzana G Lote 3","17 Reg - ",-31.33984,-64.24424
"C2111","Gritti",9999,"Esquina con Fermin Martin","17 Reg - ",-31.33743,-64.24585
"C2112","Fermin Martin",7500,"Riganti y Redelico","14 Reg - 17 Reg - ",-31.33577,-64.24651
"C2113","Fermin Martin",7700,"Pasciuli y Fage","14 Reg - 17 Reg - ",-31.33386,-64.24635
"C2114","Fermin Martin",7900,"Fage y Bejanele","14 Reg - 17 Reg - ",-31.33245,-64.24636
"C2116","Cabalen",6400,"Fermin Martin y Sesarego","14 Reg - 17 Reg - ",-31.32926,-64.24834
"C2117","Cabalen",6626,"Tristany y Calviño","14 Reg - 17 Reg - ",-31.32931,-64.25236
"C2122","Pizzolatto",6757,"Calvi¤o y Sin Datos","14 Reg - 17 Reg - ",-31.3233,-64.25421
"C2124","Ortega",8700,"Roatta y Marimon","17 Reg - ",-31.32119,-64.25641
"C2126","Marimon",9999,"M. Calviño y Peña","17 Reg - ",-31.32062,-64.25366
"C2127","Publica",9999,"Frente Colegio Artemio Aran","17 Reg - ",-31.31888,-64.25444
"C2128","Peña",9999,"Yaben y Tomassini","17 Reg - ",-31.31802,-64.25505
"C2129","Publica Coop. 16 Nov",9999,"Frente Manzana 7 ","17 Reg - ",-31.31709,-64.25436
"C2130","Publica Coop. 16 Nov",9999,"Fremte Manzana 171 ","17 Reg - ",-31.31644,-64.25364
"C2131","Publica Coop. 16 Nov",9999,"Frente Manzana 171 Lote 4","17 Reg - ",-31.31561,-64.25377
"C2132","Publica Coop. 16 Nov",9999,"Frente Manzana 179 ","17 Reg - ",-31.31467,-64.25411
"C2133","Publica Coop. 16 Nov",9999,"Frente Manzana 243 ","17 Reg - ",-31.31425,-64.25441
"C2134","Publica Coop. 16 Nov",9999,"Frente Manzana 240 ","17 Reg - ",-31.31425,-64.25441
"C2135","Manzana 240 Lote 2",9999,"Sin Datos","17 Reg - ",-31.31425,-64.25441
"C2136","Publica Coop. 16 Nov",9999,"Frente Manzana 232 ","17 Reg - ",-31.31261,-64.25871
"C2137","Publica Coop. 16 Nov",9999,"Frente Manzana 80 ","17 Reg - ",-31.3126,-64.25994
"C2138","Cauque",9999,"Cauque esq Publica","17 Reg - ",-31.31356,-64.2619
"C2143","Amuchastegui",5860,"Borda y Pje. Publico","14 Ida - ",-31.31669,-64.2573
"C2144","Amuchastegui",9999,"Pje Publico y J. Yaben","14 Ida - ",-31.31837,-64.25616
"C2145","Amuchastegui",9999,"Frente Manzana 162  Esquina Marimon","14 Ida - ",-31.32042,-64.25477
"C2146","Ortega",8774,"Marimon y Roatta","12 Reg - 14 Ida - 17 Ida - ",-31.32116,-64.25644
"C2148","Pizzolatto",6821,"Ortega y Sin Datos","14 Ida - ",-31.32275,-64.25588
"C2149","Calviño",8489,"Esquina Gussi","14 Ida - 17 Ida - ",-31.32392,-64.25402
"C2150","Calviño",8287,"Bossola y Ovides","14 Ida - ",-31.32582,-64.25411
"C2151","Calviño",8200,"Ovides y Patria","14 Ida - 17 Ida - ",-31.32721,-64.2541
"C2152","Calviño",8113,"Anticaglia y Cabalen","14 Ida - 17 Ida - ",-31.32865,-64.25411
"C2153","Cabalen",6600,"Calviño y Tristany","14 Ida - 17 Ida - ",-31.32936,-64.25252
"C2154","Cabalen",6400,"Sesarego y Fermin Martin","14 Ida - ",-31.32932,-64.24898
"C2155","Fermin Martin",8100,"Cabalen y Calle Publica","14 Ida - 17 Ida - ",-31.32929,-64.24726
"C2157","Fermin Martin",7700,"Fage y Pasciuli","14 Ida - 17 Ida - ",-31.33376,-64.24641
"C2158","Fermin Martin",7507,"Pasciuli y Riganti","14 Ida - 17 Ida - ",-31.33518,-64.24655
"C2159","Fermin Martin",7335,"Esquina Gritto","14 Ida - 17 Ida - ",-31.33703,-64.24655
"C2166","Potel Junot",6885,"Los Alemanes y","14 Ida - 17 Ida - ",-31.34337,-64.24199
"C2169","Potel Junot",6459,"Carlos Aubone y Belisario Caraffa","14 Ida - ",-31.3485,-64.24501
"C2172","Rafael Nuñez",5471,"Pappin y Parmenio Ferrer","11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Ida - ",-31.35315,-64.24571
"C2174","Martinolli",5185,"Astrada Ponce y Bunsen","14 Ida - ",-31.35693,-64.24314
"C2175","La Cordillera",4841,"El Gaucho y Andres Blanqui","14 Ida - ",-31.35892,-64.23706
"C2176","La Cordillera",4711,"Martin Fierro y Candonga","14 Ida - ",-31.35958,-64.23555
"C2177","La Cordillera",4535,"Leopoldo Buteler y Pizarro","14 Ida - ",-31.36089,-64.23254
"C2178","La Cordillera",4249,"Obispo Mercadillo y Martel de los Rios","14 Ida - ",-31.36218,-64.22959
"C2179","La Cordillera",4113,"Martel de los Rios y Gavier","14 Ida - ",-31.36281,-64.2281
"C2180","La Cordillera",4027,"Bernardo Capdevilla y Jose Roque Funes","14 Ida - ",-31.36325,-64.22713
"C2181","La Cordillera",3719,"Loaysa y Varela","14 Ida - ",-31.36456,-64.22409
"C2182","La Cordillera",3447,"Laferrere y Rodriguez del Busto","14 Ida - ",-31.36562,-64.22161
"C2183","Rodriguez del Busto",3627,"Guttero y Battle Planas","14 Ida - ",-31.36852,-64.22117
"C2184","Rodriguez del Busto",3219,"Alfredo Guido y Castagnino","14 Ida - ",-31.37097,-64.22171
"C2185","Rodriguez del Busto",3047,"Posse y Viola","14 Ida - ",-31.37238,-64.22202
"C2186","Rodriguez del Busto",2753,"Montenegro y Malvino","14 Ida - ",-31.37567,-64.22273
"C2187","Rodriguez del Busto",2362,"Goicoechea y Rafael Nuñez","14 Ida - ",-31.37816,-64.22331
"C2190","Caraffa",2939,"Octavio Pinto y Luis Galeano","14 Ida - 17 Ida - ",-31.38611,-64.21831
"C2191","Caraffa",2717,"Armendariz y Claudio Cuenca","10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Ida - 18 Ida - 19 Reg - D10 Reg - ",-31.387,-64.21557
"C2204","Colon",731,"Urquiza y Fragueiro","14 Ida - ",-31.41054,-64.19293
"C2206","Gral. Paz",7,"9 de Julio y Dean Funes","14 Ida - 15 Ida - ",-31.41484,-64.18665
"C2224","Punilla",2200,"Sabattini y Caucete","11 Ida - ",-31.43273,-64.13439
"C2225","Punilla",2017,"Cabalango y Quilino","11 Ida - ",-31.43074,-64.13174
"C2228","Sacanta",1228,"Las Arrias y Guandacol","11 Ida - ",-31.43026,-64.12771
"C2229","Junin",4667,"Chamical y Soto","11 Ida - ",-31.42981,-64.12561
"C2230","Junin",4900,"Pichanas y Ramos Mejia","11 Ida - ",-31.42978,-64.12396
"C2231","Junin",5100,"Mario Bravo y Callao","11 Ida - ",-31.42975,-64.12065
"C2232","Cangallo",1838,"Junin y Rosales","11 Ida - ",-31.43014,-64.11927
"C2233","Cangallo",2068,"Ariza y Arroyo","11 Ida - ",-31.43253,-64.11927
"C2234","Cangallo",2244,"Serrezuela y Medrano","11 Ida - ",-31.43442,-64.11924
"C2235","Medrano",5117,"Cangallo y Callao","11 Ida - ",-31.4353,-64.12004
"C2236","Madrano",4915,"Mario Bravo y Ramos Mejia","11 Ida - ",-31.43537,-64.12293
"C2237","Ramos Mejia",2485,"Talacasto y Tinogasta","11 Ida - ",-31.43703,-64.12347
"C2240","Calingasta",5381,"Boedo y  Almagro","14 Ida - ",-31.441031,-64.11737
"C2241","Publica",9999,"Esquina con Calingasta","14 Reg - ",-31.44109,-64.11382
"C2246","Publica IPV Cno V. Pose",9999,"Sobre la Manzana 29","14 Reg - ",-31.4466,-64.11109
"C2247","Publica IPV Cno V. Pose",9999,"Sobre la Manzana 31","14 Reg - ",-31.4464,-64.10929
"C2248","Publica IPV Cno V. Pose",9999,"Sobre la Manzana 26","14 Reg - ",-31.44541,-64.10929
"C2249","Publica IPV Cno V. Pose",9999,"Sobre la Manzana 21","14 Reg - ",-31.44446,-64.1093
"C2250","Publica IPV Cno V. Pose",9999,"Sobre la Manazana 11","14 Reg - ",-31.44251,-64.10926
"C2251","Publica IPV Cno V. Pose",9999,"Sobre la Manzana 3","14 Reg - ",-31.44176,-64.11029
"C2252","Tulumba",9999,"Esquina Calingasta","14 Reg - ",-31.44133,-64.11103
"C2262","Ramos Mejia",2400,"Tinogasta y Talacasto","11 Reg - ",-31.43657,-64.12345
"C2263","Medrano",4950,"Ramos Mejia y Mario Bravo","11 Reg - ",-31.43536,-64.12288
"C2264","Medrano",5083,"Mario Bravo y Callao","11 Reg - ",-31.43532,-64.12056
"C2265","Cangallo",2211,"Medrano y Serrezuela","11 Reg - ",-31.43483,-64.11921
"C2266","Cangallo",2012,"Arroyo y Ariza","11 Reg - ",-31.4323,-64.11924
"C2267","Cangallo",1814,"Rosales y Junin","11 Reg - ",-31.43032,-64.11927
"C2268","Junin",5004,"Callao y Mario Bravo","11 Reg - ",-31.42975,-64.12149
"C2269","Junin",4850,"Ramos Mejia y Pichanas","11 Reg - ",-31.42975,-64.12377
"C2270","Junin",4525,"Emilio Salgari y Guandacol","11 Reg - ",-31.42978,-64.12671
"C2271","Guandacol",1915,"Rosales y Las Arrias","11 Reg - ",-31.43087,-64.1272
"C2272","Tancacha",1894,"Guandacol y Pascanas","11 Reg - ",-31.43201,-64.12793
"C2273","Pascanas",4123,"Sacanta y Ucacha","11 Reg - ",-31.43111,-64.12915
"C2274","Pascanas",4000,"Athos Pampa y Punilla","11 Reg - ",-31.43004,-64.13026
"C2275","Punilla",2078,"Quilino y Cavalango","11 Reg - ",-31.43093,-64.13208
"C2276","Punilla",2217,"Caucete y Sabattini","11 Reg - ",-31.43221,-64.13381
"C2280","Sabattini",3165,"Hiper Libertad y Gorriti","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43316,-64.14543
"C2287","Sabattini",1625,"Unamuno y Benavente","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43159,-64.16397
"C2292","San Jeronimo",483,"Parana y Obispo Salguero","14 Reg - ",-31.41908,-64.17799
"C2293","27 de Abril",50,"Frente Catedral","13 Ida - 14 Reg - 17 Reg - 18 Reg - 19 Ida - D10 Ida - ",-31.41696,-64.18486
"C2308","Caraffa",2786,"Claudio Cuenca y Gato y Mancha","10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Reg - 18 Reg - 19 Ida - D10 Ida - ",-31.38683,-64.21577
"C2309","Caraffa",2934,"Luis Galeano y Pedroni","14 Reg - ",-31.38619,-64.2178
"C2312","Goycoechea",3370,"Albornoz y Rodriguez del Busto","14 Reg - ",-31.37826,-64.22319
"C2313","Rodriguez del Busto",2817,"Goycoechea y Bacacay","14 Reg - ",-31.37584,-64.22277
"C2314","Rodriguez del Busto",3068,"Roberto Viola y Los Granaderos","14 Reg - ",-31.37336,-64.2222
"C2315","Rodriguez del Busto",3174,"Los Granaderos y Dinosaurio Mall","14 Reg - ",-31.37147,-64.2218
"C2316","Rodriguez del Busto",3523,"Frente Dinosaurio Mall","14 Reg - ",-31.36767,-64.22085
"C2317","La Cordillera",3500,"Frente Orfeo","14 Reg - ",-31.36551,-64.2216
"C2318","La Cordillera",3850,"Juan Cruz Varela y Bustamante","14 Reg - ",-31.3642,-64.22474
"C2319","La Cordillera",4046,"Capdevila y Gavier","14 Reg - ",-31.36304,-64.22738
"C2320","La Cordillera",4294,"Matel de los Rios y Obispo Mercadillo","14 Reg - ",-31.36195,-64.22991
"C2321","La Cordillera",4568,"Pizarro y Buteler","14 Reg - ",-31.3611,-64.23186
"C2322","La Cordillera",4700,"Manuel Lopez y Candonga","14 Reg - ",-31.35992,-64.23463
"C2323","La Cordillera",4822,"Blanqui y El Gaucho","14 Reg - ",-31.3597,-64.23515
"C2324","Rafael Nuñez",5220,"Nudo Vial y Gaviola","10 Ida - 12 Ida - 14 Reg - 15 Reg - 17 Reg - 18 Reg - ",-31.35588,-64.24259
"C2325","Rafael Nuñez",5471,"Pappin y Parmenio Ferrer","10 Reg - 14 Reg - 18 Ida - ",-31.352947,-64.245862
"C2326","Potel Junot",6184,"Rafael Nuñez y Francisco de Olea","14 Reg - 17 Reg - ",-31.35044,-64.24668
"C2329","Potel Junot",6751,"Oddone y Elkin","14 Reg - 17 Reg - ",-31.34584,-64.24254
"C2332","Los Alemanes",5979,"Frente Plaza","14 Reg - ",-31.34328,-64.24523
"C2338","Fermin Martin",9999,"Esquina con Gritti","14 Reg - ",-31.33741,-64.24599
"C2342","Fermin Martin",8043,"Bejanele y Cabalen","14 Reg - 17 Reg - ",-31.33023,-64.24687
"C2345","Calviño",8130,"Cabalen y Anticaglia","14 Reg - 17 Reg - ",-31.32898,-64.25411
"C2346","Calviño",8200,"Patria y Ovides","14 Reg - 17 Reg - ",-31.32797,-64.25411
"C2347","Calviño",8287,"Ovides y Bossola","14 Reg - 17 Reg - ",-31.32606,-64.25412
"C2348","Calviño",8550,"Marimon y Bucci","14 Reg - 17 Reg - ",-31.32465,-64.25413
"C2350","Pizzolatto",6894,"Esquina con Ortega","14 Reg - 17 Reg - ",-31.32247,-64.25652
"C2351","Ortega",8800,"Roatta y Marimon","14 Reg - ",-31.32103,-64.25643
"C2352","Marimon",9999,"Julian Elguea y Amuchastegui","14 Reg - 17 Reg - ",-31.32062,-64.255
"C2353","Amuchastegui",8614,"Frente a la Plaza","14 Reg - ",-31.31891,-64.25576
"C2354","Amuchastegui",8739,"Ibaguren y Tomasini","14 Reg - ",-31.31728,-64.25688
"C2355","Peña",9999,"Esquina con Borda","14 Reg - ",-31.31637,-64.25751
"C2356","Borda",9999,"Esquina con Calle Publica","14 Reg - ",-31.31665,-64.25926
"C2357","Unidad Nacional",300,"Casilla","11 Ida - 15 Ida - ",-31.30698,-64.2871
"C2358","Peron",211,"Auzzani y Pucara","11 Ida - 15 Ida - ",-31.30777,-64.28509
"C2359","Peron",69,"Del Llano y Linco","11 Ida - 15 Ida - ",-31.30845,-64.28235
"C2360","Peron",15,"Esquina con Goycoechea","11 Ida - ",-31.3086,-64.28069
"C2361","Donato Alvarez",9943,"Maiten y Lancun","11 Ida - ",-31.31045,-64.27883
"C2362","Donato Alvarez",9800,"Estacion de Servicio","11 Ida - ",-31.31174,-64.27787
"C2363","Donato Alvarez",9609,"Yafu y Boro","11 Ida - ",-31.31318611,-64.276875
"C2364","Donato Alvarez",9426,"Boro y Loncoche","11 Ida - ",-31.31479167,-64.27574722
"C2366","Arrayan",9133,"Cauque y Molleyaco","11 Ida - 15 Ida - ",-31.32031944,-64.27450833
"C2367","Molleyaco",7729,"Niyeu y Donato Alvarez","11 Ida - 15 Reg - ",-31.32012222,-64.27312778
"C2368","Cauque",7450,"Coligue y Chacal","11 Ida - ",-31.31829,-64.27112
"C2369","Cauque",7300,"Matra y Kawal","11 Ida - ",-31.31701,-64.26863
"C2370","Tabacue",9143,"Cauque y Casuati","11 Ida - ",-31.31652,-64.2671
"C2371","Tabacue",8927,"Casuati y Vulcan","11 Ida - ",-31.31815,-64.26598
"C2372","Tabacue",8770,"Chaquira y Cambaceres","11 Ida - ",-31.31942,-64.26521
"C2373","Tipayante",7500,"Tabacue y Sin Datos","11 Ida - ",-31.32113,-64.26605
"C2374","Tipayante",7687,"Chacal y Donato Alvarez","11 Ida - ",-31.32271,-64.26913
"C2375","Donato Alvarez",8423,"Malalco y Piedra Labrada","11 Ida - ",-31.32515,-64.26843
"C2376","Donato Alvarez",8253,"Mogrovejo y Agua de la Pilona","11 Ida - 15 Ida - ",-31.32714,-64.267
"C2377","Donato Alvarez",8011,"Alcalifes y Tomas Garzon","11 Ida - 15 Ida - ",-31.32958,-64.26534
"C2381","Donato Alvarez",7410,"Frente Arguello Juniors","11 Ida - 15 Ida - ",-31.33605,-64.26161
"C2382","Donato Alvarez",7335,"Dispensario","11 Ida - 12 Reg - 15 Ida - ",-31.33672,-64.26015
"C2386","Rafael Nuñez",6107,"Esquina Andres Piñero","10 Reg - 11 Ida - 12 Reg - 15 Ida - 18 Ida - ",-31.34614,-64.25066
"C2389","Rafael Nuñez",5600,"Gauss y Papin","10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Ida - 18 Ida - ",-31.35181,-64.24713
"C2391","Rafael Nuñez",5229,"Permenio Ferrer y Astrada Ponce","10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Ida - 18 Ida - ",-31.35438,-64.24436
"C2397","Rafael Nuñez",4121,"del Campillo y Bustos","10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Ida - 18 Ida - 19 Reg - D10 Reg - ",-31.37029,-64.23162
"C2398","Rafael Nuñez",4005,"Bautista Daniel y Victorino Rodriguez","10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Ida - 18 Ida - 19 Reg - D10 Reg - ",-31.37187,-64.23028
"C2399","Rafael Nuñez",3900,"Rique Ferreyra y Beverina","11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Ida - 19 Reg - D10 Reg - ",-31.37385,-64.22858
"C2404","Octavio Pinto",3135,"Democracia y Temistocles Castellano","10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Ida - 18 Ida - 19 Reg - D10 Reg - ",-31.38498,-64.22027
"C2419","Colon",761,"Urquiza y Fragueiro","10 Reg - 11 Ida - 13 Reg - 17 Ida - 19 Reg - D10 Reg - ",-31.4105,-64.19364
"C2421","Gral. Paz",79,"9 de Julio y Dean Funes","11 Ida - ",-31.41429,-64.18617
"C2424","Illia",226,"Ituzaingo y Chacabuco","11 Ida - 14 Ida - ",-31.42177,-64.18298
"C2425","Illia",654,"Balcarce y Transito Caceres","11 Ida - ",-31.42315,-64.17735
"C2426","Sabattini",350,"Frente Taborin","10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Ida - ",-31.42601,-64.17359
"C2507","Sabattini",359,"Frente Taborin","10 Ida - 11 Reg - 12 Ida - 14 Reg - 17 Reg - ",-31.42641,-64.17286
"C2509","San Jeronimo",453,"Parana y Obispo Salguero","10 Ida - 11 Reg - 12 Ida - 17 Reg - ",-31.41894,-64.17832
"C2511","27 de Abril",340,"Belgrano y Ayacucho","11 Reg - 13 Ida - 14 Reg - 17 Reg - 18 Reg - 19 Ida - D10 Ida - ",-31.41585,-64.18867
"C2512","Corro",37,"27 de Abril y Dean Funes","10 Ida - 11 Reg - 12 Ida - 15 Reg - ",-31.41405,-64.19378
"C2513","Fragueiro",260,"Colon y Santa Rosa","10 Ida - 11 Reg - 12 Ida - 15 Reg - ",-31.4105,-64.19245
"C2514","Humberto Primo",850,"Urquiza y Avellaneda","10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 19 Ida - D10 Ida - ",-31.40686,-64.19273
"C2527","Octavio Pinto",3150,"Temistocles Castellano y Manuel Quintana","10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Reg - 18 Reg - 19 Ida - D10 Ida - ",-31.38472,-64.22039
"C2528","Octavio Pinto",3318,"Javier Lopez y Sagrada Familia","11 Reg - 15 Reg - 17 Reg - ",-31.38311,-64.22257
"C2531","Rafael Nuñez",3736,"Burger y Alameda","10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Reg - 18 Reg - 19 Ida - D10 Ida - ",-31.375182,-64.22712
"C2542","Rafael Nuñez",5752,"Potel Junot y Lo Celso","10 Ida - 11 Reg - 12 Ida - 15 Reg - 18 Reg - ",-31.35105,-64.247629
"C2543","Rafael Nuñez",6004,"Taravella y Martinez","10 Ida - 11 Reg - 12 Ida - 15 Reg - 18 Reg - ",-31.34784,-64.24951
"C2547","Donato Alvarez",7393,"Ataguille y Sin Datos","11 Reg - 12 Ida - 15 Reg - ",-31.33638,-64.2607
"C2549","Donato Alvarez",7796,"Massetti y Tehuelches","11 Reg - 15 Reg - ",-31.33205,-64.26284
"C2550","Donato Alvarez",7996,"Massetti y Rodolfo Medica","11 Reg - 15 Reg - ",-31.32978,-64.26509
"C2552","Donato Alvarez",8524,"Malalco y Sin Datos","11 Reg - ",-31.32502,-64.26839
"C2553","Donato Alvarez",8612,"Malalco y Tipayante","11 Reg - ",-31.32376,-64.26927
"C2554","Chaquira",7688,"Donato Alvarez y","11 Reg - ",-31.32174,-64.26971
"C2555","Chaquira",7500,"Argentina y Alvarez Jonte","11 Reg - ",-31.3204,-64.26711
"C2556","Chaquira",7405,"Alvarez Jonte y Tabacue","11 Reg - ",-31.31963,-64.26557
"C2557","Tabacue",8930,"Vulcan y Casuhati","11 Reg - ",-31.31835,-64.26584
"C2558","Cauque",7300,"Tabacue y Llancaquen","11 Reg - ",-31.31632,-64.26728
"C2559","Cauque",7400,"Kawall y Matra","11 Reg - ",-31.31704,-64.26879
"C2560","Cauque",7500,"Laques y Chacal","11 Reg - ",-31.31784,-64.27027
"C2561","Cauque",7672,"Coligue y Donato Alvarez","11 Reg - ",-31.318614,-64.2715
"C2562","Donato Alvarez",9351,"Auquinco y Quilloamira","11 Reg - 15 Reg - ",-31.316997,-64.27395
"C2563","Donato Alvarez",9596,"Loncoche y Boro","11 Reg - ",-31.31428056,-64.27587222
"C2564","Donato Alvarez",9760,"Yafu y Lancun","11 Reg - ",-31.31220833,-64.27732778
"C2565","Donato Alvarez",9960,"Llancafu y Amazonas","11 Reg - ",-31.31002,-64.27896
"C2566","Peron",50,"Esquina con Goycoechea","11 Reg - ",-31.3084,-64.28034
"C2569","Peron",9999,"Esquina Auzzani","11 Reg - ",-31.30724,-64.28764
"C2573","Linco",10000,"Maloca y Malten","15 Ida - ",-31.30969,-64.28129
"C2574","Linco",9725,"Quilca y Boro","15 Ida - ",-31.31263,-64.28228
"C2575","Linco",9500,"Loncoche y Cruz Alta","15 Ida - ",-31.31403,-64.28276
"C2576","Cruz Alta",8308,"Linco y Chicalco","15 Ida - ",-31.315,-64.28142
"C2577","Cruz Alta",8176,"Lighen y Curaco","15 Ida - ",-31.3156,-64.27898
"C2578","Cruz Alta",8000,"Curaco y Rincon de Luna","15 Ida - ",-31.31589,-64.27783
"C2580","Donato Alvarez",9200,"Auquinco y Cauque","11 Ida - 15 Ida - ",-31.31861389,-64.27306667
"C2582","Molleyaco",7994,"Arrayan y Pehuenches","15 Ida - ",-31.32143333,-64.27576667
"C2583","Molleyaco",8097,"Pehuenches y Yupaqui","15 Ida - ",-31.32245,-64.27771
"C2584","Molleyaco",8261,"Payen y San Pedro Toyos","15 Ida - ",-31.32398,-64.28067
"C2585","Molleyaco",8338,"Payen y San Pedro Toyos","15 Ida - ",-31.32451,-64.28162
"C2586","San Pedro Toyos",8400,"Molleyaco y Piedra Labrada","15 Ida - ",-31.32499,-64.28261
"C2587","Piedra Labrada",8337,"San Pedro Toyo y Cashuati","15 Ida - ",-31.32552,-64.28146
"C2588","Piedra Labrada",8266,"Huayana y Sinchi Roca","15 Ida - ",-31.32556,-64.27968
"C2589","Piedra Labrada",8100,"Payen y Yupanqui","15 Ida - ",-31.32561,-64.27793
"C2590","Piedra Labrada",8000,"Tipayante y Charruas","15 Ida - ",-31.32561,-64.27793
"C2591","Piedra Labrada",7865,"Huarpes y Arrayan","15 Ida - ",-31.32578,-64.2711
"C2592","Piedra Labrada",7710,"Onas y Donato Alvarez","15 Ida - ",-31.32585,-64.26875
"C2595","Donato Alvarez",7900,"Rodolfo Medica y Querandies","11 Ida - 15 Ida - ",-31.33084,-64.26446
"C2596","Donato Alvarez",7750,"Tehuelches y Fangio","11 Ida - 15 Ida - ",-31.33196,-64.26314
"C2597","Donato Alvarez",7629,"Donato Alvarez y Pozo de la Loma","11 Ida - 12 Ida - 15 Ida - ",-31.33307,-64.2623
"C2600","Donato Alvarez",7139,"Frente Blas Pascal","11 Ida - 12 Ida - 15 Ida - ",-31.3386,-64.25735
"C2601","Donato Alvarez",6600,"Frente CPC","15 Ida - ",-31.34106,-64.25465
"C2602","Rafael Nuñez",6348,"Francisco Aston y Nicasio","10 Reg - 11 Ida - 12 Reg - 15 Ida - 18 Ida - ",-31.34412,-64.25191
"C2657","Illia",264,"Ver","15 Ida - ",-31.42177,-64.18298
"C2726","Bajada Pucara",9999,"Ferroviarios y Peron","15 Reg - ",-31.42834,-64.16957
"C2727","Peron",9999,"Frente Terminal","15 Reg - ",-31.42202,-64.17479
"C2728","San Jeronimo",539,"Balcarce y Obispo Salguero","15 Reg - ",-31.41924,-64.17736
"C2729","San Jeronimo",378,"Santiego del Estero","15 Reg - ",-31.41865,-64.17955
"C2730","27 de Abril",75,"Frente Catedral","15 Reg - ",-31.41745,-64.18328
"C2731","27 de Abril",359,"Belgrano y Ayacucho","10 Ida - 12 Ida - 15 Reg - ",-31.41578,-64.18868
"C2786","Donato Alvarez",7668,"Paso de la Loma y Cesar Milone","11 Reg - 15 Reg - ",-31.33394,-64.26228
"C2789","Donato Alvarez",8230,"Agua de la Pilona y Mogrovejo","11 Reg - 15 Reg - ",-31.32733,-64.26674
"C2790","Piedra Labrada",7800,"Donato Alvarez y Onas","15 Reg - ",-31.32581,-64.26863
"C2791","Piedra Labrada",7890,"Arrayan y Huarpes","15 Reg - ",-31.32576,-64.27098
"C2792","Piedra Labrada",8014,"Charruas y Tipayante","15 Reg - ",-31.32576,-64.27098
