"trip_id","stop_id","stop_sequence","is_timepoint","shape_dist_traveled"
"10.reg","C1305",13,,
"10.reg","C1311",14,,
"10.reg","C1312",15,,
"10.reg","C1313",16,,
"10.reg","C1316",17,,
"10.reg","C1317",18,,
"10.reg","C1318",19,,
"10.reg","C1320",20,,
"10.reg","C1324",21,,
"10.reg","C1327",22,,
"10.reg","C1329",23,,
"10.reg","C1333",24,,
"10.reg","C1334",25,,
"10.reg","C1340",26,,
"10.reg","C1341",27,,
"10.reg","C1351",28,,
"10.reg","C1352",29,,
"10.reg","C1367",30,,
"10.reg","C1370",31,,
"10.reg","C1373",32,,
"10.reg","C1374",33,,
"10.reg","C1375",34,,
"10.reg","C1376",35,,
"10.reg","C1377",36,,
"10.reg","C1380",37,,
"10.reg","C1476",38,,
"10.reg","C1481",39,,
"10.reg","C1483",40,,
"10.reg","C1484",41,,
"10.reg","C1485",42,,
"10.reg","C1486",43,,
"10.reg","C1663",44,,
"10.reg","C1669",45,,
"10.reg","C1672",46,,
"10.reg","C1728",47,,
"10.reg","C1744",48,,
"10.reg","C1745",49,,
"10.reg","C1749",50,,
"10.reg","C1949",51,,
"10.reg","C1958",52,,
"10.reg","C1971",53,,
"10.reg","C1978",54,,
"10.reg","C1982",55,,
"10.reg","C1989",56,,
"10.reg","C1994",57,,
"10.reg","C2191",58,,
"10.reg","C2325",59,,
"10.reg","C2386",60,,
"10.reg","C2389",61,,
"10.reg","C2391",62,,
"10.reg","C2397",63,,
"10.reg","C2398",64,,
"10.reg","C2404",65,,
"10.reg","C2419",66,,
"10.reg","C2426",67,,
"10.reg","C2602",68,,
"10.reg","C2830",69,,
"10.reg","C2841",70,,
"10.reg","C2845",71,,
"10.reg","C2860",72,,
"10.reg","C2997",73,,
"10.reg","C2998",74,,
"10.reg","C2999",75,,
"10.reg","C3007",76,,
"10.reg","C3008",77,,
"10.reg","C3009",78,,
"10.reg","C3016",79,,
"10.reg","C3017",80,,
"10.reg","C3020",81,,
"10.reg","C3022",82,,
"10.reg","C3023",83,,
"10.reg","C3029",84,,
"10.reg","C3030",85,,
"10.reg","C3032",86,,
"67.reg","C0077",1,,
"67.reg","C0194",2,,
"67.reg","C0196",3,,
"67.reg","C0197",4,,
"67.reg","C0202",5,,
"67.reg","C0203",6,,
"67.reg","C0205",7,,
"67.reg","C0206",8,,
"67.reg","C0369",9,,
"67.reg","C0370",10,,
"67.reg","C0520",11,,
"67.reg","C0538",12,,
"67.reg","C0539",13,,
"67.reg","C0542",14,,
"67.reg","C0841",15,,
"67.reg","C1124",16,,
"67.reg","C1125",17,,
"67.reg","C1126",18,,
"67.reg","C1127",19,,
"67.reg","C1128",20,,
"67.reg","C1129",21,,
"67.reg","C1130",22,,
"67.reg","C1131",23,,
"67.reg","C1132",24,,
"67.reg","C1133",25,,
"67.reg","C1134",26,,
"67.reg","C1135",27,,
"67.reg","C1136",28,,
"67.reg","C1137",29,,
"67.reg","C1138",30,,
"67.reg","C1139",31,,
"67.reg","C1140",32,,
"67.reg","C1141",33,,
"67.reg","C1142",34,,
"67.reg","C1144",35,,
"67.reg","C1145",36,,
"67.reg","C1146",37,,
"67.reg","C1147",38,,
"67.reg","C1148",39,,
"67.reg","C1149",40,,
"67.reg","C1151",41,,
"67.reg","C1152",42,,
"67.reg","C1153",43,,
"67.reg","C1154",44,,
"67.reg","C1155",45,,
"67.reg","C1156",46,,
"67.reg","C1157",47,,
"67.reg","C1158",48,,
"67.reg","C1159",49,,
"67.reg","C1160",50,,
"67.reg","C1161",51,,
"67.reg","C1162",52,,
"67.reg","C1163",53,,
"67.reg","C1164",54,,
"67.reg","C1165",55,,
"67.reg","C1166",56,,
"67.reg","C1167",57,,
"67.reg","C1168",58,,
"67.reg","C1169",59,,
"67.reg","C1170",60,,
"67.reg","C1171",61,,
"67.reg","C1178",62,,
"67.reg","C1179",63,,
"67.reg","C1180",64,,
"67.reg","C1681",65,,
"67.reg","C1682",66,,
"67.reg","C2929",67,,
"67.reg","C3395",68,,
"67.reg","C3396",69,,
"67.reg","C3397",70,,
"65.reg","C0074",1,,
"65.reg","C0075",2,,
"65.reg","C0077",3,,
"65.reg","C0079",4,,
"65.reg","C0081",5,,
"65.reg","C0082",6,,
"65.reg","C0083",7,,
"65.reg","C0084",8,,
"65.reg","C0085",9,,
"65.reg","C0088",10,,
"65.reg","C0089",11,,
"65.reg","C0090",12,,
"65.reg","C0092",13,,
"65.reg","C0093",14,,
"65.reg","C0094",15,,
"65.reg","C0095",16,,
"65.reg","C0100",17,,
"65.reg","C0103",18,,
"65.reg","C0104",19,,
"65.reg","C0106",20,,
"65.reg","C0107",21,,
"65.reg","C0110",22,,
"65.reg","C0111",23,,
"65.reg","C0112",24,,
"65.reg","C0113",25,,
"65.reg","C0125",26,,
"65.reg","C0126",27,,
"65.reg","C0127",28,,
"65.reg","C0128",29,,
"65.reg","C0129",30,,
"65.reg","C0130",31,,
"65.reg","C0131",32,,
"65.reg","C0132",33,,
"65.reg","C0133",34,,
"65.reg","C0134",35,,
"65.reg","C0135",36,,
"65.reg","C0136",37,,
"65.reg","C0137",38,,
"65.reg","C0142",39,,
"65.reg","C0267",40,,
"65.reg","C0353",41,,
"65.reg","C0355",42,,
"65.reg","C0361",43,,
"65.reg","C0362",44,,
"65.reg","C0381",45,,
"65.reg","C0412",46,,
"65.reg","C0509",47,,
"65.reg","C0510",48,,
"65.reg","C0511",49,,
"65.reg","C0512",50,,
"65.reg","C0548",51,,
"65.reg","C0560",52,,
"65.reg","C0561",53,,
"65.reg","C0562",54,,
"65.reg","C0563",55,,
"65.reg","C0564",56,,
"65.reg","C0565",57,,
"65.reg","C0566",58,,
"65.reg","C0567",59,,
"65.reg","C0568",60,,
"65.reg","C0569",61,,
"65.reg","C0570",62,,
"65.reg","C0571",63,,
"65.reg","C0572",64,,
"65.reg","C0573",65,,
"65.reg","C0582",66,,
"65.reg","C0705",67,,
"65.reg","C0716",68,,
"65.reg","C0986",69,,
"65.reg","C1142",70,,
"65.reg","C1446",71,,
"65.reg","C2820",72,,
"65.reg","C2821",73,,
"65.reg","C2822",74,,
"65.reg","C3031",75,,
"65.reg","C3033",76,,
"65.reg","C3034",77,,
"65.reg","C3035",78,,
"65.reg","C3046",79,,
"65.reg","C3047",80,,
"65.reg","C3048",81,,
"10.ida","C0906",1,,
"10.ida","C0908",2,,
"10.ida","C1197",3,,
"10.ida","C1198",4,,
"10.ida","C1199",5,,
"10.ida","C1200",6,,
"10.ida","C1206",7,,
"10.ida","C1207",8,,
"10.ida","C1212",9,,
"10.ida","C1217",10,,
"10.ida","C1222",11,,
"10.ida","C1223",12,,
"10.ida","C1232",13,,
"10.ida","C1245",14,,
"10.ida","C1246",15,,
"10.ida","C1250",16,,
"10.ida","C1251",17,,
"10.ida","C1253",18,,
"10.ida","C1258",19,,
"10.ida","C1261",20,,
"10.ida","C1266",21,,
"10.ida","C1267",22,,
"10.ida","C1270",23,,
"10.ida","C1274",24,,
"10.ida","C1275",25,,
"10.ida","C1276",26,,
"10.ida","C1277",27,,
"10.ida","C1278",28,,
"10.ida","C1279",29,,
"10.ida","C1280",30,,
"10.ida","C1281",31,,
"10.ida","C1282",32,,
"10.ida","C1283",33,,
"10.ida","C1415",34,,
"10.ida","C1420",35,,
"10.ida","C1423",36,,
"10.ida","C1424",37,,
"10.ida","C1533",38,,
"10.ida","C1537",39,,
"10.ida","C1538",40,,
"10.ida","C1544",41,,
"10.ida","C1548",42,,
"10.ida","C1552",43,,
"10.ida","C1554",44,,
"10.ida","C1858",45,,
"10.ida","C1863",46,,
"10.ida","C1868",47,,
"10.ida","C1873",48,,
"10.ida","C1875",49,,
"10.ida","C1879",50,,
"10.ida","C1884",51,,
"10.ida","C2034",52,,
"10.ida","C2036",53,,
"10.ida","C2050",54,,
"10.ida","C2059",55,,
"10.ida","C2061",56,,
"10.ida","C2280",57,,
"10.ida","C2287",58,,
"10.ida","C2308",59,,
"10.ida","C2324",60,,
"10.ida","C2507",61,,
"10.ida","C2509",62,,
"10.ida","C2512",63,,
"10.ida","C2513",64,,
"10.ida","C2514",65,,
"10.ida","C2527",66,,
"10.ida","C2531",67,,
"10.ida","C2542",68,,
"10.ida","C2543",69,,
"10.ida","C2731",70,,
"10.ida","C2894",71,,
"10.ida","C2895",72,,
"10.ida","C2900",73,,
"10.ida","C2903",74,,
"10.ida","C2904",75,,
"10.ida","C2912",76,,
"10.ida","C2913",77,,
"10.ida","C2915",78,,
"10.ida","C2919",79,,
"10.ida","C2946",80,,
"10.ida","C2947",81,,
"10.ida","C2948",82,,
"10.ida","C2949",83,,
"10.ida","C2950",84,,
"10.ida","C2953",85,,
"10.ida","C2959",86,,
"10.ida","C2984",87,,
"67.ida","C0207",1,,
"67.ida","C0208",2,,
"67.ida","C0209",3,,
"67.ida","C0210",4,,
"67.ida","C0211",5,,
"67.ida","C0219",6,,
"67.ida","C0311",7,,
"67.ida","C0312",8,,
"67.ida","C0313",9,,
"67.ida","C0317",10,,
"67.ida","C0482",11,,
"67.ida","C0483",12,,
"67.ida","C0498",13,,
"67.ida","C1068",14,,
"67.ida","C1069",15,,
"67.ida","C1074",16,,
"67.ida","C1075",17,,
"67.ida","C1076",18,,
"67.ida","C1080",19,,
"67.ida","C1081",20,,
"67.ida","C1082",21,,
"67.ida","C1083",22,,
"67.ida","C1084",23,,
"67.ida","C1085",24,,
"67.ida","C1086",25,,
"67.ida","C1087",26,,
"67.ida","C1088",27,,
"67.ida","C1089",28,,
"67.ida","C1090",29,,
"67.ida","C1091",30,,
"67.ida","C1092",31,,
"67.ida","C1093",32,,
"67.ida","C1094",33,,
"67.ida","C1095",34,,
"67.ida","C1096",35,,
"67.ida","C1097",36,,
"67.ida","C1098",37,,
"67.ida","C1100",38,,
"67.ida","C1101",39,,
"67.ida","C1102",40,,
"67.ida","C1103",41,,
"67.ida","C1104",42,,
"67.ida","C1105",43,,
"67.ida","C1106",44,,
"67.ida","C1107",45,,
"67.ida","C1108",46,,
"67.ida","C1109",47,,
"67.ida","C1110",48,,
"67.ida","C1111",49,,
"67.ida","C1112",50,,
"67.ida","C1113",51,,
"67.ida","C1114",52,,
"67.ida","C1115",53,,
"67.ida","C1116",54,,
"67.ida","C1117",55,,
"67.ida","C1118",56,,
"67.ida","C1119",57,,
"67.ida","C1120",58,,
"67.ida","C1121",59,,
"67.ida","C1122",60,,
"67.ida","C1123",61,,
"67.ida","C2820",62,,
"67.ida","C3398",63,,
"67.ida","C3399",64,,
"67.ida","C3400",65,,
"66.reg","C0022",1,,
"66.reg","C0026",2,,
"66.reg","C0029",3,,
"66.reg","C0044",4,,
"66.reg","C0175",5,,
"66.reg","C0187",6,,
"66.reg","C0291",7,,
"66.reg","C0294",8,,
"66.reg","C0304",9,,
"66.reg","C0433",10,,
"66.reg","C0434",11,,
"66.reg","C0435",12,,
"66.reg","C0467",13,,
"66.reg","C0624",14,,
"66.reg","C0961",15,,
"66.reg","C0962",16,,
"66.reg","C0963",17,,
"66.reg","C0964",18,,
"66.reg","C0965",19,,
"66.reg","C0966",20,,
"66.reg","C0967",21,,
"66.reg","C0968",22,,
"66.reg","C0969",23,,
"66.reg","C0970",24,,
"66.reg","C0971",25,,
"66.reg","C0972",26,,
"66.reg","C0973",27,,
"66.reg","C0974",28,,
"66.reg","C0975",29,,
"66.reg","C0976",30,,
"66.reg","C0977",31,,
"66.reg","C0978",32,,
"66.reg","C0979",33,,
"66.reg","C0980",34,,
"66.reg","C0981",35,,
"66.reg","C0982",36,,
"66.reg","C0983",37,,
"66.reg","C0984",38,,
"66.reg","C0986",39,,
"66.reg","C0988",40,,
"66.reg","C0989",41,,
"66.reg","C0990",42,,
"66.reg","C0991",43,,
"66.reg","C0993",44,,
"66.reg","C0996",45,,
"66.reg","C0999",46,,
"66.reg","C1000",47,,
"66.reg","C1001",48,,
"66.reg","C1002",49,,
"66.reg","C1003",50,,
"66.reg","C1004",51,,
"66.reg","C1005",52,,
"66.reg","C1006",53,,
"66.reg","C3405",54,,
"66.reg","C3406",55,,
"66.reg","C3407",56,,
"13.ida","C0207",1,,
"13.ida","C0208",2,,
"13.ida","C0209",3,,
"13.ida","C0210",4,,
"13.ida","C0211",5,,
"13.ida","C1069",6,,
"13.ida","C1245",7,,
"13.ida","C1246",8,,
"13.ida","C1250",9,,
"13.ida","C1251",10,,
"13.ida","C1253",11,,
"13.ida","C1258",12,,
"13.ida","C1261",13,,
"13.ida","C1266",14,,
"13.ida","C1267",15,,
"13.ida","C1526",16,,
"13.ida","C1531",17,,
"13.ida","C1533",18,,
"13.ida","C1537",19,,
"13.ida","C1538",20,,
"13.ida","C1544",21,,
"13.ida","C1548",22,,
"13.ida","C1552",23,,
"13.ida","C1554",24,,
"13.ida","C1558",25,,
"13.ida","C1559",26,,
"13.ida","C1560",27,,
"13.ida","C1561",28,,
"13.ida","C1563",29,,
"13.ida","C1564",30,,
"13.ida","C1565",31,,
"13.ida","C1566",32,,
"13.ida","C1567",33,,
"13.ida","C1568",34,,
"13.ida","C1569",35,,
"13.ida","C1570",36,,
"13.ida","C1571",37,,
"13.ida","C1572",38,,
"13.ida","C1573",39,,
"13.ida","C1574",40,,
"13.ida","C1575",41,,
"13.ida","C1576",42,,
"13.ida","C1577",43,,
"13.ida","C1578",44,,
"13.ida","C1579",45,,
"13.ida","C1580",46,,
"13.ida","C1581",47,,
"13.ida","C1582",48,,
"13.ida","C1583",49,,
"13.ida","C1584",50,,
"13.ida","C1585",51,,
"13.ida","C1586",52,,
"13.ida","C1587",53,,
"13.ida","C1588",54,,
"13.ida","C1589",55,,
"13.ida","C1590",56,,
"13.ida","C1591",57,,
"13.ida","C1592",58,,
"13.ida","C1593",59,,
"13.ida","C1858",60,,
"13.ida","C1863",61,,
"13.ida","C1868",62,,
"13.ida","C1873",63,,
"13.ida","C1875",64,,
"13.ida","C1879",65,,
"13.ida","C2071",66,,
"13.ida","C2293",67,,
"13.ida","C2308",68,,
"13.ida","C2511",69,,
"13.ida","C2514",70,,
"13.ida","C2527",71,,
"13.ida","C2531",72,,
"13.ida","C2820",73,,
"13.ida","C3398",74,,
"13.ida","C3399",75,,
"13.ida","C3400",76,,
"61.reg","C0092",1,,
"61.reg","C0220",2,,
"61.reg","C0548",3,,
"61.reg","C0675",4,,
"61.reg","C0676",5,,
"61.reg","C0677",6,,
"61.reg","C0678",7,,
"61.reg","C0679",8,,
"61.reg","C0680",9,,
"61.reg","C0681",10,,
"61.reg","C0682",11,,
"61.reg","C0683",12,,
"61.reg","C0684",13,,
"61.reg","C0685",14,,
"61.reg","C0686",15,,
"61.reg","C0687",16,,
"61.reg","C0688",17,,
"61.reg","C0689",18,,
"61.reg","C0690",19,,
"61.reg","C0691",20,,
"61.reg","C0692",21,,
"61.reg","C0693",22,,
"61.reg","C0694",23,,
"61.reg","C0695",24,,
"61.reg","C0696",25,,
"61.reg","C0698",26,,
"61.reg","C0699",27,,
"61.reg","C0700",28,,
"61.reg","C0701",29,,
"61.reg","C0702",30,,
"61.reg","C0703",31,,
"61.reg","C0704",32,,
"61.reg","C0705",33,,
"61.reg","C0711",34,,
"61.reg","C0716",35,,
"61.reg","C0717",36,,
"61.reg","C0718",37,,
"61.reg","C0719",38,,
"61.reg","C0720",39,,
"61.reg","C0721",40,,
"61.reg","C0722",41,,
"61.reg","C0723",42,,
"61.reg","C0724",43,,
"61.reg","C0725",44,,
"61.reg","C0726",45,,
"61.reg","C0727",46,,
"61.reg","C0728",47,,
"61.reg","C0729",48,,
"61.reg","C0730",49,,
"61.reg","C0731",50,,
"61.reg","C0732",51,,
"61.reg","C0733",52,,
"61.reg","C0734",53,,
"61.reg","C0735",54,,
"61.reg","C0737",55,,
"61.reg","C0814",56,,
"61.reg","C0847",57,,
"61.reg","C0848",58,,
"61.reg","C0871",59,,
"61.reg","C1017",60,,
"61.reg","C1018",61,,
"61.reg","C3120",62,,
"59.reg","C0812",1,,
"13.reg","C0191",1,,
"13.reg","C0194",2,,
"13.reg","C0196",3,,
"13.reg","C0197",4,,
"13.reg","C0202",5,,
"13.reg","C0203",6,,
"13.reg","C0205",7,,
"13.reg","C0206",8,,
"13.reg","C0629",9,,
"13.reg","C1014",10,,
"13.reg","C1311",11,,
"13.reg","C1313",12,,
"13.reg","C1318",13,,
"13.reg","C1320",14,,
"13.reg","C1324",15,,
"13.reg","C1327",16,,
"13.reg","C1329",17,,
"13.reg","C1334",18,,
"13.reg","C1594",19,,
"13.reg","C1595",20,,
"13.reg","C1596",21,,
"13.reg","C1597",22,,
"13.reg","C1598",23,,
"13.reg","C1599",24,,
"13.reg","C1600",25,,
"13.reg","C1601",26,,
"13.reg","C1602",27,,
"13.reg","C1603",28,,
"13.reg","C1604",29,,
"13.reg","C1623",30,,
"13.reg","C1624",31,,
"13.reg","C1625",32,,
"13.reg","C1626",33,,
"13.reg","C1627",34,,
"13.reg","C1628",35,,
"13.reg","C1629",36,,
"13.reg","C1630",37,,
"13.reg","C1631",38,,
"13.reg","C1632",39,,
"13.reg","C1633",40,,
"13.reg","C1634",41,,
"13.reg","C1635",42,,
"13.reg","C1636",43,,
"13.reg","C1637",44,,
"13.reg","C1638",45,,
"13.reg","C1639",46,,
"13.reg","C1640",47,,
"13.reg","C1641",48,,
"13.reg","C1642",49,,
"13.reg","C1643",50,,
"13.reg","C1644",51,,
"13.reg","C1645",52,,
"13.reg","C1646",53,,
"13.reg","C1647",54,,
"13.reg","C1648",55,,
"13.reg","C1649",56,,
"13.reg","C1653",57,,
"13.reg","C1660",58,,
"13.reg","C1663",59,,
"13.reg","C1669",60,,
"13.reg","C1672",61,,
"13.reg","C1674",62,,
"13.reg","C1681",63,,
"13.reg","C1682",64,,
"13.reg","C1728",65,,
"13.reg","C1744",66,,
"13.reg","C1745",67,,
"13.reg","C1749",68,,
"13.reg","C1949",69,,
"13.reg","C1956",70,,
"13.reg","C1971",71,,
"13.reg","C2191",72,,
"13.reg","C2397",73,,
"13.reg","C2398",74,,
"13.reg","C2399",75,,
"13.reg","C2404",76,,
"13.reg","C2419",77,,
"13.reg","C2929",78,,
"13.reg","C3395",79,,
"13.reg","C3396",80,,
"13.reg","C3397",81,,
"16.ida","C0207",1,,
"16.ida","C0208",2,,
"16.ida","C0209",3,,
"16.ida","C0210",4,,
"16.ida","C0211",5,,
"16.ida","C0212",6,,
"16.ida","C0220",7,,
"16.ida","C0548",8,,
"16.ida","C0711",9,,
"16.ida","C0847",10,,
"16.ida","C0848",11,,
"16.ida","C0852",12,,
"16.ida","C1017",13,,
"16.ida","C1351",14,,
"16.ida","C1352",15,,
"16.ida","C1370",16,,
"16.ida","C1476",17,,
"16.ida","C1481",18,,
"16.ida","C1483",19,,
"16.ida","C1486",20,,
"16.ida","C1989",21,,
"16.ida","C1994",22,,
"16.ida","C2838",23,,
"16.ida","C2841",24,,
"16.ida","C2845",25,,
"16.ida","C2848",26,,
"16.ida","C2859",27,,
"16.ida","C2860",28,,
"16.ida","C2863",29,,
"16.ida","C2864",30,,
"16.ida","C2865",31,,
"16.ida","C2866",32,,
"16.ida","C2867",33,,
"16.ida","C2868",34,,
"16.ida","C2869",35,,
"16.ida","C2870",36,,
"16.ida","C2871",37,,
"16.ida","C2872",38,,
"16.ida","C2873",39,,
"16.ida","C2874",40,,
"16.ida","C2875",41,,
"16.ida","C2999",42,,
"16.ida","C3008",43,,
"16.ida","C3009",44,,
"16.ida","C3016",45,,
"16.ida","C3017",46,,
"16.ida","C3020",47,,
"16.ida","C3401",48,,
"16.ida","C3402",49,,
"16.ida","C3403",50,,
"16.ida","C3404",51,,
"16.ida","C3408",52,,
"b.61.ida","C0342",1,,
"b.61.ida","C0343",2,,
"b.61.ida","C0344",3,,
"b.61.ida","C0345",4,,
"b.61.ida","C0346",5,,
"b.61.ida","C0347",6,,
"b.61.ida","C0348",7,,
"b.61.ida","C0349",8,,
"b.61.ida","C0350",9,,
"b.61.ida","C1106",10,,
"b.61.ida","C1107",11,,
"b.61.ida","C1108",12,,
"b.61.ida","C1109",13,,
"b.61.ida","C1110",14,,
"b.61.ida","C1111",15,,
"b.61.ida","C1112",16,,
"b.61.ida","C3200",17,,
"b.61.ida","C3201",18,,
"b.61.ida","C3202",19,,
"b.61.ida","C3203",20,,
"b.61.ida","C3204",21,,
"b.61.ida","C3205",22,,
"12.reg","C1014",1,,
"12.reg","C1015",2,,
"12.reg","C1021",3,,
"12.reg","C1024",4,,
"12.reg","C1304",5,,
"12.reg","C1305",6,,
"12.reg","C1311",7,,
"12.reg","C1320",8,,
"12.reg","C1324",9,,
"12.reg","C1327",10,,
"12.reg","C1329",11,,
"12.reg","C1333",12,,
"12.reg","C1334",13,,
"12.reg","C1340",14,,
"12.reg","C1341",15,,
"12.reg","C1351",16,,
"12.reg","C1352",17,,
"12.reg","C1367",18,,
"12.reg","C1374",19,,
"12.reg","C1375",20,,
"12.reg","C1376",21,,
"12.reg","C1377",22,,
"12.reg","C1380",23,,
"12.reg","C1476",24,,
"12.reg","C1481",25,,
"12.reg","C1483",26,,
"12.reg","C1484",27,,
"12.reg","C1485",28,,
"12.reg","C1486",29,,
"12.reg","C1502",30,,
"12.reg","C1503",31,,
"12.reg","C1538",32,,
"12.reg","C1653",33,,
"12.reg","C1663",34,,
"12.reg","C1672",35,,
"12.reg","C1697",36,,
"12.reg","C1698",37,,
"12.reg","C1699",38,,
"12.reg","C1700",39,,
"12.reg","C1703",40,,
"12.reg","C1704",41,,
"12.reg","C1705",42,,
"12.reg","C1706",43,,
"12.reg","C1707",44,,
"12.reg","C1708",45,,
"12.reg","C1709",46,,
"12.reg","C1710",47,,
"12.reg","C1711",48,,
"12.reg","C1712",49,,
"12.reg","C1713",50,,
"12.reg","C1714",51,,
"12.reg","C1715",52,,
"12.reg","C1716",53,,
"12.reg","C1717",54,,
"12.reg","C1719",55,,
"12.reg","C1720",56,,
"12.reg","C1728",57,,
"12.reg","C1732",58,,
"12.reg","C1737",59,,
"12.reg","C1744",60,,
"12.reg","C1745",61,,
"12.reg","C1749",62,,
"12.reg","C1756",63,,
"12.reg","C1922",64,,
"12.reg","C1949",65,,
"12.reg","C1956",66,,
"12.reg","C1958",67,,
"12.reg","C1971",68,,
"12.reg","C1978",69,,
"12.reg","C1982",70,,
"12.reg","C1989",71,,
"12.reg","C1994",72,,
"12.reg","C2146",73,,
"12.reg","C2172",74,,
"12.reg","C2191",75,,
"12.reg","C2382",76,,
"12.reg","C2386",77,,
"12.reg","C2389",78,,
"12.reg","C2391",79,,
"12.reg","C2397",80,,
"12.reg","C2398",81,,
"12.reg","C2399",82,,
"12.reg","C2404",83,,
"12.reg","C2426",84,,
"12.reg","C2602",85,,
"12.reg","C2830",86,,
"12.reg","C2841",87,,
"12.reg","C2845",88,,
"12.reg","C2860",89,,
"12.reg","C2997",90,,
"12.reg","C2998",91,,
"12.reg","C2999",92,,
"12.reg","C3007",93,,
"12.reg","C3008",94,,
"12.reg","C3009",95,,
"12.reg","C3016",96,,
"12.reg","C3017",97,,
"12.reg","C3029",98,,
"12.reg","C3030",99,,
"12.reg","C3032",100,,
"12.reg","C3371",101,,
"12.reg","C3373",102,,
"15.reg","C1245",1,,
"15.reg","C1246",2,,
"15.reg","C1250",3,,
"15.reg","C1251",4,,
"15.reg","C1253",5,,
"15.reg","C1258",6,,
"15.reg","C1261",7,,
"15.reg","C1266",8,,
"15.reg","C1267",9,,
"15.reg","C1270",10,,
"15.reg","C1533",11,,
"15.reg","C1537",12,,
"15.reg","C1544",13,,
"15.reg","C1548",14,,
"15.reg","C1552",15,,
"15.reg","C1554",16,,
"15.reg","C1669",17,,
"15.reg","C1719",18,,
"15.reg","C1858",19,,
"15.reg","C1863",20,,
"15.reg","C1873",21,,
"15.reg","C1875",22,,
"15.reg","C1879",23,,
"15.reg","C1884",24,,
"15.reg","C1885",25,,
"15.reg","C2308",26,,
"15.reg","C2324",27,,
"15.reg","C2367",28,,
"15.reg","C2512",29,,
"15.reg","C2513",30,,
"15.reg","C2514",31,,
"15.reg","C2527",32,,
"15.reg","C2528",33,,
"15.reg","C2531",34,,
"15.reg","C2542",35,,
"15.reg","C2543",36,,
"15.reg","C2547",37,,
"15.reg","C2549",38,,
"15.reg","C2550",39,,
"15.reg","C2562",40,,
"15.reg","C2726",41,,
"15.reg","C2727",42,,
"15.reg","C2728",43,,
"15.reg","C2729",44,,
"15.reg","C2730",45,,
"15.reg","C2731",46,,
"15.reg","C2786",47,,
"15.reg","C2789",48,,
"15.reg","C2790",49,,
"15.reg","C2791",50,,
"15.reg","C2792",51,,
"15.reg","C2793",52,,
"15.reg","C2794",53,,
"15.reg","C2795",54,,
"15.reg","C2796",55,,
"15.reg","C2797",56,,
"15.reg","C2798",57,,
"15.reg","C2799",58,,
"15.reg","C2802",59,,
"15.reg","C2803",60,,
"15.reg","C2804",61,,
"15.reg","C2805",62,,
"15.reg","C2806",63,,
"15.reg","C2807",64,,
"15.reg","C2808",65,,
"15.reg","C2809",66,,
"15.reg","C3100",67,,
"60.ida","C0004",1,,
"60.ida","C0005",2,,
"60.ida","C0006",3,,
"60.ida","C0023",4,,
"60.ida","C0024",5,,
"60.ida","C0026",6,,
"60.ida","C0029",7,,
"60.ida","C0040",8,,
"60.ida","C0060",9,,
"60.ida","C0063",10,,
"60.ida","C0064",11,,
"60.ida","C0177",12,,
"60.ida","C0178",13,,
"60.ida","C0219",14,,
"60.ida","C0273",15,,
"60.ida","C0274",16,,
"60.ida","C0275",17,,
"60.ida","C0276",18,,
"60.ida","C0277",19,,
"60.ida","C0278",20,,
"60.ida","C0279",21,,
"60.ida","C0280",22,,
"60.ida","C0281",23,,
"60.ida","C0282",24,,
"60.ida","C0283",25,,
"60.ida","C0284",26,,
"60.ida","C0291",27,,
"60.ida","C0294",28,,
"60.ida","C0295",29,,
"60.ida","C0296",30,,
"60.ida","C0299",31,,
"60.ida","C0300",32,,
"60.ida","C0304",33,,
"60.ida","C0306",34,,
"60.ida","C0307",35,,
"60.ida","C0308",36,,
"60.ida","C0311",37,,
"60.ida","C0312",38,,
"60.ida","C0313",39,,
"60.ida","C0316",40,,
"60.ida","C0317",41,,
"60.ida","C0318",42,,
"60.ida","C0320",43,,
"60.ida","C0324",44,,
"60.ida","C0326",45,,
"60.ida","C0328",46,,
"60.ida","C0329",47,,
"60.ida","C0330",48,,
"60.ida","C0331",49,,
"60.ida","C0333",50,,
"60.ida","C0334",51,,
"60.ida","C0335",52,,
"60.ida","C0336",53,,
"60.ida","C0337",54,,
"60.ida","C0338",55,,
"60.ida","C0339",56,,
"60.ida","C0340",57,,
"60.ida","C0341",58,,
"60.ida","C0465",59,,
"60.ida","C0467",60,,
"60.ida","C0473",61,,
"60.ida","C0483",62,,
"60.ida","C0485",63,,
"60.ida","C0624",64,,
"60.ida","C0777",65,,
"60.ida","C0942",66,,
"60.ida","C0991",67,,
"60.ida","C0993",68,,
"60.ida","C0999",69,,
"60.ida","C1074",70,,
"60.ida","C1075",71,,
"60.ida","C1106",72,,
"64.reg","C0220",1,,
"64.reg","C0361",2,,
"64.reg","C0362",3,,
"64.reg","C0363",4,,
"64.reg","C0365",5,,
"64.reg","C0535",6,,
"64.reg","C0538",7,,
"64.reg","C0548",8,,
"64.reg","C0711",9,,
"64.reg","C0716",10,,
"64.reg","C0717",11,,
"64.reg","C0735",12,,
"64.reg","C0737",13,,
"64.reg","C0817",14,,
"64.reg","C0818",15,,
"64.reg","C0819",16,,
"64.reg","C0820",17,,
"64.reg","C0821",18,,
"64.reg","C0827",19,,
"64.reg","C0828",20,,
"64.reg","C0829",21,,
"64.reg","C0830",22,,
"64.reg","C0831",23,,
"64.reg","C0832",24,,
"64.reg","C0833",25,,
"64.reg","C0834",26,,
