"stop_id","stop_name","stop_calle","stop_numero","stop_entre","stop_lat","stop_lon"
943,"C0943","Taboada y Lemos",2988,"Altolaguirre y Alsina",-31.38751,-64.13363
944,"C0944","Montemayor",1761,"Taboada y Lemos y Malvinas",-31.38748,-64.1319
946,"C0946","Malvinas",3469,"Clairac y Elizalde y Ustaris",-31.38782,-64.12915
947,"C0947","Malvinas",3700,"Hernandez y Urien",-31.38663,-64.124
948,"C0948","Malvinas",4100,"Urien y Astori",-31.38625,-64.12239
949,"C0949","Malvinas",4700,"Las Toscas y Sin Datos",-31.38517,-64.11779
950,"C0950","Malvinas",5050,"Frente La Virginia",-31.38409,-64.11332
951,"C0951","Malvinas",5520,"Km 5,50",-31.38203,-64.10445
952,"C0952","Camino Montecristo",6000,"km 6",-31.3809,-64.09957
953,"C0953","Camino Montecristo",6200,"Km 6,5",-31.38037,-64.09732
954,"C0954","Camino Montecristo",6400,"Kilometro 6",-31.37987,-64.09508
955,"C0955","Camino Montecristo",6500,"Km 7",-31.37908,-64.09171
956,"C0956","Camino Montecristo",,"Kilometro 7.5",-31.37676,-64.08177
957,"C0957","Camino Montecristo",,"Estacion de Servicio",-31.37493,-64.07401
958,"C0958","Camino Montecristo",8500,"Km 9,5",-31.37327,-64.06693
959,"C0959","Camino Montecristo",,"Km 10",-31.37206,-64.0617
961,"C0961","Camino Montecristo",,"Andrada y Sin Datos",-31.371,-64.05783
962,"C0962","Urraca",302,"Pirincha y Martin Pescador",-31.36821,-64.05752
963,"C0963","El Pardal",9782,"Picaflor y Cardenal",-31.36616,-64.05805
964,"C0964","El Pardal",9713,"Tijereta y Benteveo",-31.36617,-64.05967
965,"C0965","Benteveo",3710,"Martin Pescador y La Pirincha",-31.36916,-64.06018
966,"C0966","Benteveo",3608,"La Pirincha y El Cacholote",-31.37057,-64.06018
967,"C0967","Camino Montecristo",,"Km 9,5",-31.37304,-64.06621
968,"C0968","Camino Montecristo",,"Km 9",-31.37382,-64.06962
969,"C0969","Camino Montecristo",,"Estacion de Servicio ",-31.37468,-64.07321
970,"C0970","Camino Montecristo",,"Km 8,5",-31.37562,-64.07724
971,"C0971","Camino Montecristo",,"Kilometro 7.5",-31.37661,-64.08158
972,"C0972","Camino Montecristo",6500,"Km 7",-31.37887,-64.09111
973,"C0973","Camino Montecristo",6300,"Kilometro 6",-31.37962,-64.09441
974,"C0974","Camino Montecristo",6150,"Km 6,5",-31.38025,-64.09707
975,"C0975","Camino Montecristo",6000,"Km 6 ,3",-31.38063,-64.09868
976,"C0976","Malvinas",5700,"Km 6",-31.38127,-64.10144
977,"C0977","Malvinas",5400,"Puesto de Maza",-31.38232,-64.10597
978,"C0978","Malvinas",5300,"km 5,5",-31.38284,-64.10824
979,"C0979","Malvinas",5200,"Puesto de Masa y  Las Quintas",-31.38333,-64.11032
980,"C0980","Malvinas",5050,"Frente La Virginia",-31.38395,-64.11297
981,"C0981","Malvinas",4700,"Las Quintas y Las Toscas",-31.38506,-64.11769
982,"C0982","Malvinas",3500,"Las Gredas y Circunvalacion",-31.38668,-64.12465
983,"C0983","Malvinas",3300,"Circunvalacion y Condarco",-31.3875,-64.12808
984,"C0984","Malvinas",3345,"Clariac y Mesa y Castro",-31.38805,-64.13043
986,"C0986","Alsina",1794,"Carassa y Gil de Taboada y Lemos",-31.38802,-64.13338
988,"C0988","Isasmendi",2600,"Wilson y Heroes de Vilcapugio",-31.38545,-64.13614
989,"C0989","Homero",1818,"Domingo Echauri y Gil de Taboada y Lemos",-31.38685,-64.13722
990,"C0990","Homero",1600,"Correa de Lemos y Malvians",-31.38928,-64.1372
991,"C0991","Malvinas",2305,"Celestino Vidal y Pedro de Ledesma",-31.39043,-64.1406
993,"C0993","Malvinas",1965,"Victor Manuel III y Chilavert",-31.39157,-64.14549
996,"C0996","Patria",1515,"Bulnes y Suipacha",-31.39726,-64.16194
999,"C0999","Malvinas",1230,"Carlos III y Juan XXIII",-31.39443,-64.15576
1000,"C1000","Patria",1276,"Cochabamba y Charcas",-31.39956,-64.16151
1001,"C1001","Patria",1015,"Buchardo y Juan de Garay",-31.40224,-64.1605
1002,"C1002","Patria",715,"Rincon y Libertad",-31.4054,-64.15933
1003,"C1003","Patria",561,"Oncativo y Sarmiento",-31.40723,-64.15867
1004,"C1004","Sarmiento",1911,"Patria y Mejico",-31.40852,-64.1594
1005,"C1005","Sarmiento",1759,"Araoz Lamadrid y Martin de Guemes",-31.40908,-64.16151
1006,"C1006","Sarmiento",1524,"Deheza y Roma",-31.40979,-64.16424
1013,"C1013","Humberto Primo",760,"Fragueiro y Urquiza",-31.40704,-64.19197
1014,"C1014","Avellaneda",359,"La Rioja y Santa Rosa",-31.40823,-64.1947
1015,"C1015","Colon",717,"Urquiza y Fragueiro",-31.41063,-64.19325
1017,"C1017","Colon",111,"Gral. Paz y Rivera Indarte",-31.41321,-64.18497
1018,"C1018","Olmos",263,"Alvear y Maipu",-31.41479,-64.18018
1021,"C1021","Illia",454,"Obispo Salguero y Parana",-31.42252,-64.1802
1024,"C1024","Sabattini",500,"Frente A.C.A.",-31.42742,-64.17216
1068,"C1068","Chacabuco",817,"Plaza España y Derqui",-31.42722,-64.18432
1069,"C1069","Chacabuco",556,"San Lorenzo y Rondeau",-31.4242,-64.18304
1074,"C1074","Paso de los Andes",270,"Caseros y Duarte Quiros",-31.41464,-64.20006
1075,"C1075","Paso de los Andes",535,"Montevideo y Aguilar",-31.41832,-64.20133
1076,"C1076","Paso de los Andes",832,"Laprida y Achaval Rodriguez",-31.42088,-64.20228
1080,"C1080","Sol de Mayo",1086,"Pueyrredon y Peredo",-31.4215,-64.21174
1081,"C1081","Peredo",2176,"Oca¤a y Haedo",-31.42134722,-64.21445
1082,"C1082","Peredo",2350,"Sipe y Punta Lara",-31.42088,-64.21646
1083,"C1083","Julian Aguirre",2400,"Punta Lara y Vieytes",-31.42301,-64.21723
1084,"C1084","Julian Aguirre",2520,"Olegario Correa y Echeverria",-31.42225,-64.2191
1085,"C1085","Julian Aguirre",2640,"Gilardi y Padre Lozano",-31.4219,-64.22093
1086,"C1086","Julian Aguirre",2750,"Blamey Lafore y Alte. Brown",-31.42171,-64.22198
1087,"C1087","Julian Aguirre",2890,"Espora y Leon Pinelo",-31.42125,-64.2242
1088,"C1088","Leon Pinelo",1100,"Ricardo Wagner y Peredo",-31.41972,-64.22451
1089,"C1089","Peredo",3100,"Schubert y Maestro Vidal",-31.41892,-64.22663
1090,"C1090","Peredo",3296,"Maldonado y Los Platanos",-31.41838,-64.22946
1091,"C1091","Albeniz",3300,"Los Platanos y Miguel Carcano",-31.41924,-64.22997
1092,"C1092","Albeniz",3510,"Gaona y Felix Paz",-31.41903,-64.23176
1093,"C1093","Albeniz",3678,"Ignacio Warnes y Gurruchaga",-31.41876,-64.23323
1094,"C1094","Gauna",1208,"Albeniz y Verdi",-31.41952,-64.23473
1095,"C1095","Gauna",1286,"Jose Verdi y Pascual de Rogatis",-31.42102,-64.23513
1096,"C1096","Warnes",1384,"Descalzi y Luis Agote",-31.42255,-64.23455
1097,"C1097","Iseas",1428,"Luis de Hoyos y Iramain",-31.42308,-64.23605
1098,"C1098","Iseas",1500,"Jacobo Golf y Rodrigo Pereyra",-31.42374,-64.23683
1100,"C1100","Maria Curie",1574,"Jose Fierro y Ñuflo de Chavez",-31.42534,-64.23851
1101,"C1101","Maria Curie",1618,"Uriburu y Williams",-31.42584,-64.23861
1102,"C1102","Williams",4176,"Fournier y Roque Arias",-31.426388,-64.24075
1103,"C1103","Agustin Roque Arias",1696,"Aviador Almonacid y Felix de Zuñiga",-31.42787,-64.24147
1104,"C1104","Agustin Roque Arias",1785,"Gonzalez Albarracin y Camilo Iseño",-31.42981,-64.24198
1105,"C1105","Agustin Roque Arias",1850,"Aviador Zanni y la Misma",-31.43127,-64.24237
1106,"C1106","Fuerza Aerea",4300,"Aviador Camilotti y Aviador Richardson",-31.43237,-64.2438
1107,"C1107","Fuerza Aerea",4570,"Aviador Abel y Aviador  Kingsley",-31.43252,-64.24608
1108,"C1108","Fuerza Aerea",4894,"Aviador Mira y Aviador Locatelli",-31.43278,-64.25008
1109,"C1109","Fuerza Aerea",5200,"Escuela de Suboficiales",-31.43307,-64.25555
1110,"C1110","Alto Alegre",2070,"a 30 metros de Fuerza Aerea",-31.43331,-64.26397
1111,"C1111","Alto Alegre",1696,"Candelaria y Aviador Almonacid",-31.42929,-64.26391
1112,"C1112","Alto Alegre",1600,"Aviador Almonacid y Carahue",-31.42721,-64.2639
1113,"C1113","Recalde",6294,"Alto Alegre y Asia",-31.42665,-64.26644
1114,"C1114","Rio Yuspe",1622,"Recalde y",-31.42707,-64.26839
1115,"C1115","Rio Yuspe",1672,"Recalde y Sin Datos",-31.42808,-64.26835
1116,"C1116","Rio Yuspe",,"Esquina Calle 53",-31.4301,-64.26837
1117,"C1117","Calle 4",,"Esquina 52",-31.43113,-64.27057
1118,"C1118","Calle 52",,"Esquina 5",-31.43184,-64.27108
1119,"C1119","Calle 5",,"Esquina 51",-31.432951,-64.274602
1120,"C1120","Principal Esc.Aviacion",,"51 y Fuerza Aerea",-31.434056,-64.274602
1121,"C1121","10 de Agosto",,"Gomez y Zanettini",-31.437579,-64.274547
1122,"C1122","10 de Agosto",,"Gomez y Zanettini",-31.43184,-64.27108
1123,"C1123","Lateral Esc.Aviacion",,"Frente Escuela de Aviación",-31.439178,-64.272165
1124,"C1124","Lateral Esc.Aviacion",,"Llegando a la Escuela de Aviación",-31.44125,-64.26852
1125,"C1125","Lateral Esc.Aviacion",,"Frente a la Escuela de Aviación",-31.44079,-64.26947
1126,"C1126","Lateral Esc.Aviacion",,"Llegando a la Escuela de Aviación",-31.43991,-64.27091
1127,"C1127","Principal Esc.Aviacion",,"Llegando a la Escuela de Aviación",-31.437579,-64.274407
1128,"C1128","Principal Esc.Aviacion",,"Fuerza Aerea y 51",-31.4322957,-64.273615
1129,"C1129","Calle 51",,"Frente Centro Civico",-31.43991,-64.27091
1130,"C1130","Calle 51",,"Esquina con 4",-31.43279,-64.27108
1131,"C1131","Calle 4",,"Esquina con 53",-31.43128,-64.2705
1132,"C1132","Calle 53",,"Esquina con Rio Yuspe",-31.43082,-64.26895
1133,"C1133","Rio Yuspe",1675,"Aviador Almonacid y Candelaria ",-31.42873,-64.26832
1134,"C1134","Rio Yuspe",,"Esquina con Recalde",-31.42669,-64.26831
1135,"C1135","Recalde",6270,"Asia y Sin Datos",-31.42668,-64.26605
1136,"C1136","Alto Alegre",1604,"Recalde y Aviador Almonacid",-31.42669,-64.26436
1137,"C1137","Alto Alegre",1696,"Aviador Almonacid y Candelaria",-31.42892,-64.2639
1138,"C1138","Fuerza Aerea",6000,"Frente Lockheed Martin",-31.43365,-64.26396
1139,"C1139","Fuerza Aerea",5200,"Frente Salida Escuela de Suboficiales",-31.43335,-64.25648
1140,"C1140","Fuerza Aerea",4927,"Circunvalacion y Aviador Locatelli",-31.433,-64.2507
1141,"C1141","Fuerza Aerea",4700,"Aviador Mira y Aviador Petirossi",-31.43283,-64.2484
1142,"C1142","Fuerza Aerea",4545,"Aviador Kingsley y Aviador Abel",-31.43272,-64.2467
1144,"C1144","Agustin Roque Arias",1808,"Aviador Zanni y Camilo Isleño",-31.43063,-64.24215
1145,"C1145","Agustin Roque Arias",1715,"Gonzalez Albarracin y Felix de Zuñiga",-31.4288,-64.24166
1146,"C1146","Agustin Roque Arias",1631,"Aviador Almonacid y Williams",-31.4269,-64.24116
1147,"C1147","Williams",4026,"Fournier y Maria Curie",-31.4266,-64.23944
1148,"C1148","Maria Curie",1579,"Arenales Uriburu y Ñuflo de Chavez",-31.42578,-64.23855
1149,"C1149","Iseas",1529,"Jose Manuel Fierro y Alberto Alcorta",-31.42491,-64.23818
1151,"C1151","Iseas",1403,"Luis de Hoyos y Luis Agote",-31.42292,-64.23574
1152,"C1152","Warnes",1388,"Nicolas Descalzi y Pascual de Rogatis",-31.4225,-64.23448
1153,"C1153","Pascual de Rogatis",3742,"Gurruchaga y Gauna",-31.42128,-64.23487
1154,"C1154","Gauna",1208,"Jorge Verdi y Albeniz",-31.41943,-64.23467
1155,"C1155","Albeniz",3721,"Gauna y Gurruchaga",-31.41858,-64.23425
1156,"C1156","Albeniz",3617,"Warnes y Felix Paz",-31.4188,-64.23315
1157,"C1157","Albeniz",3300,"Miguel Carcano y Los Platanos",-31.41932,-64.2305
1158,"C1158","Los Platanos",1228,"Albeniz y Verdi",-31.42043,-64.23027
1159,"C1159","Verdi",3200,"Maldonado y Comechingones",-31.42125,-64.22876
1160,"C1160","Verdi",3075,"Maestro Vidal y Schubert",-31.4212,-64.22771
1161,"C1161","Verdi",2907,"Enrique Granados y Leon Pinelo",-31.4216,-64.22553
1162,"C1162","Verdi",2805,"Leon Pinelo y Espora",-31.42201,-64.22342
1163,"C1163","Ceballos",2750,"Espora y Alte. Brown",-31.42285,-64.22312
1164,"C1164","Pascual de Rogatis",2651,"Blamey Lafore y Padre Lozano",-31.42359,-64.22187
1165,"C1165","Padre Lozano",1200,"Pascual de Rogatis y Julian Aguirre",-31.42234,-64.2212
1166,"C1166","Padre Lozano",1105,"Julian Aguirre y Peredo",-31.42025,-64.22065
1167,"C1167","Peredo",2465,"Olegario Correa y Pedro Goyena",-31.42056,-64.21845
1168,"C1168","Peredo",2311,"Punta Lara y SipeSipe",-31.42107,-64.21582
1169,"C1169","Peredo",2076,"Oca¤a e Ingeniero Lopez",-31.42139,-64.21414
1170,"C1170","Peredo",1811,"Ingeniero Lopez y Sol de Mayo",-31.42172,-64.21245
1171,"C1171","Peredo",1600,"Miguel Urrutia y Rio Negro",-31.42225,-64.20965
1178,"C1178","Caseros",813,"San Jose de Calazans y Artigas",-31.41497,-64.19612
1179,"C1179","Caseros",500,"Arturo M. Bas y Simon Bolivar",-31.41616,-64.19222
1180,"C1180","Caseros",223,"Belgrano y Velez Sarsfield",-31.41723,-64.18859
1197,"C1197","Vucetich",7693,"Lippman y Wolfgang Pauli",-31.465003,-64.080913
1198,"C1198","Vucetich",7607,"Pauli y Franck",-31.464968,-64.082076
1199,"C1199","Vucetich",7450,"Guillaume y Compton",-31.46504,-64.08396
1200,"C1200","Vucetich",7273,"Bequerel y Thompson",-31.46473,-64.08617
1206,"C1206","Vucetich",6305,"Diesel y Dalton",-31.46499,-64.09945
1207,"C1207","Vucetich",6100,"Taylor y Ruta 9",-31.46496,-64.10227
1212,"C1212","Sabattini",5400,"Delfin Huergo y Sin Datos",-31.45648,-64.11171
1217,"C1217","Sabattini",5025,"Croacia y Circunvalacion",-31.44669,-64.12165
1222,"C1222","Sabattini",4050,"Ucacha y Athos Pampa",-31.43324,-64.1336
1223,"C1223","Sabattini",3821,"Machado y Bancalari",-31.43235,-64.1363
1232,"C1232","Sabattini",1779,"Isasa y Ortiz Herrera",-31.4326,-64.16209
1245,"C1245","Castro Barros",443,"Europa y Palestina",-31.40136,-64.19634
1246,"C1246","Castro Barros",675,"Chaco y Zelaya",-31.39925,-64.19779
1250,"C1250","Caraffa",1896,"Pablo Cabrera y Obispo Pozo y Silva",-31.3905,-64.20425
1251,"C1251","Caraffa",2084,"Progreso y Juan de la Serna",-31.38968,-64.20693
1253,"C1253","Caraffa",2568,"Domingo Zipoli y Las Playas",-31.38763,-64.21334
1258,"C1258","Rafael Nuñez",3545,"Rodriguez del Busto y Mosco y Peralta",-31.37869,-64.22411
1261,"C1261","Rafael Nuñez",3832,"Virey del Pino y Emilio Petorutti",-31.37369,-64.22853
1266,"C1266","Rafael Nuñez",4525,"Martel de los Rios y Manuel Pizarro",-31.36547,-64.23527
1267,"C1267","Rafael Nuñez",4663,"Manuel Pizarro y Manuel Lopez",-31.363,-64.23692
1270,"C1270","Rafael Nuñez",5441,"Albano de Laberge y Parmenio Ferrer",-31.35363,-64.245
1274,"C1274","Ricardo Rojas",6870,"Frente C.P.C.",-31.34177,-64.25421
1275,"C1275","Ricardo Rojas",7000,"Ramon y Cajal y Poincare",-31.34039,-64.25656
1276,"C1276","Ricardo Rojas",7319,"Francisco Vidal y Heriberto Martinez",-31.33838,-64.25994
1277,"C1277","Heriberto Martinez",7339,"Ricardo Rojas y Carlos Andres",-31.33672,-64.26199
1278,"C1278","Heriberto Martinez",7119,"Carlos Andres y Jose Agusti",-31.33871,-64.26311
1279,"C1279","Heriberto Martinez",6851,"Sergio Camargo y Jose Morelos",-31.3416,-64.26378
1280,"C1280","Morelos",7544,"Mocovies y Guillermo Ostwald",-31.34181,-64.26539
1281,"C1281","Tomas Garzon",6872,"Manuel Montt y Nilo Pecanha",-31.34181,-64.26706
1282,"C1282","Sandoval",7705,"Tomas Garzon y German Busch",-31.34033,-64.26716
1283,"C1283","Sandoval",7830,"Antequera y Castro y Bartolome Solom",-31.34061,-64.26921
1293,"C1293","Bartolome Salom",6701,"Manuel Montt",-31.34205,-64.26936
1294,"C1294","Morelos",7704,"Bartolome Salom y Tomas Garzon",-31.34207,-64.26763
1295,"C1295","Morelos",7543,"Guillermo Ostwald y Mocovies",-31.34182,-64.26602
1296,"C1296","Morelos",7400,"Mocovies y Heriberto Martinez",-31.34185,-64.2644
1297,"C1297","Heriberto Martinez",7090,"Domingo Alvari¤os y Jose Agusti",-31.3396,-64.26325
1298,"C1298","Heriberto Martinez",7339,"Carlos Andres y Ricardo Rojas",-31.33733,-64.26264
1299,"C1299","Ricardo Rojas",7300,"Heriberto Martinez y Francisco Vidal",-31.3378,-64.26042
1300,"C1300","Ricardo Rojas",7000,"Poincare y Ramon y Cajal",-31.34023,-64.25695
1304,"C1304","Rafael Nuñez",6004,"Andres Piñero y Juan Perrin",-31.34758,-64.24985
1305,"C1305","Rafael Nuñez",5800,"Taravella y Angel Lo Celso",-31.34936,-64.24879
1311,"C1311","Rafael Nuñez",4515,"Manuel Pizarro y Jose Reynafe",-31.36533,-64.23554
1312,"C1312","Rafael Nuñez",4418,"De Los Rios y Gavier",-31.36698,-64.23443
1313,"C1313","Rafael Nuñez",4313,"Gavier y Jose Roque Funes",-31.36776,-64.23381
1316,"C1316","Rafael Nuñez",3911,"Roque Ferreyra y Beverina",-31.37354,-64.22887
1317,"C1317","Rafael Nuñez",3835,"Berrotaran y Arruabarrena",-31.37474,-64.22781
1318,"C1318","Rafael Nuñez",3770,"Arruabarrena y Perez de Herrera",-31.37697,-64.22586
1320,"C1320","Octavio Pinto",3257,"Correa y Javier Lopez",-31.38348,-64.22236
1324,"C1324","Caraffa",2529,"Las Playas y Domingo Zipoli",-31.38784,-64.21303
1327,"C1327","Caraffa",1875,"Obispo Pozo y Silva y Castro Barros",-31.39033,-64.20517
1329,"C1329","Castro Barros",1299,"6 de Julio y Jose Maria Galan",-31.39358,-64.20238
1333,"C1333","Castro Barros",415,"Santa Fe y Agustin Olmedo",-31.40109,-64.19667
1334,"C1334","Castro Barros",50,"12 de Octubre Avellaneda",-31.40445,-64.1946
1340,"C1340","San Juan",21,"Obispo Treje e Independencia",-31.42078,-64.18692
1341,"C1341","Illia",136,"Buenos Aires e Ituzaingo",-31.42145,-64.18434
1351,"C1351","Sabattini",2564,"San Pedro y Navarra",-31.43322,-64.15304
1352,"C1352","Sabattini",2700,"Juan Rodriguez y Ambrosio Funes",-31.43329,-64.1509
1367,"C1367","Sabattini",5700,"Luciano Torrent y Martin Zapata",-31.45781,-64.11051
1370,"C1370","Sabattini",6200,"Perello y Albizurri",-31.46315,-64.10495
1373,"C1373","Vucetich",6500,"Guillermo Harvey y Kelvin",-31.46503,-64.09737
1374,"C1374","Vucetich",6628,"Galileo y Guttenberg",-31.46505,-64.09506
1375,"C1375","Vucetich",6840,"Lavoser y Daguerre",-31.46504,-64.09339
1376,"C1376","Vucetich",7040,"Watt y Gramme",-31.46504,-64.09064
1377,"C1377","Vucetich",7178,"Westinghouse y Faraday",-31.46505,-64.08835
1380,"C1380","Vucetich",7693,"Barkla y Franck",-31.46519,-64.08228
1384,"C1384","Franck",5350,"Luis Broglie y Alfredo Nobel",-31.4629,-64.08223
1385,"C1385","Michelson",7510,"Barkla y Guillaume",-31.46217,-64.08327
1386,"C1386","Michelson",7610,"Compton y Bragg",-31.46217,-64.08437
1387,"C1387","Bragg",5181,"Laure y Capilla de Los Remedios",-31.46069,-64.0849
1388,"C1388","Cno C. de los Remedios",,"Frente Refineria",-31.45882,-64.08491
1390,"C1390","Cno C. de los Remedios",7000,"Watt y Mendez",-31.45831,-64.09104
1391,"C1391","Cno C. de los Remedios",6900,"Lavoisier y Hertz",-31.45837,-64.09339
1392,"C1392","Cno C. de los Remedios",6800,"Esquina con Santa Barbara",-31.45839,-64.09515
1393,"C1393","Cno C. de los Remedios",6500,"Los Cha¤ares y Los Espinillos",-31.45934,-64.09859
1394,"C1394","Cno C. de los Remedios",6250,"Los Espinillos y Vermouth",-31.46014,-64.10122
1395,"C1395","Vermouth",4897,"Godoy y Lavaysse",-31.45873,-64.10176
1396,"C1396","Vermouth",4703,"Gianantonio y Agustin Delgado",-31.45593,-64.10174
1397,"C1397","Baravalle",6063,"Vermouth y Marzano",-31.45515,-64.10344
1398,"C1398","Marzano",4750,"Baravalle",-31.45286,-64.10384
1399,"C1399","Publica Cuidad Evita",,"Frente Manzana 25",-31.45088,-64.10652
1400,"C1400","Publica Cuidad Evita",,"Frente Manzana 26",-31.45087,-64.10766
1401,"C1401","Publica Cuidad Evita",,"Esq. Manzana 26",-31.45004,-64.10794
1402,"C1402","Publica",,"Frente Comisaria",-31.44946,-64.11022
1403,"C1403","Publica Cuidad Evita",,"Frente Manzana 50",-31.44945,-64.11192
1404,"C1404","Publica Cuidad Evita",,"Frente Manzana 60",-31.45039,-64.11254
1405,"C1405","Huergo",4473,"Gorostiaga y Manuel Leiva",-31.45226,-64.11175
1406,"C1406","Leiva",5536,"Luciano Torrent y Martin Zapata",-31.45289,-64.11006
1407,"C1407","Zapata",4636,"Juan Llerena y Agustin Delgado",-31.4543,-64.10984
1415,"C1415","Sabattini",5125,"Cangallo y Croacia",-31.4488,-64.11933
1420,"C1420","Sabattini",4303,"Rayo Cortado y Tancacha",-31.43508,-64.13105
1423,"C1423","Sabattini",3691,"Acosta y Bajada Ferreyra",-31.43163,-64.13848
1424,"C1424","Sabattini",3300,"Frente Hiper Libertad",-31.43281,-64.14337
1446,"C1446","Chacabuco",257,"Corrientes y Entre Rios",-31.42053,-64.18145
1455,"C1455","Velez Sarsfield",230,"Caseros y Duarte Quiros",-31.41756,-64.1878
1476,"C1476","Sabattini",3154,"Jose Ignacio Gorriti y Hiper Libertad",-31.43338,-64.14566
1481,"C1481","Sabattini",4390,"Rayo Cortado y Totoralejos",-31.4359,-64.13045
1483,"C1483","Sabattini",4850,"Fiambala y Calingasta",-31.44035,-64.12754
1484,"C1484","Sabattini",5025,"Circunvalacion y Croacia",-31.44638,-64.12215
1485,"C1485","Sabattini",5100,"Croacia y Cangallo",-31.44862,-64.11985
1486,"C1486","Sabattini",5200,"Frente FIAT",-31.45163,-64.11683
1490,"C1490","Zapata",4565,"Delgado y Juan Llerena",-31.45491,-64.10983
1491,"C1491","Leiva",5415,"Juan Segui y Huergo",-31.45284,-64.11148
1492,"C1492","Manzana 60 Lote 11",,"Frente Manzana 60",-31.45078,-64.11219
1493,"C1493","Publica Cuidad Evita",,"Esquina Manzana 60",-31.44994,-64.1125
1494,"C1494","Publica Cuidad Evita",,"Frente Manzana 56",-31.44992,-64.1097
1495,"C1495","Publica Cuidad Evita",,"Frente Manzana 26",-31.44995,-64.10804
1496,"C1496","Publica Cuidad Evita",,"Frente Manzana 25",-31.4504,-64.10662
1497,"C1497","Marzano",,"Frente el Colegio",-31.45279,-64.10387
1498,"C1498","Marzano",4650,"Baravalle y el Colegio",-31.45445,-64.10385
1499,"C1499","Baravalle",6170,"Marzano y Vermouth",-31.45532,-64.10232
1500,"C1500","Wermuth",4816,"Ferre y Gonzalez",-31.45686,-64.1018
1501,"C1501","Wermuth",5050,"Godoy y Camino Capilla de los Remedios",-31.45938,-64.10182
1502,"C1502","Cno C. de los Remedios",6284,"Virasoro y Los Espinillos",-31.46009,-64.10095
1503,"C1503","Cno C. de los Remedios",6500,"Los Espinillos y Los Chañares",-31.45945,-64.09875
1504,"C1504","Cno C. de los Remedios",6570,"Los Chañares y Los Piquillines",-31.4588,-64.09659
1505,"C1505","Cno C. de los Remedios",6670,"Los Piquillines y Santa Barbara",-31.45848,-64.0955
1506,"C1506","Cno C. de los Remedios",6800,"Santa Barbara y Lavoisier",-31.4584,-64.0936
1508,"C1508","Cno C. de los Remedios",,"Stephenson y Faraday",-31.45837,-64.08786
1511,"C1511","Publica",,"Bragg y Guillaume",-31.46104,-64.0839
1512,"C1512","Publica",,"Brakla y Franck",-31.46103,-64.08278
1513,"C1513","Franck",5351,"Nobel y Broglie",-31.46278,-64.08229
1514,"C1514","Franck",5462,"Millikan y Vucetich",-31.46473,-64.0823
1526,"C1526","Chacabuco",835,"Plaza España y Derqui",-31.42722,-64.1843
1531,"C1531","Fragueiro",329,"Santa Rosa y La Rioja",-31.40978,-64.19216
1533,"C1533","Castro Barros",58,"Avellaneda y Ramirez de Velazco",-31.40506,-64.19398
1537,"C1537","Castro Barros",1224,"Galan y Tambo Nuevo",-31.39449,-64.20187
1538,"C1538","Castro Barros",1527,"6 de Julio y Copacabana",-31.39231,-64.20302
1544,"C1544","Caraffa",2930,"Luis Galeano y Pedroni",-31.38626,-64.21765
1548,"C1548","Rafael Nuñez",3686,"De Angelis y Perez de Herrera",-31.37646,-64.2261
1552,"C1552","Rafael Nuñez",4088,"Juan Battle Planas y Gregorio Laferrere",-31.37099,-64.2309
1554,"C1554","Rafael Nuñez",4352,"Jose Roque Funes y Gregorio Gavier",-31.36786,-64.23353
1558,"C1558","Laplace",5800,"Blas Pascal y Mariotte",-31.35804,-64.24172
1559,"C1559","Laplace",5600,"Mariotte y Gaty Lussac",-31.35941,-64.24476
1560,"C1560","Laplace",5390,"Jose Luis Lagrange y Dalembert",-31.36127,-64.24882
1561,"C1561","Laplace",5229,"Dalembert y Olmos",-31.36218,-64.25075
1563,"C1563","Gauss",5291,"Olmos y Dalembert",-31.3614,-64.25283
1564,"C1564","Gauss",5500,"Lagrange y Joule",-31.35909,-64.25189
1565,"C1565","Gauss",5679,"Gay Lussac y Mariotte",-31.35682,-64.25098
1566,"C1566","Gauss",5824,"Blas Pascal y Avogadro",-31.35501,-64.25022
1567,"C1567","Gauss",5968,"Avogadro y Martinolli",-31.3528,-64.249407
1568,"C1568","Martinolli",5900,"Locelso y Taravella",-31.35076,-64.2506
1569,"C1569","Martinolli",6200,"Aston y Nepper",-31.349312,-64.25277
1570,"C1570","Martinolli",6700,"Lasalle y Ferreyra",-31.34824,-64.25652
1571,"C1571","Martinolli",6894,"Hopkins y Cajal",-31.34804,-64.25926
1572,"C1572","Martinolli",7092,"Cajal y Fernando Braun",-31.34789,-64.2616
1573,"C1573","Martinolli",7258,"Laveran y Heriberto Martinez",-31.34775,-64.2638
1574,"C1574","Martinolli",7714,"Tomas Garzon y Richard",-31.34751,-64.26763
1575,"C1575","Martinolli",7894,"Albert Sabin y Barany",-31.347274,-64.271451
1576,"C1576","Martinolli",8124,"Buitrago y Curaquen",-31.347136,-64.273857
1577,"C1577","Martinolli",8200,"Curaquen y Yupanqui",-31.347008,-64.276121
1578,"C1578","Martinolli",8360,"Viracocha y Carolina",-31.34683,-64.27832
1579,"C1579","Martinolli",8530,"Carolina y Alberione",-31.34665,-64.28124
1580,"C1580","Martinolli",8720,"Alberione y La Gilda",-31.34592,-64.28398
1581,"C1581","Martinolli",8831,"San Pedro Nolasco y Pasasje C",-31.3446,-64.28637
1582,"C1582","Martinolli",8870,"Pasaje C y Diaz Caballero",-31.34385,-64.28772
