shape_pt_lat,shape_id,shape_pt_lon,shape_pt_sequence
-31.4126882,TC.reg,-64.185656,111
-31.4128832,TC.reg,-64.1857371,112
-31.4131237,TC.reg,-64.1858356,113
-31.4133451,TC.reg,-64.1859263,114
-31.4140969,TC.reg,-64.1862342,115
-31.4142861,TC.reg,-64.1863116,116
-31.4145053,TC.reg,-64.1864014,117
-31.4146059,TC.reg,-64.1864426,118
-31.414873,TC.reg,-64.186552,119
-31.4151993,TC.reg,-64.1866856,120
-31.4154397,TC.reg,-64.1867857,121
-31.4156428,TC.reg,-64.1868727,122
-31.416278,TC.reg,-64.1871411,123
-31.4164778,TC.reg,-64.1872254,124
-31.4166431,TC.reg,-64.1872951,125
-31.4166667,TC.reg,-64.1873051,126
-31.4168135,TC.reg,-64.187367,127
-31.4170386,TC.reg,-64.187462,128
-31.4171023,TC.reg,-64.1874888,129
-31.4172506,TC.reg,-64.1875514,130
-31.4173184,TC.reg,-64.18758,131
-31.4174592,TC.reg,-64.1876394,132
-31.4175888,TC.reg,-64.1876942,133
-31.4176571,TC.reg,-64.1877232,134
-31.4177286,TC.reg,-64.1877534,135
-31.417858,TC.reg,-64.1878082,136
-31.4186705,TC.reg,-64.1881521,137
-31.4193149,TC.reg,-64.1884248,138
-31.4195454,TC.reg,-64.1885224,139
-31.4197122,TC.reg,-64.188593,140
-31.4198223,TC.reg,-64.1886395,141
-31.4200849,TC.reg,-64.1887507,142
-31.4201482,TC.reg,-64.1887834,143
-31.4206126,TC.reg,-64.1889701,144
-31.4206585,TC.reg,-64.1889895,145
-31.4211462,TC.reg,-64.1891953,146
-31.4221572,TC.reg,-64.1896279,147
-31.4223583,TC.reg,-64.1897068,148
-31.4229035,TC.reg,-64.1899411,149
-31.4234872,TC.reg,-64.1901832,150
-31.4246608,TC.reg,-64.1906785,151
-31.4241951,TC.reg,-64.1921593,152
-31.4241202,TC.reg,-64.1924105,153
-31.4238429,TC.reg,-64.1933069,154
-31.4237753,TC.reg,-64.1935876,155
-31.424234,TC.reg,-64.1937593,156
-31.4243972,TC.reg,-64.1938204,157
-31.4249328,TC.reg,-64.1940221,158
-31.4255775,TC.reg,-64.1942805,159
-31.4256173,TC.reg,-64.1943069,160
-31.426065,TC.reg,-64.1944941,161
-31.4260954,TC.reg,-64.1945076,162
-31.4264976,TC.reg,-64.194679,163
-31.4266352,TC.reg,-64.1947396,164
-31.4269464,TC.reg,-64.1948346,165
-31.4271258,TC.reg,-64.1952557,166
-31.427233,TC.reg,-64.1954476,167
-31.4274096,TC.reg,-64.1957599,168
-31.4277535,TC.reg,-64.1963877,169
-31.4278799,TC.reg,-64.196626,170
-31.42795,TC.reg,-64.1967463,171
-31.4280565,TC.reg,-64.1969757,172
-31.4282409,TC.reg,-64.197418,173
-31.4283539,TC.reg,-64.1978565,174
-31.428515,TC.reg,-64.1984874,175
-31.4288222,TC.reg,-64.1997928,176
-31.4288198,TC.reg,-64.2001115,177
-31.4287754,TC.reg,-64.2004891,178
-31.4287684,TC.reg,-64.2006244,179
-31.4287664,TC.reg,-64.200664,180
-31.4287109,TC.reg,-64.2012576,181
-31.4286942,TC.reg,-64.201374,182
-31.4286724,TC.reg,-64.2015737,183
-31.4286454,TC.reg,-64.2018715,184
-31.4286189,TC.reg,-64.2022029,185
-31.4286247,TC.reg,-64.2024397,186
-31.4285973,TC.reg,-64.202856,187
-31.4285833,TC.reg,-64.2030564,188
-31.4285519,TC.reg,-64.2034101,189
-31.4285131,TC.reg,-64.2038278,190
-31.4284591,TC.reg,-64.2041582,191
-31.4284081,TC.reg,-64.2044116,192
-31.4283883,TC.reg,-64.2045212,193
-31.4283307,TC.reg,-64.2047575,194
-31.4282864,TC.reg,-64.2048841,195
-31.4282576,TC.reg,-64.2050436,196
-31.4281546,TC.reg,-64.2055613,197
-31.4280269,TC.reg,-64.2062408,198
-31.4279595,TC.reg,-64.206379,199
-31.4278518,TC.reg,-64.206771,200
-31.42779,TC.reg,-64.207,201
-31.4277783,TC.reg,-64.207073,202
-31.4277386,TC.reg,-64.207232,203
-31.4277141,TC.reg,-64.2074219,204
-31.4277132,TC.reg,-64.2074461,205
-31.4276903,TC.reg,-64.2076827,206
-31.427669,TC.reg,-64.2078397,207
-31.4277097,TC.reg,-64.2080881,208
-31.4277585,TC.reg,-64.2081875,209
-31.4278145,TC.reg,-64.2083779,210
-31.4279151,TC.reg,-64.2085687,211
-31.428049,TC.reg,-64.2087652,212
-31.4283645,TC.reg,-64.2092408,213
-31.4287145,TC.reg,-64.2097829,214
-31.4287814,TC.reg,-64.2098887,215
-31.429046,TC.reg,-64.2102015,216
-31.4291761,TC.reg,-64.2104116,217
-31.4291197,TC.reg,-64.2106346,218
-31.4290272,TC.reg,-64.2108053,219
-31.4290081,TC.reg,-64.2109721,220
-31.429051,TC.reg,-64.2111489,221
-31.4290609,TC.reg,-64.211175,222
-31.4291154,TC.reg,-64.2112505,223
-31.4292154,TC.reg,-64.2113338,224
-31.4293476,TC.reg,-64.2113756,225
-31.4294114,TC.reg,-64.211558,226
-31.4295026,TC.reg,-64.2121394,227
-31.4297364,TC.reg,-64.2125471,228
-31.4300957,TC.reg,-64.2128879,229
-31.4302839,TC.reg,-64.2132221,230
-31.4303523,TC.reg,-64.2139973,231
-31.4303903,TC.reg,-64.2145447,232
-31.4303909,TC.reg,-64.214559,233
-31.4304049,TC.reg,-64.2147603,234
-31.430415,TC.reg,-64.2149062,235
-31.4304597,TC.reg,-64.2155481,236
-31.4305142,TC.reg,-64.2163304,237
-31.4305253,TC.reg,-64.2164897,238
-31.4305854,TC.reg,-64.217352,239
-31.4305894,TC.reg,-64.2174662,240
-31.4306407,TC.reg,-64.2182047,241
-31.4307291,TC.reg,-64.2195098,242
-31.43078,TC.reg,-64.2201457,243
-31.4307898,TC.reg,-64.2203168,244
-31.4308494,TC.reg,-64.2211047,245
-31.43089,TC.reg,-64.22167,246
-31.4309067,TC.reg,-64.221897,247
-31.4309653,TC.reg,-64.2227069,248
-31.4310024,TC.reg,-64.2232199,249
-31.4310217,TC.reg,-64.2235213,250
-31.431072,TC.reg,-64.2243044,251
-31.4310807,TC.reg,-64.2244331,252
-31.4310953,TC.reg,-64.2246238,253
-31.4311173,TC.reg,-64.2250103,254
-31.431168,TC.reg,-64.2258015,255
-31.4311906,TC.reg,-64.2261537,256
-31.4312206,TC.reg,-64.2265985,257
-31.4312334,TC.reg,-64.2267634,258
-31.43125,TC.reg,-64.22698,259
-31.431274,TC.reg,-64.227391,260
-31.4313257,TC.reg,-64.2281586,261
-31.4313704,TC.reg,-64.2288216,262
-31.4314207,TC.reg,-64.2295753,263
-31.4314272,TC.reg,-64.2296636,264
-31.4314415,TC.reg,-64.2298761,265
-31.4314533,TC.reg,-64.2300384,266
-31.4314908,TC.reg,-64.2305084,267
-31.4315423,TC.reg,-64.2311428,268
-31.4315865,TC.reg,-64.231697,269
-31.4316031,TC.reg,-64.2319063,270
-31.431641,TC.reg,-64.2323823,271
-31.4317282,TC.reg,-64.2338885,272
-31.431745,TC.reg,-64.2341809,273
-31.4317991,TC.reg,-64.2351142,274
-31.4318479,TC.reg,-64.2359567,275
-31.4308884,TC.reg,-64.2356997,276
-31.4309587,TC.reg,-64.2367713,277
-31.4319105,TC.reg,-64.237038,278
-31.4318479,TC.reg,-64.2359567,279
