stop_id,stop_calle,stop_numero,stop_frente,stop_esquina,stop_entre_a,stop_entre_b,stop_lat,stop_lon
5172,Argandoña,2788,,,Juan Rodriguez,Ambrosio Funes,-31.42021031371716,-64.14800303523045
5171,Argandoña,2550,,,Yapeyu,Sgto Cabral,-31.41997730987488,-64.15072065449857
5170,Argandoña,2340,,,Tejedor,San Alberto,-31.419761173726,-64.15310323929319
5177,Obispo Castellanos,671,,,Domingo French,Antonio Beruti,-31.41673361057019,-64.1393690761321
5176,Obispo Castellanos,831,,,Obispo Maldonado,Matheu,-31.41892269403711,-64.13970059333153
5175,Argandoña,3360,,,Solares,Obispo Castellanos,-31.420797607294,-64.14055372933396
5174,Argandoña,3184,,,Gorriti,Diego deTorres,-31.42060403482059,-64.14282917495956
5179,Obispo Castellanos,263,,,Azcuenaga,Chiclana,-31.41285266394343,-64.1387711674381
5178,Obispo Castellanos,423,,,Pedro de Naola ,Blas Parera,-31.41458119011474,-64.13901981026588
4868,Cno. San Carlos,6850,,Callejón Cuatrini,,,-31.49436759835405,-64.1687137986352
4869,Cno. San Carlos,6650,,,,,-31.49350721142642,-64.16868812881296
4862,Cno. San Carlos,8900,,Colegio Manuel Estrada,,,-31.51167394674339,-64.16893983412595
4863,Cno. San Carlos,8700,,Callejón Arias,,,-31.50957609923683,-64.16895867096946
4860,Cno. San Carlos,9600,,,,,-31.51713395675951,-64.16887291298661
4861,Cno. San Carlos,9400,,Paso a Nivel,,,-31.51472485524677,-64.16894891106526
4866,Cno. San Carlos,7676,,,,,-31.50130871087302,-64.16877906251419
4867,Cno. San Carlos,7450,,,,,-31.49914402235498,-64.16878177841573
4864,Cno. San Carlos,8616,,,,,-31.50741410125342,-64.1688714753936
4865,Cno. San Carlos,8400,,Country Viejo Algarrobo,,,-31.50400757951577,-64.16878772693453
4484,Soldado Pizarro,664,,Ordoñez,Ordoñez,Defensa,-31.47320634611407,-64.19377871194607
4485,Soldado Pizarro,5593,,Capitán Castillo,Defensa,Capitán Castillo,-31.47501723653198,-64.19393446013251
4486,Capitán Castillo,526,,,Lastra,Castagnari,-31.47513952110229,-64.19611734358807
4487,Castagnari,5679,,Capitán Ardiles,Capitán Ardiles,Cabo Varas,-31.47624889438954,-64.19634979026853
4480,Valparaiso,4813,,Colectora Sur Circunv.,,,-31.47084796400526,-64.18833148306011
4481,Igarzabal,789,,,Valparaiso,Angel Colovini,-31.47237947515227,-64.18855500252309
4483,Igarzabal,575,,,Bianco,Barrera,-31.47221150455641,-64.1924970637586
4488,Castagnari,5789,,Maldonado,Capitán Ardiles,Andrada,-31.47756792027958,-64.1963057944271
4489,Meisner,37,,,Maldonado,25 de Mayo,-31.47796474500472,-64.1955859420449
5319,Sagrada Flia,113,,,Colon ,9 de Julio,-31.39807289629686,-64.23590656769417
5318,Santa Rosa,4271,,,Pedro de Oñate,Sagrada Flia,-31.39675124040446,-64.23434815169254
5313,Larrea,1521,,,Pasaje Perales ,Salto,-31.41578393492177,-64.16260358731003
5312,Larrea,1725,,,Republica Dominicana,Asuncion,-31.41620116116389,-64.16030803157969
5311,Carbo,1783,,,Copiapo,Republica Dominicana,-31.41748021787778,-64.15962922553373
5310,Obispo Maldonado,2113,,,Irigoyen,Pelegrini,-31.41834729188188,-64.15560285976574
5317,Pedro de Oñate,253,,,Colon,Santa Rosa,-31.39750761334412,-64.23349016230173
5316,Rosario de Santa Fe,913,,,Felix Frias ,Esquiu,-31.41699433727423,-64.16950483059999
5315,Rosario de Santa Fe,1114,,,Pringles ,David Luque,-31.4163230754857,-64.1670610771512
5314,Rosario de Santa Fe,1315,,,Viamonte,Jacinto Rios,-31.41569298012336,-64.16459036624707
5407,Corrientes,4277,,,Rio Parana,Rio Limay,-31.42777117027416,-64.13231931273562
5406,Corrientes,4407,,Río de la Plata,Rio Uruguay,Río de la Plata,-31.42779261031476,-64.13069397061949
5405,Guandacol,1725,,,Junin,Corrientes,-31.42783599493017,-64.12885138951786
5404,Guandacol,1915,,,Ariza,Rosales,-31.42885436531021,-64.12712192988907
5403,Guandacol,2119,,,Serrezuela,Arroyo,-31.4311285337562,-64.12710606357356
5402,Serrezuela,4555,,,Chamical,Emilio Salgari,-31.43335561798245,-64.12707558867054
5401,Serrezuela,4819,,,Pichanas,Samaniego,-31.43416072601933,-64.12632738444357
5400,Serrezuela,4819,,,Pichanas,Samaniego,-31.43411883026113,-64.12440488112847
5409,Corrientes,3851,,,Miguel Machado,Bancalari,-31.42972392272191,-64.13599475516551
5408,Corrientes,4113,,,Rio Carcaraña ,Rio Primero,-31.4277549990875,-64.13546168710586
4260,Vecelli,717,,,Verones,Peñaloza,-31.45942696952761,-64.18981451527148
4261,Benjamín Dávalos,3969,,,Vecelli,Benatti,-31.45874568673264,-64.19077688843929
4262,Benatti,584,,,Davalos,Dulce,-31.45847636070145,-64.19168559992522
4263,José Dulce,3807,,,Rimini,Boungarten,-31.4567329289891,-64.19150403217319
4264,Carlos Bunge,3785,,,Boungarten,Lionismo Argentino,-31.45599994387883,-64.19255932855644
4265,Carlos Bunge,3607,,,Eguilus,Amenabar,-31.45414341490999,-64.19207318827875
4266,Carlos Bunge,3419,,,Lautaro,Drago,-31.45134217372954,-64.19126718461784
4267,Carlos Bunge,3213,,,Inschaupe,Becar Varela,-31.44907937733905,-64.19049426591657
4268,Carlos Bunge,3008,,,Abel Chaneton,J .Diaz,-31.44680582297789,-64.18992345901745
4269,Javier Diaz,415,,,Echague,Korn,-31.44627145883507,-64.19188397783854
5548,Garibaldi,678,,Libertad,Pasaje Lituania,Libertad,-31.40543586098789,-64.15622560081634
5549,Garibaldi,890,,Armenia,Rincon,Armenia,-31.40358373793575,-64.15702229625472
5542,Ramos Mejías,1315,,San Jerónimo,Entre Rios,San Jerónimo,-31.42486125876588,-64.12323507417995
5543,Roma ,186,,24 de Septiembre,25 de Mayo,24 de Septiembre,-31.41329356678561,-64.16334335843955
5540,Agustín Garzón,4618,,Emilio Salgari,Guandacol,Emilio Salgari,-31.4276481871298,-64.12684298849629
5541,Agustín Garzón,4883,,Ramos Mejías,Soto,Ramos Mejías,-31.42759630666507,-64.12355720144369
5546,Catamarca,2000,,Patria,Mejico,Patria,-31.40937880504918,-64.1581053516293
5547,Garibaldi,440,,,Catamarca,Pje Victorino de la Plaza,-31.40806558263822,-64.15524621396123
5544,Roma ,368,,Catamarca,Lima,Catamarca,-31.41124702527975,-64.16411808683885
5545,Catamarca,1797,,Lamadrid,Guemes,Lamadrid,-31.41016265434736,-64.16096331550699
4916,Illia,29,,,Bs As,Independencia,-31.42092573470969,-64.18561022680204
4917,Marcelo T de Alvear,267,,,Duarte Quiroz,Caseros,-31.41753361168563,-64.19006421117314
4666,De los Alemanes,5072,,,Los Suizos,Los Belgas,-31.3647008793364,-64.20980239827419
4915,Valparaiso,5191,,Nivoli,,,-31.47716265152841,-64.1885472063124
4912,Valparaiso,6200,,,,,-31.48683878427228,-64.18913774329258
4913,Valparaiso,6000,,,,,-31.48406579084878,-64.18897420875228
4662,De los Alemanes,4180,,,Los Friulanos,Los Toscanos,-31.34332708507911,-64.22393197043334
4911,Valparaiso,6500,,,,,-31.48968184010105,-64.18932731453037
4008,Lopez Cabrera,,2635,,Publica,Richieri,-31.46145517157635,-64.16509988451541
4009,Richieri,,3962,,Lopez Cabrera,Celso Barrios,-31.45979469720333,-64.16729472579281
4001,Armando Sica,,,Ferreyra de Roca,,,-31.46670155052325,-64.15983833042304
4002,Armando Sica,,,Gomez  Molina,,,-31.46569290328204,-64.16020080336348
4003,Armando Sica,,,Onofrio Palamara,,,-31.46448467852953,-64.1602239635635
4004,Manuel Reyna,,4212,,Ramón Villafañe,Onofrio Palamara,-31.46352620491926,-64.1610674825686
4005,Armando Sica,4163,,Lescano Ceballos,Ramón Villafañe,Lescano Ceballos,-31.46275452046545,-64.16020691945795
4006,Lopez Cabrera,2750,,Ernesto Farina,Manuel Rryna,Ernesto Farina,-31.4614846834879,-64.16157161304895
4007,Lopez Cabrera,2658,,,Armando Sica,Publica,-31.46146066772949,-64.16333378108806
4714,Cristobal Hicken,2418,,,Zapicán,Monseñor Pablo Cabrera,-31.37313784986725,-64.2053918857186
4715,Francisco Drumond,2641,,Curupaytí,Talavera de Madrid,Curupaytí,-31.37272715333069,-64.20786801439692
4716,Francisco Drumond,2788,,,Rivadeneira,Concepción Bermejo,-31.37232379219012,-64.21061631655786
4717,Concepción Bermejo,3882,,Cardeñoza,Los Pozos,Cardeñoza,-31.37026805040912,-64.2104639924629
4710,Caminiaga,2985,,,Azul,Chascomus,-31.44644417633224,-64.16402196833828
4711,Caminiaga,2813,,,Bragado,Baradero,-31.4440833141825,-64.16402373814118
4713,Padre Grenon,2314,,,Magallanes,Zapicán,-31.37402315074872,-64.20507650306676
4718,Quinquela Martín,3168,,,Piacenza,Toscanini,-31.36738969825898,-64.21526626006109
4719,Quinquela Martín,3297,,Fray Luis Beltrán,Paso de los Libres,Fray Luis Beltrán,-31.36602027952409,-64.21722913422971
4479,Valparaiso,4520,,,Apamea,Circunvalacion,-31.46496850870485,-64.18686778877239
4478,Valparaiso,4426,,,Melincue,Apamea,-31.46339364435643,-64.1868468019993
4471,Valparaiso,,,Hemoderivados,Haya de la Torre,Juan Filloy,-31.44087798707712,-64.18655303730554
4470,Valparaiso,,,Haya de la Torre,Los Nogales,Haya de la Torre,-31.4386147744429,-64.1860301849812
4473,Valparaiso,3384,,,Pedro Inschaupe,Luis Drago,-31.45168171168561,-64.18682884783874
4472,Valparaiso,3094,,,Palacios,Chaneton,-31.44791814182686,-64.18679967326686
4475,Valparaiso,3784,,,Leonismo Argentino,Bourgaten,-31.45672066543481,-64.18681033942534
4474,Valparaiso,3570,,,Lautaro,Amenabar,-31.4540567122406,-64.18684935010484
4477,Valparaiso,4250,,,Amengual,Melincue,-31.46191810349038,-64.18688877977966
4476,Valparaiso,3983,,,Rimini,Vecelli,-31.459160096872,-64.18686010187683
4909,Valparaiso,6900,,,,,-31.49526066097767,-64.18960881998845
4908,Ingreso Villa Angeleli 1,7470,,,,,-31.50039224963526,-64.18960812521584
4679,Cordillera,4711,,,Cienaga del coro,Candonga,-31.35975961569864,-64.23516846497388
4678,Cordillera,4841,,,Cienaga del coro,Candonga,-31.35886822246499,-64.23725719429906
4901,Caraguata,,,Valparaiso,,,-31.51319170132824,-64.19090218175211
4900,Caraguata,,,Verbena,,,-31.51311261516571,-64.19457889938411
4903,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli,-31.50597689717983,-64.19471087539085
4902,Valparaiso,7954,,Callejon Arias,,,-31.50915128055166,-64.18998112090114
4905,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli,-31.50439741803182,-64.1942899472892
4904,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli,-31.50513261303464,-64.19482359600151
4671,Padre Claret,5905,,,De los Hungaros,De los Extremeños,-31.34612054510756,-64.23575579364048
4906,Publica villa Angelelli,,,,Publica villa Angelelli,Publica villa Angelelli,-31.5052158648456,-64.19391860424474
5148,Publica,,,Carcano,,,-31.37176250062563,-64.25177306453587
5149,Carcano,1300,,Rotonda Escudo,,,-31.37687393333578,-64.25539588973179
5146,Lola Mora,1592,,,Alejo Bruix,Agustín Garzón,-31.42714406762164,-64.11465961462814
5147,Playa Este Feriar,,,,,,-31.37199290242577,-64.25370240687666
5144,Tulumba,1300,,San Jerónimo,EE UU,San Jerónimo,-31.42406034399989,-64.11188438983439
5145,Alejo Bruix,5790,,,Tulumba,Burela,-31.426336377547,-64.11228305770972
5142,Estados Unidos,5524,,Lola Mora,Almago,Lola Mora,-31.42358321930222,-64.11564798098776
5143,Estados Unidos,5720,,,Burela,Tulumba,-31.42353262418687,-64.11236732302856
5140,Estados Unidos,5198,,Cangallo,Callao,Cangallo,-31.42366022134355,-64.11986520257256
5141,Estados Unidos,5400,,Boedo,Zelada,Boedo,-31.42361149463926,-64.11763543299715
4874,Cno. San Carlos,5750,,,,,-31.4827617721089,-64.16868016428893
4877,Cno. San Carlos,5394,,Club el Molino,,,-31.4763308053667,-64.16867395345412
4876,Cno. San Carlos,5494,,,,,-31.47765672149119,-64.16872735643504
4871,Cno. San Carlos,6364,,,,,-31.49029598587571,-64.16873283916004
4870,Cno. San Carlos,6488,,,,,-31.49162231939646,-64.16878078229728
4873,Cno. San Carlos,5990,,,,,-31.48638629451342,-64.16866254061453
4872,Cno. San Carlos,6160,,,,,-31.48819294218892,-64.16870141868151
4879,Valparaiso,4934,,Igarzabal,Colectora Sur Circunv.,Igarzabal,-31.47219394642222,-64.1883597320785
4878,Cno. San Carlos,5162,,,,,-31.47516403420537,-64.1686937924565
5098,Colón,4865,,,Cirilo Correa,9 de Julio,-31.39629092090786,-64.24533863270537
5099,Colón,4747,,,Domingo Irós,Victoria,-31.3960779960521,-64.24172578184616
5090,Mahatma Ghandi,50,,,Paglieri,Ejército Argentino,-31.39128986802703,-64.269617513206
5091,Ejército Argentino,6500,,Barrio Militar,Mahatma Ghandi,Cárcano,-31.39473492064019,-64.26958472081125
5092,Colón,6300,,Rotonda Tropezón,Cárcano,Don Bosco,-31.3952854826319,-64.26565772386049
5093,Colón,5900,,Wall Mart,Pública,Pasco,-31.39441576420404,-64.25952201325325
5094,Colón,5700,,,Pasco,Calutti,-31.39493396619161,-64.25687328905586
5095,Colón,5500,,,Río Bamba,Requinoa,-31.39578070936575,-64.25455495954485
5096,Colón,5271,,,Rosillos,Cirilo Correa,-31.39654043883115,-64.25082976210491
5097,Colón,4960,,,Rosillos,Cirilo Correa,-31.39643116232135,-64.24870405238015
4497,Teniente Nivoli,15,,Valparaiso,Cabo Gomez,Cabo Cuevas,-31.47723547819133,-64.18902505346561
4496,Teniente Nivoli,84,,Cabo Brizuela,Cabo Soria,Cabo Brizuela,-31.4769025066125,-64.19138447353616
4495,Teniente Nivoli,504,,,Capitán Fiorito,Cabo Soria,-31.47646820581981,-64.19327312908331
4494,Lastra,5260,,Nívoli,Maldonado,Nívoli,-31.47659732922183,-64.1949249278723
4493,Maldonado,,,Lastra,Meisner,Lastra,-31.47763307935075,-64.19499108472979
4492,25 de Mayo,,,17 de Agosto,,,-31.48000491333108,-64.19608810418471
4491,Pública,,,25 de Mayo,,,-31.48019647654135,-64.1981072417709
4490,17 de Agosto,,,25 de Mayo,Maldonado,25 de Mayo,-31.47963452999066,-64.19597373940385
4499,Valparaiso,4952,,Igarzabal,Usandivaras,Igarzabal,-31.47250941152354,-64.18827745537997
4498,Valparaiso,5050,,,Nívoli,Usandivaras,-31.47525342376748,-64.18842202532421
5326,Arrecifes,177,,,Yavi,Duarte Qruiroz,-31.40201483683874,-64.24083099313673
5327,Duarte Qruiroz,4711,,,Pasaje Chenot,Quebracho Herrado,-31.39999998525439,-64.24237751219209
5324,Venta y Media,4488,,,Antonio Galli,Arrecifes,-31.40484273941302,-64.24157459523173
5325,Arrecifes,279,,,Cruz Gorordo,Yavi,-31.40355158083032,-64.24155498369359
5322,Garcia Martinez,246,,,Pasaje Sick,Yavi,-31.40352183784177,-64.23846161813101
5323,Garcia Martinez,342,,,Cruz Gorordo,Venta y Media,-31.4052209711769,-64.23929391233267
5320,Garcia Martinez,88,,,Dean Funes,27 de Abril,-31.400096365789,-64.23681569914336
5321,Garcia Martinez,192,,,Caseros,Duarte Qruiroz,-31.40199599320624,-64.23781150911529
5328,Duarte Qruiroz,4945,,,Sauce Grande,Cirilo Correa,-31.39898801089425,-64.24518113192208
5329,Duarte Qruiroz,5089,,Torres Gama,,,-31.39842029191052,-64.24660343526034
5432,República de China,,,Rotonda ingreso Villada,,,-31.36639460921566,-64.27902391444684
5433,República de China,,,Rotonda Bº Mis Sueños,,,-31.36314789094442,-64.28081707461428
5430,Publica,,,República de China,,,-31.37842644745053,-64.27594780932606
5431,República de China,,,Rotonda Bº Los Soles,,,-31.3732509943767,-64.27736047560381
5436,Boedo,1780,,,Corrientes,Junin,-31.42952552213102,-64.11691793265626
5437,Boedo,1988,,Ariza,Rosales,Ariza,-31.43175935958614,-64.11690297358648
5434,República de China,,,Rotonda Bº  El Amanecer,,,-31.36012903335925,-64.2794686887292
5435,Agustin Garzon,5431,,,Almagro,Boedo,-31.42735358893818,-64.11659832280179
5438,Boedo,2190,,,Arroyo,Serrezuela,-31.43405574447532,-64.11687452655589
5439,Serrezuela,5227,,,Zelada,Cangallo,-31.43418283038698,-64.11909426088863
5652,Sabattini,4380,,Totoralejos,Rayo Cortado,,-31.43624672780126,-64.13018164801711
4273,Hipólito Irigoyen,619,,,Thays,Plaza España,-31.42939997645566,-64.18412555307367
4272,Enrique Barros,,,,Haya de la Torre,Enfermera Gordillo,-31.43813193766087,-64.18858773322945
4270,Belardinelli,2981,,,Javier Diaz,Quirno Costa,-31.44560706721758,-64.19388044260641
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano,-31.41605633853428,-64.18795851882423
4276,27 de Abril,52,,,Independencia,Obispo Trejo,-31.4169178601457,-64.18497322623165
4275,Chacabuco,,458,,Rondeau,Illia,-31.42225828105871,-64.18217126358535
4274,Chacabuco,,624,,Obispo Oro,San Lorenzo,-31.42484296807525,-64.18326331658201
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno,-31.4132609201387,-64.19753387410213
4278,27 de Abril,674,,,Arturo M. Bas,Corro,-31.4144651135435,-64.19347686967029
5555,Celedonio Flores,1544,,,Suipacha,Bulnes,-31.39304423109097,-64.14863583076622
5554,Padre Luis Monti,2888,,Pascual Contursi,Dscepolo,Pascual Contursi,-31.39505079962929,-64.14950201133091
5557,Av. Las Malvinas,,2189,,Huberman,José de Quevedo,-31.39108567067984,-64.14314995405189
5556,Av. Las Malvinas,,1965,,Paysandú,Rancagua,-31.39231503809677,-64.14811695448147
5551,Garibaldi,1396,,Padre Luis Monti,Cochabamba,Padre Luis Monti,-31.39821201803511,-64.15909252205599
5550,Garibaldi,1186,,Charcas,Buchardo,Charcas,-31.39998565293595,-64.1583234668501
5553,Padre Luis Monti,2538,,,Ciriaco Ortiz,Anibal Troilo,-31.39604897700642,-64.15271507679824
5552,Padre Luis Monti,2386,,Maximo Virgolini,Polonia,Maximo Virgolini,-31.3969309109185,-64.15547646372002
5559,Av. Las Malvinas,,2781,Edison,Wilson,Edison,-31.3892158164175,-64.1352031483777
5558,Av. Las Malvinas,,2339,,Ledesma,Celestino Vidal,-31.39042443872157,-64.14037913628984
4019,Javier Díaz,,934,Nores Martinez,,,-31.44660531384218,-64.18267944874685
4018,Javier Díaz,1087,,,Marcelo Garlot,Arballo de Bustamante,-31.44661151524173,-64.18000504588484
4013,Richieri,3408,,Luis Arguello,Manuel Saravia,Luis Arguello,-31.45299243185862,-64.17416830641427
4012,Richieri,,3559,,Bartolomé de las Casas,Manuel Saravia,-31.45425495464436,-64.17293609965189
4011,Richieri,,3668,,Pedro Cabrera,Bartolomé de las Casas,-31.45530104493759,-64.17189635469582
4010,Richieri,,3811,Cornelio Pino,O'higging,Cornelio Pino,-31.45698372103449,-64.17015223983461
4017,Abreu de Figueroa,2967,,Javier Díaz,,,-31.44653647234391,-64.17591112305287
4016,Richieri,1335,,,Cosquín,Javier Díaz,-31.44705898278374,-64.17659769117708
4015,Richieri,,3178,,Argañaraz y Murgia,Olimpia,-31.44925328120119,-64.17651847399843
4014,Richieri,,3346,,Matienzo,Copina,-31.45124542467821,-64.1759100532368
4707,Minuzzi,203,,,Berro,Fray Bentos,-31.46328903414394,-64.19929006661928
4706,Belardinelli,4290,,,Astigueta,Melincue,-31.46124838822496,-64.19758049489425
4705,Belardinelli,4180,,,Tirol,Escalante,-31.4582612046197,-64.19670796503512
4704,Belardinelli,3864,,,Publica B,Monza,-31.45617057535058,-64.19615001202047
4703,Belardinelli,3765,,,José Guardado,Publica B,-31.45477609236892,-64.19576640456033
4702,Belardinelli,3636,,,Tte Bean,Vasquez Maceda,-31.45300175275333,-64.19530589321917
4701,Belardinelli,3492,,,Drago,Lautaro,-31.45106961250731,-64.19474183262203
4700,Belardinelli,3294,,,Hueyo,Inschaupe,-31.44958368346095,-64.194501029477
4709,Carlos Paz,3107,,,Olimpia,Pigue,-31.44845715333018,-64.16342821461697
4708,Caminiaga,3224,,,Olaen,Pampayasta,-31.44991001459902,-64.1636586150778
4648,De los Alemanes,5279,,Los Ingleses,Los Libaneses,Los Ingleses,-31.34332512889673,-64.2372314220819
4649,De Los Sirios,6235,,,Los Alemanes,Los Genoveses,-31.3429187764458,-64.23840931051589
4642,Padre Claret,4246,,,Padre Claret,Perazzo,-31.35749318576934,-64.23813725243906
4643,Padre Claret,4750,,,Francisco de Olea,Tissera,-31.35409973790883,-64.23735355212085
4640,Cordillera,4698,,,Manuel Lopez ,Candonga,-31.35973263113429,-64.23490255766816
4641,Cordillera,4822,,,Andres Blanqui,El Gaucho,-31.35881016080195,-64.23704685825523
4646,Padre Claret,5880,,,De Los Extremeños,Los Rusos,-31.34621730200058,-64.23565822098857
4647,Padre Claret,6088,,De los Hungaros,Los Catalanes,De los Hungaros,-31.34445729830086,-64.23538908207337
4644,Padre Claret,5160,,Don Renato,Valle Hermoso,La Falda,-31.35188367169329,-64.236879194705
4645,Padre Claret,5601,,De Los Extremeños,Don Renato,De Los Extremeños,-31.34760063766354,-64.23590677417914
5159,Hauling,5708,,Anta,Nazca,Anta,-31.38411431052736,-64.25158526957254
5158,Nazca,842,,,Yunyen,Tamini,-31.38432756846174,-64.25283433125837
5151,Carcano,950,,Easy,,,-31.38105980020023,-64.2583726354873
5150,Carcano,1050,,,,,-31.37987045661308,-64.25758982868246
5153,Carcano,,,Rtonda ing. B C. Carreras,,,-31.3850547879591,-64.26147513365827
5152,Carcano,654,,,,,-31.38360877843542,-64.2599482472679
5155,Tablada,6352,,,Boyero,Calandria,-31.38483055056694,-64.25758386411086
5154,Hornero,576,,,Rioja ,Tablada,-31.38385637047909,-64.25973256893434
5157,Tablada,5843,,,Calandria,Nazca,-31.38584772197788,-64.25377102270437
5156,Tablada,6113,,,Calandria,Nazca,-31.38556773912728,-64.25532033409223
4800,Marquina,2610,,Lope de Vega,Aergensola,Lope de Vega,-31.38275787100978,-64.19293138624649
4801,Marquina,2429,,,Francisco de Quevedo,Calderon de la Barca,-31.38506953840901,-64.19294371732025
4802,Marquina,2310,,Los Granaderos,Calderon de la Barca,Los Granaderos,-31.38633539848947,-64.1929450366378
4803,Copacabana,975,,,Los Granaderos,Cuyo,-31.38711822148179,-64.19305024516272
4804,Copacabana,763,,Machado,Sarandi,Machado,-31.38788287733665,-64.1947079571487
4805,Richieri,1839,,,Concepcion Arenales,Jilio Roca,-31.43372185601975,-64.17529874315719
4806,Jilio Roca,,,Secretaria de Ganaderia,Richieri,La Coruña,-31.43339945748182,-64.17164855589226
4807,Deodoro Roca,,,Colegio Cabred,Jilio Roca,Los Incas,-31.4320089482015,-64.17106052147369
4809,Huascha,2886,,,Bragado,Chascomus,-31.44580744619373,-64.16068549321697
5089,Paglieri,6814,,Mahatma Ghandi,Garramuño,Mahatma Ghandi,-31.38987408690181,-64.26977718787073
5088,Paglieri,6920,,,Vespignani,Milanesio,-31.38982218917854,-64.27279387755027
5083,Costamagna,7000,,Cagliero,Fagnano,Cagliero,-31.38641478848961,-64.27278805185017
5082,Costamagna,6900,,,Garramuño,Fagnano,-31.3865342301938,-64.27115172975346
5081,Mahatma Ghandi,301,,,Guerra,Costamagna,-31.38637186027154,-64.26952088758034
5080,Mahatma Ghandi,400,,Orzali,,,-31.38481819316108,-64.26919298093189
5087,Paglieri,7008,,,Mascardi,Cagliero,-31.38949075784936,-64.2750256295145
5086,Mascardi,110,,,Garrone,Paglieri,-31.38749227628625,-64.27679224297437
5085,Mascardi,205,,,Pedrolini,Ardizzone,-31.38644546199531,-64.27558931122005
5084,Mascardi,281,,,Costamagna,Migone,-31.38574612560516,-64.2748100973276
5331,Rio Bamba,78,,,27 de Abril,Palpa,-31.39397681714817,-64.25476462313068
5330,Duarte Qruiroz,5166,,,Mansilla,Colon,-31.39707029233755,-64.25047629856284
5333,Chancay,266,,,9 de Julio ,Yunyen,-31.39092905175058,-64.2533116358085
5332,Chancay,70,,,Dean Funes,9 de Julio,-31.39253415577358,-64.25409991508229
5335,Humerto 1ro,5774,,,Anta,Nazca,-31.3874856278707,-64.25390838813405
5334,Chancay,449,,,9 de Julio ,Yunyen,-31.38898838219592,-64.25237471272631
5337,Humerto 1ro,6147,,,Paloma,Calandria,-31.38619779480212,-64.25768329100526
5336,Humerto 1ro,6089,,,Nazca,Paloma,-31.38665147106742,-64.25628826950012
5339,La Rioja,6543,,,Zorzal,Hornero,-31.38617133645802,-64.2608045155861
5338,La Rioja,6390,,,Calandria,Boyero,-31.38698578419701,-64.25883335918765
5429,Publica,,,,Publica,Bº Las Terrazas,-31.37844802261157,-64.27186250405487
5428,Ghandi,,,Manzana 70 y 71,,,-31.38111883510514,-64.26907505983029
5425,Arribeños,2040,,Sabattini,Ferroviarios,Arribeños,-31.38681496204965,-64.26918007098669
5424,Ferroviarios,1411,,,Husares,Pardo y Moreno,-31.42973802405638,-64.16890576216204
5427,Ghandi,,,Manzana 84 y 83,,,-31.38236130041436,-64.26912304979705
5426,Ghandi,,,Manzana 91,,,-31.38378311861649,-64.26917182131913
5421,Morcillo,1792,,,Esposos Curie,Jose Ingenieros,-31.42947964471405,-64.16210764537924
5420,Asunción,1594,,,Agustin Garzon,Corrientes,-31.42742430307044,-64.16203110617136
5423,Ferroviarios,1577,,,Benavente,Sadi Carnot,-31.42866889982133,-64.1670402671994
5422,Ferroviarios,1741,,,Morcillo,Herrera,-31.42907098222809,-64.16472958926347
5634,Méjico,703,,Libertad,Rincon,Libertad,-31.4062158115696,-64.16026431423921
5635,Méjico,521,,Sarmiento,Oncativo,Sarmiento,-31.40849320340385,-64.1600177096649
5636,Sarmiento,1759,,,Lamadrid,Guemes,-31.40919443491136,-64.16201242322077
5637,Sarmiento,1549,,,Gral Deheza,Roma,-31.4098537756613,-64.16442622780174
4248,Calle Publica,4400,,Ferreyra de Roca,Palamara,Ferreyra de Roca,-31.46530599963094,-64.15699999357824
4249,Ferreyra de Roca,2823,,,Saavedra,Armando Sica,-31.46669308861271,-64.1595762313393
4246,Calle Publica,4100,, Ramon Villafañe,Calle Publica,Ramon Villafañe,-31.46305716326367,-64.15720102236328
4247,Calle Publica,4300,,Palamara,Scieppauuercia,Palamara,-31.46417162233722,-64.15722532855781
4244,Calle Publica,3800,,,Celso Barrios,Publica,-31.45990207933134,-64.15735105952943
4245,Calle Publica,3900,,Lopez Cabrera,Calle Publica,Lopez Cabrera,-31.46139435943107,-64.15719990560906
4242,Celso Barrios,2780,,,Huasapampa,Armando Sica,-31.45862113544939,-64.16063270368093
4243,Celso Barrios,2158,,,Luis Saavedra,Publica,-31.45863778087795,-64.1578362491134
4240,Carlos Paz,3784,,,Calmayo,Celso Barrios,-31.45743292068419,-64.16271008061415
4241,Carlos Paz,3892,,,Calmayo,Celso Barrios,-31.45838831801372,-64.16271181045279
5520,Gauss,5824,,,Amadeo Avigadro,Blas Pascal,-31.35490548892036,-64.25028559278357
5521,Gauss,5713,,,Blas Pascal,Mariote,-31.35631844906525,-64.2508464031179
5522,Gauss,5527,,,Gay Lousacc,Jacobo Joule,-31.3586442712413,-64.25177257050439
5523,Gauss,5321,,,Jose Luis  Lagrange,Juan D' Alembert,-31.36081291611257,-64.25266684722278
5524,Gauss,5065,,,Roberto Boyle,Jacobo Berselius,-31.36340915338528,-64.25366794483902
5525,Gauss,4905,,,Jacobo Berselius,Justo Lievig,-31.36516595793056,-64.25437316217172
5526,Carcano,,,Estadio Córdoba,,,-31.37079865114163,-64.25148498520919
